player,stat_type,line,recommendation,best_edge,prob_over_calibrated,pred_mean,over_odds,under_odds,defense_multiplier,home_away_multiplier,opponent_team
Adonai Mitchell,receptions,2.5,UNDER,0.1899543378995434,0.2666666666666666,0.5333755964321067,-108.0,-119.0,0.610787104716473,1.08,NE
Jordan Mason,receptions,2.5,UNDER,0.1899543378995434,0.2666666666666666,0.5286185814635732,-107.0,-119.0,0.6165385536876572,0.7666666666666666,BAL
Nick Chubb,receiving_yards,5.5,UNDER,0.1897133207533285,0.2980915572954519,-15.75691659934241,-120.0,-105.0,0.6174774738370346,-6.0133333333333345,JAX
Ja'Marr Chase,receiving_yards,87.5,OVER,0.1893052302888368,0.7131147540983607,103.91508535672683,-110.0,-114.0,0.6133869630707344,1.6578238341968912,CHI
Ja'Marr Chase,receiving_yards,76.5,OVER,0.1893052302888368,0.7131147540983607,103.91508535672683,-110.0,-114.0,0.6133869630707344,1.6578238341968912,CHI
Omarion Hampton,receiving_yards,13.5,OVER,0.1893052302888368,0.7131147540983607,26.072787464667375,-110.0,-114.0,0.6219481116804085,1.287719298245614,WAS
Zay Jones,receiving_yards,12.5,OVER,0.1893052302888368,0.7131147540983607,27.58376337394037,-110.0,-114.0,0.6055889757985813,0.8879999999999999,SEA
Andrei Iosivas,receiving_yards,18.5,OVER,0.1893052302888368,0.7131147540983607,28.323808954344525,-110.0,-114.0,0.6133869630707344,1.8385185185185184,CHI
Calvin Ridley,receiving_yards,31.5,OVER,0.1893052302888368,0.7131147540983607,44.32762921300786,-110.0,-114.0,0.5981982364655004,1.0904761904761906,LV
Luke McCaffrey,receptions,1.5,UNDER,0.1880341880341881,0.3846153846153846,0.852731016302081,-172.0,134.0,0.6184121638755616,0.8857142857142857,SEA
George Kittle,receiving_yards,53.5,UNDER,0.1876892957177384,0.2885011804727377,18.632984970586296,-114.0,-110.0,0.6012451298936923,1.104,LA
Greg Dulcich,receiving_yards,21.5,OVER,0.1870484033874602,0.7131147540983607,28.660158759506093,-111.0,-113.0,0.5849011991735937,1.0,BUF
DeMario Douglas,receiving_yards,19.5,OVER,0.1870484033874602,0.7131147540983607,31.41012067893273,-111.0,-113.0,0.5901763188659752,1.1034013605442177,NYJ
Colston Loveland,receiving_yards,18.5,OVER,0.1870484033874602,0.7131147540983607,31.224245996297153,-111.0,-113.0,0.6090039155966349,0.8922155688622755,NYG
Christian Watson,receiving_yards,36.5,OVER,0.1870484033874602,0.7131147540983607,41.589279110438454,-111.0,-113.0,0.6003885696588209,1.0,PHI
Jaxon Smith-Njigba,receiving_yards,62.5,OVER,0.1870484033874602,0.7131147540983607,75.3693275517261,-111.0,-113.0,0.605943083962113,0.9842706131078224,ARI
Tyquan Thornton,receiving_yards,24.5,OVER,0.1870484033874602,0.7131147540983607,34.136675822900415,-111.0,-113.0,0.5849011991735937,1.1559633027522935,BUF
Xavier Hutchinson,receiving_yards,20.5,OVER,0.1870484033874602,0.7131147540983607,28.49579831017756,-111.0,-113.0,0.587384045626795,1.3532467532467534,DEN
Zay Jones,receiving_yards,10.5,OVER,0.1870484033874602,0.7131147540983607,27.58376337394037,-111.0,-113.0,0.6055889757985813,0.8879999999999999,SEA
Marvin Mims Jr.,receiving_yards,31.5,OVER,0.1870484033874602,0.7131147540983607,44.196983600827515,-111.0,-113.0,0.6192438307588459,1.5764705882352943,DAL
Ja'Marr Chase,receiving_yards,86.5,OVER,0.1870484033874602,0.7131147540983607,103.91508535672683,-111.0,-113.0,0.6133869630707344,1.6578238341968912,CHI
Woody Marks,receiving_yards,17.5,OVER,0.1870484033874602,0.7131147540983607,28.368756490419404,-111.0,-113.0,0.6174774738370346,2.2993103448275867,JAX
Jalen Nailor,receiving_yards,18.5,OVER,0.1870484033874602,0.7131147540983607,23.2690739428871,-111.0,-113.0,0.6105230372324271,2.168493150684931,BAL
Tony Pollard,rushing_yards,67.5,UNDER,0.1854496808500686,0.2862484323574785,23.62800510805524,-112.0,-112.0,0.5480334454981136,0.992193308550186,LAC
Matthew Golden,receptions,2.5,UNDER,0.1852182810363107,0.3799991102680372,1.5301968401026949,-166.0,130.0,0.5949030588735689,0.775,CAR
Jamari Thrash,receiving_yards,8.5,OVER,0.1848128673059078,0.7131147540983607,11.886523655217433,-112.0,-112.0,0.5901763188659752,0.9379310344827586,NYJ
Ricky Pearsall,receiving_yards,44.5,OVER,0.1848128673059078,0.7131147540983607,58.718849029376614,-112.0,-112.0,0.6174774738370346,0.997560975609756,JAX
Pat Freiermuth,receiving_yards,15.5,OVER,0.1848128673059078,0.7131147540983607,30.374545787306825,-112.0,-112.0,0.5817254120540185,1.4682926829268292,LAC
Ja'Marr Chase,receiving_yards,88.5,OVER,0.1848128673059078,0.7131147540983607,103.91508535672683,-112.0,-112.0,0.6133869630707344,1.6578238341968912,CHI
Jake Tonges,receiving_yards,16.5,OVER,0.1848128673059078,0.7131147540983607,23.388199698316548,-112.0,-112.0,0.5848207810353626,0.8977215189873418,HOU
Oronde Gadsden II,receiving_yards,28.5,OVER,0.1848128673059078,0.7131147540983607,52.95557156197648,-112.0,-112.0,0.6275314232482179,1.0957894736842104,PIT
Darius Slayton,receiving_yards,17.5,OVER,0.1848128673059078,0.7131147540983607,25.662271496625515,-112.0,-112.0,0.6133869630707344,0.9652941176470587,CHI
Woody Marks,receiving_yards,18.5,OVER,0.1848128673059078,0.7131147540983607,28.368756490419404,-112.0,-112.0,0.6174774738370346,2.2993103448275867,JAX
DeMario Douglas,receiving_yards,14.5,OVER,0.1848128673059078,0.7131147540983607,31.41012067893273,-112.0,-112.0,0.5901763188659752,1.1034013605442177,NYJ
Noah Fant,receiving_yards,22.5,OVER,0.1848128673059078,0.7131147540983607,25.642933624825034,-112.0,-112.0,0.6133869630707344,1.1354430379746836,CHI
Xavier Worthy,receptions,3.5,UNDER,0.184766837866088,0.3688045907053405,2.1330418417329717,-158.0,124.0,0.5861643342578282,0.92,BUF
Jordan Mason,receptions,1.5,UNDER,0.184026069847516,0.3486842105263157,0.5286185814635732,-146.0,114.0,0.6165385536876572,0.7666666666666666,BAL
Darnell Mooney,receptions,2.5,UNDER,0.184026069847516,0.3486842105263157,1.446485597771684,-145.0,114.0,0.6197397476340694,1.48,IND
Davante Adams,receiving_yards,79.5,UNDER,0.1839185870787125,0.290015062210387,33.58196998877999,-113.0,-111.0,0.6044437391195211,0.9927843137254904,SF
Greg Dulcich,receiving_yards,24.5,OVER,0.1838850824894047,0.7099514332003052,28.660158759506093,-111.0,-113.0,0.5849011991735937,1.0,BUF
TreVeyon Henderson,rushing_yards,21.5,OVER,0.1837692823608316,0.7142857142857143,42.1555279780379,-113.0,-111.0,0.5589797466095646,1.036619718309859,NYJ
Cade Otton,receiving_yards,22.5,OVER,0.1829019394502481,0.711203826242701,30.301479100619066,-112.0,-112.0,0.6027460653432899,1.0486571879936808,NE
Noah Fant,receiving_yards,21.5,OVER,0.182598322173478,0.7131147540983607,25.642933624825034,-113.0,-111.0,0.6133869630707344,1.1354430379746836,CHI
Mack Hollins,receiving_yards,13.5,OVER,0.182598322173478,0.7131147540983607,30.075313400100992,-113.0,-111.0,0.5901763188659752,0.8736474694589877,NYJ
Jalen Nailor,receiving_yards,16.5,OVER,0.182598322173478,0.7131147540983607,23.2690739428871,-113.0,-111.0,0.6105230372324271,2.168493150684931,BAL
Pat Freiermuth,receiving_yards,19.5,OVER,0.182598322173478,0.7131147540983607,30.374545787306825,-113.0,-111.0,0.5817254120540185,1.4682926829268292,LAC
Omarion Hampton,receiving_yards,18.5,OVER,0.182598322173478,0.7131147540983607,26.072787464667375,-113.0,-111.0,0.6219481116804085,1.287719298245614,WAS
Marquise Brown,receptions,5.5,UNDER,0.1818322213985669,0.3486842105263157,1.912924383942234,-144.0,113.0,0.5861643342578282,1.3142857142857145,BUF
Jaxon Smith-Njigba,receptions,6.5,UNDER,0.1818322213985669,0.3486842105263157,4.645712043243807,-144.0,113.0,0.6124336763717226,1.0,ARI
Deebo Samuel Sr.,receptions,4.5,UNDER,0.1818322213985669,0.3486842105263157,2.501797873980196,-144.0,113.0,0.5977715114568858,0.8933333333333333,DET
Jaxon Smith-Njigba,receptions,7.5,UNDER,0.1817638266068759,0.2666666666666666,4.645712043243807,-104.0,-123.0,0.6124336763717226,1.0,ARI
James Cook,rushing_yards,59.5,OVER,0.1815754339118825,0.7142857142857143,84.7702624858041,-114.0,-110.0,0.5640362994227905,1.1648148148148147,MIA
Quinshon Judkins,rushing_yards,13.5,OVER,0.1814188651060947,0.7141291454799265,26.97288557765565,-114.0,-110.0,0.5589797466095646,0.8275,NYJ
Nick Westbrook-Ikhine,receptions,1.5,UNDER,0.1810963181349884,0.3744592374205672,0.879436105652585,-159.0,125.0,0.5861643342578282,0.984,BUF
Tre Tucker,receiving_yards,26.5,OVER,0.1804044737245289,0.7131147540983607,38.00169490240839,-114.0,-110.0,0.587384045626795,1.3747368421052633,DEN
Greg Dulcich,receiving_yards,23.5,OVER,0.1804044737245289,0.7131147540983607,28.660158759506093,-114.0,-110.0,0.5849011991735937,1.0,BUF
Bucky Irving,receiving_yards,20.5,OVER,0.1804044737245289,0.7131147540983607,30.064363943483837,-114.0,-111.0,0.6003885696588209,1.5310344827586206,PHI
DeMario Douglas,receiving_yards,16.5,OVER,0.1804044737245289,0.7131147540983607,31.41012067893273,-114.0,-110.0,0.5901763188659752,1.1034013605442177,NYJ
Colston Loveland,receiving_yards,17.5,OVER,0.1804044737245289,0.7131147540983607,31.224245996297153,-114.0,-110.0,0.6090039155966349,0.8922155688622755,NYG
DeMario Douglas,receiving_yards,18.5,OVER,0.1804044737245289,0.7131147540983607,31.41012067893273,-114.0,-110.0,0.5901763188659752,1.1034013605442177,NYJ
Dawson Knox,receiving_yards,11.5,OVER,0.1804044737245289,0.7131147540983607,13.96151448534277,-114.0,-110.0,0.5955589566095187,1.1538461538461535,MIA
Tutu Atwell,receiving_yards,9.5,OVER,0.180313529743758,0.7063798804546585,20.817583547670893,-111.0,-113.0,0.6044437391195211,1.0,SF
Noah Fant,receiving_yards,23.5,OVER,0.1799651369111609,0.7060314876220614,25.642933624825034,-111.0,-113.0,0.6133869630707344,1.1354430379746836,CHI
Will Dissly,receptions,1.5,UNDER,0.1796176762661371,0.3486842105263157,0.7673738144034817,-144.0,112.0,0.6197397476340694,0.7333333333333333,IND
Dyami Brown,receptions,2.5,UNDER,0.1793313368022626,0.3489705499901901,1.6299609229375498,-143.0,112.0,0.587819896797376,1.0848484848484847,HOU
Keon Coleman,receptions,2.5,UNDER,0.1787033926771918,0.3846153846153846,1.553775801128899,-166.0,129.0,0.6030164475483671,0.9,MIA
JuJu Smith-Schuster,receiving_yards,15.5,OVER,0.1783079442452415,0.7110182246190733,20.539246699987928,-114.0,-110.0,0.5849011991735937,0.9981481481481482,BUF
JuJu Smith-Schuster,receiving_yards,11.5,OVER,0.1782310331681281,0.7131147540983607,20.539246699987928,-115.0,-109.0,0.5849011991735937,0.9981481481481482,BUF
Harold Fannin Jr.,receiving_yards,27.5,OVER,0.1782310331681281,0.7131147540983607,34.18951299683476,-115.0,-109.0,0.5901763188659752,1.2049635036496351,NYJ
Pat Freiermuth,receiving_yards,14.5,OVER,0.1782310331681281,0.7131147540983607,30.374545787306825,-115.0,-109.0,0.5817254120540185,1.4682926829268292,LAC
Christian McCaffrey,receiving_yards,36.5,OVER,0.1782310331681281,0.7131147540983607,43.16227790170316,-115.0,-109.0,0.6012451298936923,1.1101604278074866,LA
Tony Pollard,receiving_yards,7.5,OVER,0.1782310331681281,0.7131147540983607,11.176619657252642,-115.0,-109.0,0.5817254120540185,1.0662162162162163,LAC
Tyler Johnson,receiving_yards,10.5,OVER,0.1782310331681281,0.7131147540983607,19.103667196298552,-115.0,-109.0,0.5806405644838818,0.7516666666666667,CLE
Alec Pierce,receiving_yards,31.5,OVER,0.1782310331681281,0.7131147540983607,43.27899500571827,-115.0,-109.0,0.58137728521811,0.8614285714285714,ATL
Bucky Irving,receiving_yards,19.5,OVER,0.1782310331681281,0.7131147540983607,30.064363943483837,-115.0,-109.0,0.6003885696588209,1.5310344827586206,PHI
Rico Dowdle,rushing_yards,49.5,OVER,0.1779406350888912,0.7128243560191238,80.00076482917342,-115.0,-109.0,0.557749422681278,1.403053435114504,NO
TreVeyon Henderson,receiving_yards,9.5,OVER,0.1779279279279279,0.5945945945945946,9.268999957483766,140.0,-180.0,0.5901763188659752,1.488888888888889,NYJ
J.K. Dobbins,receiving_yards,10.5,UNDER,0.1778496561583291,0.2808659401719461,2.0323588914183777,-106.0,-118.0,0.5981982364655004,1.4333333333333336,LV
David Njoku,receiving_yards,49.5,UNDER,0.1777741915398936,0.2984162846505825,18.189793035706252,-114.0,-110.0,0.5901763188659752,0.8283333333333334,NYJ
Justin Herbert,rushing_yards,15.5,OVER,0.1772486772486772,0.7142857142857143,25.837083631339972,-116.0,-108.0,0.5493825838686652,1.0912280701754389,PIT
TreVeyon Henderson,rushing_yards,24.5,OVER,0.1772486772486772,0.7142857142857143,42.1555279780379,-116.0,-108.0,0.5589797466095646,1.036619718309859,NYJ
Trey McBride,receiving_yards,65.5,UNDER,0.1764777308709316,0.2930058372041857,38.69253090059892,-111.0,-113.0,0.6055889757985813,1.067591836734694,SEA
Xavier Hutchinson,receiving_yards,19.5,OVER,0.1760777170613235,0.7131147540983607,28.49579831017756,-116.0,-109.0,0.587384045626795,1.3532467532467534,DEN
Andrei Iosivas,receiving_yards,17.5,OVER,0.1760777170613235,0.7131147540983607,28.323808954344525,-116.0,-108.0,0.6133869630707344,1.8385185185185184,CHI
Harold Fannin Jr.,receiving_yards,25.5,OVER,0.1760777170613235,0.7131147540983607,34.18951299683476,-116.0,-109.0,0.5901763188659752,1.2049635036496351,NYJ
Terrance Ferguson,receiving_yards,10.5,OVER,0.1760777170613235,0.7131147540983607,17.520440891862656,-116.0,-108.0,0.6044437391195211,0.824,SF
Xavier Hutchinson,receptions,1.5,OVER,0.1756173680900316,0.6878124900412511,2.016405770533195,-105.0,-121.0,0.5880326120762429,1.1333333333333333,DEN
Marvin Mims Jr.,receptions,2.5,OVER,0.1751418001039172,0.6849457216725446,3.278702500003137,-104.0,-122.0,0.6118870088901635,1.4571428571428573,DAL
J.K. Dobbins,receptions,1.5,UNDER,0.1751253132832081,0.3486842105263157,0.8873286816561395,-140.0,110.0,0.6068614507009604,1.2999999999999998,LV
Dak Prescott,rushing_yards,3.5,OVER,0.1751152073732719,0.7142857142857143,9.004711641678544,-117.0,-108.0,0.553404336480968,1.0918032786885246,ARI
Drake Maye,passing_yards,257.5,UNDER,0.1749856569133677,0.3012048192771084,136.6639403995681,-110.0,-110.0,0.514713387803711,1.0193205944798305,NYJ
Spencer Rattler,passing_yards,260.5,UNDER,0.1749856569133677,0.3012048192771084,113.30930601035594,-110.0,-110.0,0.5182550209539217,1.019688041594454,TB
Michael Wilson,receiving_yards,23.5,OVER,0.1747688080948763,0.7096525290251089,29.010834792872895,-115.0,-110.0,0.6055889757985813,1.1814634146341465,SEA
Tyler Conklin,receptions,1.5,UNDER,0.1746031746031746,0.3492063492063492,0.8188035092220484,-141.0,110.0,0.6294379122454832,1.0,PIT
Khalil Shakir,receptions,4.5,UNDER,0.1746031746031746,0.3492063492063492,3.068044055337668,-140.0,110.0,0.6030164475483671,0.9035714285714286,MIA
Noah Gray,receptions,1.5,UNDER,0.1746031746031746,0.3492063492063492,0.9480770974160396,-140.0,110.0,0.5861643342578282,0.9809523809523808,BUF
Rachaad White,rushing_yards,11.5,OVER,0.1744830797058947,0.7049995116307773,19.77240388703771,-113.0,-111.0,0.540058572177442,0.9419689119170984,NE
Marquise Brown,receiving_yards,16.5,OVER,0.17400892289817,0.7000752736090705,23.95485050002156,-111.0,-113.0,0.5849011991735937,1.631496062992126,BUF
Luther Burden III,receiving_yards,12.5,OVER,0.1739442471859182,0.7131147540983607,24.07409384208344,-117.0,-107.0,0.6090039155966349,1.9411764705882355,NYG
Justin Herbert,rushing_yards,14.5,OVER,0.1730013106159895,0.7142857142857143,25.837083631339972,-118.0,-107.0,0.5493825838686652,1.0912280701754389,PIT
Lamar Jackson,passing_yards,233.5,UNDER,0.1727288300119911,0.3012048192771084,94.14537645872568,-113.0,-111.0,0.5152654539640478,0.8869395711500974,MIN
Patrick Mahomes,passing_yards,259.5,UNDER,0.1727288300119911,0.3012048192771084,144.08977642173662,-113.0,-111.0,0.5138526864275509,1.0041570438799077,BUF
Patrick Mahomes,passing_yards,253.5,UNDER,0.1727288300119911,0.3012048192771084,144.08977642173662,-113.0,-111.0,0.5138526864275509,1.0041570438799077,BUF
Aaron Rodgers,passing_yards,202.5,UNDER,0.1727288300119911,0.3012048192771084,108.05612296302547,-113.0,-111.0,0.513334517266734,0.9740566037735848,LAC
Drake Maye,passing_yards,247.5,UNDER,0.1727288300119911,0.3012048192771084,136.6639403995681,-113.0,-111.0,0.514713387803711,1.0193205944798305,NYJ
Drake Maye,passing_yards,223.5,UNDER,0.1727288300119911,0.3012048192771084,136.6639403995681,-113.0,-111.0,0.514713387803711,1.0193205944798305,NYJ
Drake Maye,passing_yards,216.5,UNDER,0.1727288300119911,0.3012048192771084,136.6639403995681,-113.0,-111.0,0.514713387803711,1.0193205944798305,NYJ
Aaron Rodgers,passing_yards,227.5,UNDER,0.1727288300119911,0.3012048192771084,108.05612296302547,-113.0,-111.0,0.513334517266734,0.9740566037735848,LAC
J.J. McCarthy,passing_yards,212.5,UNDER,0.1727288300119911,0.3012048192771084,87.26595558562519,-113.0,-111.0,0.5180332079252602,1.167832167832168,BAL
Trevor Lawrence,passing_yards,228.5,UNDER,0.1727288300119911,0.3012048192771084,116.09997414383515,-113.0,-111.0,0.5138395652082648,0.9502127659574467,HOU
J.J. McCarthy,passing_yards,216.5,UNDER,0.1727288300119911,0.3012048192771084,87.26595558562519,-114.0,-111.0,0.5180332079252602,1.167832167832168,BAL
Jared Goff,passing_yards,259.5,UNDER,0.1727288300119911,0.3012048192771084,126.6412454753952,-113.0,-111.0,0.5198973508970892,0.9763972736124636,WAS
Caleb Williams,passing_yards,240.5,UNDER,0.1727288300119911,0.3012048192771084,126.11156626039126,-113.0,-111.0,0.5177853443394596,0.9640776699029128,NYG
Drake Maye,passing_yards,232.5,UNDER,0.1727288300119911,0.3012048192771084,136.6639403995681,-113.0,-111.0,0.514713387803711,1.0193205944798305,NYJ
Kyler Murray,passing_yards,216.5,UNDER,0.1727288300119911,0.3012048192771084,109.37495703461146,-113.0,-111.0,0.5164776292869344,1.130020703933747,TEN
Kyler Murray,passing_yards,220.5,UNDER,0.1727288300119911,0.3012048192771084,109.37495703461146,-113.0,-111.0,0.5164776292869344,1.130020703933747,TEN
J.J. McCarthy,passing_yards,215.5,UNDER,0.1727288300119911,0.3012048192771084,87.26595558562519,-114.0,-111.0,0.5180332079252602,1.167832167832168,BAL
J.J. McCarthy,passing_yards,218.5,UNDER,0.1727288300119911,0.3012048192771084,87.26595558562519,-113.0,-111.0,0.5180332079252602,1.167832167832168,BAL
Joe Burrow,passing_yards,268.5,UNDER,0.1727288300119911,0.3012048192771084,58.665973913469394,-113.0,-111.0,0.5191679107386672,1.0,JAX
Caleb Williams,passing_yards,234.5,UNDER,0.1727288300119911,0.3012048192771084,126.11156626039126,-113.0,-111.0,0.5177853443394596,0.9640776699029128,NYG
Aaron Rodgers,passing_yards,229.5,UNDER,0.1727288300119911,0.3012048192771084,108.05612296302547,-113.0,-111.0,0.513334517266734,0.9740566037735848,LAC
Trevor Lawrence,passing_yards,221.5,UNDER,0.1727288300119911,0.3012048192771084,116.09997414383515,-113.0,-111.0,0.5138395652082648,0.9502127659574467,HOU
Patrick Mahomes,passing_yards,274.5,UNDER,0.1727288300119911,0.3012048192771084,144.08977642173662,-113.0,-111.0,0.5138526864275509,1.0041570438799077,BUF
T.J. Hockenson,receptions,3.5,UNDER,0.1723247512721197,0.3492063492063492,2.0553466421893685,-139.0,109.0,0.6165385536876572,1.011764705882353,BAL
Rome Odunze,receptions,3.5,UNDER,0.1723247512721197,0.3492063492063492,1.841530540561664,-139.0,109.0,0.6141132296697468,1.025,NYG
Rhamondre Stevenson,receptions,1.5,UNDER,0.1714285714285713,0.4285714285714285,0.9015069583058756,-193.0,150.0,0.5836541659527721,0.9111111111111112,CLE
C.J. Stroud,rushing_yards,9.5,OVER,0.1709067188519243,0.7142857142857143,12.696222207986454,-119.0,-106.0,0.5407448200983201,0.8935779816513761,DEN
Tyrone Tracy Jr.,receptions,2.5,UNDER,0.1705465587044535,0.3486842105263157,1.1324480575122486,-138.0,108.0,0.6083156041376274,1.032,CHI
Patrick Mahomes,passing_yards,270.5,UNDER,0.1704932939304387,0.3012048192771084,144.08977642173662,-112.0,-112.0,0.5138526864275509,1.0041570438799077,BUF
Lamar Jackson,passing_yards,231.5,UNDER,0.1704932939304387,0.3012048192771084,94.14537645872568,-112.0,-112.0,0.5152654539640478,0.8869395711500974,MIN
Drake Maye,passing_yards,235.5,UNDER,0.1704932939304387,0.3012048192771084,136.6639403995681,-112.0,-112.0,0.514713387803711,1.0193205944798305,NYJ
Aaron Rodgers,passing_yards,224.5,UNDER,0.1704932939304387,0.3012048192771084,108.05612296302547,-112.0,-112.0,0.513334517266734,0.9740566037735848,LAC
Kyler Murray,passing_yards,250.5,UNDER,0.1704932939304387,0.3012048192771084,109.37495703461146,-112.0,-112.0,0.5164776292869344,1.130020703933747,TEN
Jayden Daniels,passing_yards,228.5,UNDER,0.1704932939304387,0.3012048192771084,100.94218711836514,-112.0,-112.0,0.517228154445184,1.006814310051107,SEA
Drake Maye,passing_yards,222.5,UNDER,0.1704932939304387,0.3012048192771084,136.6639403995681,-112.0,-112.0,0.514713387803711,1.0193205944798305,NYJ
Drake Maye,passing_yards,228.5,UNDER,0.1704932939304387,0.3012048192771084,136.6639403995681,-112.0,-112.0,0.514713387803711,1.0193205944798305,NYJ
J.J. McCarthy,passing_yards,220.5,UNDER,0.1704932939304387,0.3012048192771084,87.26595558562519,-112.0,-112.0,0.5180332079252602,1.167832167832168,BAL
Kirk Cousins,passing_yards,224.5,UNDER,0.1704932939304387,0.3012048192771084,14.952157330521572,-112.0,-112.0,0.5155916320869508,1.0,MIA
Jared Goff,passing_yards,251.5,UNDER,0.1704932939304387,0.3012048192771084,126.6412454753952,-112.0,-112.0,0.5198973508970892,0.9763972736124636,WAS
Kyler Murray,passing_yards,218.5,UNDER,0.1704932939304387,0.3012048192771084,109.37495703461146,-112.0,-112.0,0.5164776292869344,1.130020703933747,TEN
Jayden Daniels,passing_yards,207.5,UNDER,0.1704932939304387,0.3012048192771084,100.94218711836514,-112.0,-112.0,0.517228154445184,1.006814310051107,SEA
Patrick Mahomes,passing_yards,243.5,UNDER,0.1704932939304387,0.3012048192771084,144.08977642173662,-112.0,-112.0,0.5138526864275509,1.0041570438799077,BUF
Kyler Murray,passing_yards,225.5,UNDER,0.1704932939304387,0.3012048192771084,109.37495703461146,-112.0,-112.0,0.5164776292869344,1.130020703933747,TEN
Aaron Rodgers,passing_yards,232.5,UNDER,0.1704932939304387,0.3012048192771084,108.05612296302547,-112.0,-112.0,0.513334517266734,0.9740566037735848,LAC
Lamar Jackson,passing_yards,212.5,UNDER,0.1704932939304387,0.3012048192771084,94.14537645872568,-112.0,-112.0,0.5152654539640478,0.8869395711500974,MIN
Lamar Jackson,passing_yards,226.5,UNDER,0.1704932939304387,0.3012048192771084,94.14537645872568,-112.0,-112.0,0.5152654539640478,0.8869395711500974,MIN
Jameis Winston,passing_yards,221.5,UNDER,0.1704932939304387,0.3012048192771084,0.0,-112.0,-112.0,0.513334517266734,1.0,LAC
Joe Burrow,passing_yards,272.5,UNDER,0.1704932939304387,0.3012048192771084,58.665973913469394,-112.0,-112.0,0.5191679107386672,1.0,JAX
Patrick Mahomes,passing_yards,276.5,UNDER,0.1704932939304387,0.3012048192771084,144.08977642173662,-112.0,-112.0,0.5138526864275509,1.0041570438799077,BUF
Patrick Mahomes,passing_yards,248.5,UNDER,0.1704932939304387,0.3012048192771084,144.08977642173662,-112.0,-112.0,0.5138526864275509,1.0041570438799077,BUF
Jared Goff,passing_yards,266.5,UNDER,0.1704932939304387,0.3012048192771084,126.6412454753952,-112.0,-112.0,0.5198973508970892,0.9763972736124636,WAS
Aaron Rodgers,passing_yards,235.5,UNDER,0.1704932939304387,0.3012048192771084,108.05612296302547,-112.0,-112.0,0.513334517266734,0.9740566037735848,LAC
Trevor Lawrence,passing_yards,227.5,UNDER,0.1704932939304387,0.3012048192771084,116.09997414383515,-112.0,-112.0,0.5138395652082648,0.9502127659574467,HOU
Tyler Huntley,passing_yards,169.5,UNDER,0.1704932939304387,0.3012048192771084,35.25803352671395,-112.0,-112.0,0.5185004930399111,1.0,CHI
Spencer Rattler,passing_yards,215.5,UNDER,0.1704932939304387,0.3012048192771084,113.30930601035594,-112.0,-112.0,0.5182550209539217,1.019688041594454,TB
Trevor Lawrence,passing_yards,217.5,UNDER,0.1704932939304387,0.3012048192771084,116.09997414383515,-112.0,-112.0,0.5138395652082648,0.9502127659574467,HOU
Spencer Rattler,passing_yards,201.5,UNDER,0.1704932939304387,0.3012048192771084,113.30930601035594,-112.0,-112.0,0.5182550209539217,1.019688041594454,TB
Trevor Lawrence,passing_yards,225.5,UNDER,0.1704932939304387,0.3012048192771084,116.09997414383515,-112.0,-112.0,0.5138395652082648,0.9502127659574467,HOU
J.J. McCarthy,passing_yards,208.5,UNDER,0.1704932939304387,0.3012048192771084,87.26595558562519,-112.0,-112.0,0.5180332079252602,1.167832167832168,BAL
Aaron Rodgers,passing_yards,231.5,UNDER,0.1704932939304387,0.3012048192771084,108.05612296302547,-112.0,-112.0,0.513334517266734,0.9740566037735848,LAC
Aaron Rodgers,passing_yards,237.5,UNDER,0.1704932939304387,0.3012048192771084,108.05612296302547,-113.0,-112.0,0.513334517266734,0.9740566037735848,LAC
Cedric Tillman,receptions,3.5,UNDER,0.1699393982265972,0.3325481639624574,1.0512777551751118,-129.0,101.0,0.5921422426154287,0.7666666666666666,NYJ
George Kittle,receiving_yards,52.5,UNDER,0.168517408817545,0.3031807043900021,18.632984970586296,-112.0,-112.0,0.6012451298936923,1.104,LA
Mack Hollins,receiving_yards,20.5,OVER,0.1683516262302691,0.6944179769411696,30.075313400100992,-111.0,-113.0,0.5901763188659752,0.8736474694589877,NYJ
Lamar Jackson,passing_yards,237.5,UNDER,0.1682787487980089,0.3012048192771084,94.14537645872568,-111.0,-113.0,0.5152654539640478,0.8869395711500974,MIN
Patrick Mahomes,passing_yards,268.5,UNDER,0.1682787487980089,0.3012048192771084,144.08977642173662,-111.0,-113.0,0.5138526864275509,1.0041570438799077,BUF
Patrick Mahomes,passing_yards,262.5,UNDER,0.1682787487980089,0.3012048192771084,144.08977642173662,-111.0,-113.0,0.5138526864275509,1.0041570438799077,BUF
Patrick Mahomes,passing_yards,258.5,UNDER,0.1682787487980089,0.3012048192771084,144.08977642173662,-111.0,-113.0,0.5138526864275509,1.0041570438799077,BUF
Aaron Rodgers,passing_yards,222.5,UNDER,0.1682787487980089,0.3012048192771084,108.05612296302547,-111.0,-113.0,0.513334517266734,0.9740566037735848,LAC
Andy Dalton,passing_yards,213.5,UNDER,0.1682787487980089,0.3012048192771084,30.56797192240544,-111.0,-113.0,0.5138526864275509,1.193220338983051,BUF
Spencer Rattler,passing_yards,204.5,UNDER,0.1682787487980089,0.3012048192771084,113.30930601035594,-111.0,-113.0,0.5182550209539217,1.019688041594454,TB
Lamar Jackson,passing_yards,224.5,UNDER,0.1682787487980089,0.3012048192771084,94.14537645872568,-111.0,-113.0,0.5152654539640478,0.8869395711500974,MIN
