player_name,position,team,week,stat_type,line,pred_mean,pred_std,prob_over_raw,actual_value,went_over,prob_over_calibrated
James Conner,RB,ARI,2,rushing_yards,59.5,39.0,13.649999999999999,0.10884785368430305,34,0,0.10884785368430305
James Conner,RB,ARI,2,rushing_yards,69.5,39.0,13.649999999999999,0.0419586983246627,34,0,0.0419586983246627
James Conner,RB,ARI,2,rushing_yards,79.5,39.0,13.649999999999999,0.015461100972823383,34,0,0.015461100972823383
James Conner,RB,ARI,2,rushing_yards,99.5,39.0,13.649999999999999,0.01,34,0,0.01
James Conner,RB,ARI,2,receptions,3.5,4.0,1.6,0.6076631698328916,1,0,0.6076631698328916
James Conner,RB,ARI,2,receptions,4.5,4.0,1.6,0.3923368301671084,1,0,0.3923368301671084
James Conner,RB,ARI,2,receptions,5.5,4.0,1.6,0.2120688043571053,1,0,0.2120688043571053
James Conner,RB,ARI,2,receptions,6.5,4.0,1.6,0.10087862273005654,1,0,0.10087862273005654
James Conner,RB,ARI,2,receptions,7.5,4.0,1.6,0.04468087027265022,1,0,0.04468087027265022
Noah Brown,WR,WAS,2,receiving_yards,49.5,27.0,10.0,0.04109127820046499,9,0,0.04109127820046499
Noah Brown,WR,WAS,2,receiving_yards,59.5,27.0,10.0,0.010456706231918078,9,0,0.010456706231918078
Noah Brown,WR,WAS,2,receiving_yards,69.5,27.0,10.0,0.01,9,0,0.01
Noah Brown,WR,WAS,2,receiving_yards,79.5,27.0,10.0,0.01,9,0,0.01
Noah Brown,WR,WAS,2,receptions,3.5,2.0,1.0,0.10909682119561293,1,0,0.10909682119561293
Noah Brown,WR,WAS,2,receptions,4.5,2.0,1.0,0.02931223075135625,1,0,0.02931223075135625
Noah Brown,WR,WAS,2,receptions,5.5,2.0,1.0,0.01,1,0,0.01
Austin Ekeler,RB,WAS,2,rushing_yards,49.5,26.0,10.0,0.035915845882761754,17,0,0.035915845882761754
Austin Ekeler,RB,WAS,2,rushing_yards,59.5,26.0,10.0,0.01,17,0,0.01
Austin Ekeler,RB,WAS,2,rushing_yards,69.5,26.0,10.0,0.01,17,0,0.01
Austin Ekeler,RB,WAS,2,receiving_yards,49.5,31.0,10.85,0.08416193879786382,7,0,0.08416193879786382
Austin Ekeler,RB,WAS,2,receiving_yards,59.5,31.0,10.85,0.024664432563287875,7,0,0.024664432563287875
Austin Ekeler,RB,WAS,2,receiving_yards,69.5,31.0,10.85,0.01,7,0,0.01
Austin Ekeler,RB,WAS,2,receiving_yards,79.5,31.0,10.85,0.01,7,0,0.01
Austin Ekeler,RB,WAS,2,receptions,3.5,3.0,1.2000000000000002,0.358165954911269,2,0,0.358165954911269
Austin Ekeler,RB,WAS,2,receptions,4.5,3.0,1.2000000000000002,0.14804719803168953,2,0,0.14804719803168953
Austin Ekeler,RB,WAS,2,receptions,5.5,3.0,1.2000000000000002,0.05133579311531622,2,0,0.05133579311531622
Austin Ekeler,RB,WAS,2,receptions,6.5,3.0,1.2000000000000002,0.0165719440947385,2,0,0.0165719440947385
Austin Ekeler,RB,WAS,2,receptions,7.5,3.0,1.2000000000000002,0.01,2,0,0.01
Dare Ogunbowale,RB,HOU,2,receiving_yards,49.5,17.0,10.0,0.010456706231918078,0,0,0.010456706231918078
Dare Ogunbowale,RB,HOU,2,receptions,3.5,2.0,1.0,0.10909682119561293,0,0,0.10909682119561293
Dare Ogunbowale,RB,HOU,2,receptions,4.5,2.0,1.0,0.02931223075135625,0,0,0.02931223075135625
Dare Ogunbowale,RB,HOU,2,receptions,5.5,2.0,1.0,0.01,0,0,0.01
