week,player,position,market,pick,line,model_prob,model_projection,market_prob,edge,actual_value,actual_outcome,predicted_outcome,bet_won,prediction_correct,profit
1,J.Hawes,TE,player_reception_yds,Under 84.5,84.5,0.92,45.0,0.5238095238095238,0.3961904761904762,29,UNDER,UNDER,True,True,0.909
1,M.Harrison,WR,player_reception_yds,Over 24.5,24.5,0.92,50.0,0.5238095238095238,0.3961904761904762,71,OVER,OVER,True,True,0.909
1,I.Davis,RB,player_rush_yds,Over 19.5,19.5,0.92,60.0,0.5238095238095238,0.3961904761904762,18,UNDER,OVER,False,False,-1.0
1,Mi.Wilson,WR,player_receptions,Over 2.5,2.5,0.92,4.5,0.5238095238095238,0.3961904761904762,1,UNDER,OVER,False,False,-1.0
1,Z.Flowers,WR,player_reception_yds,Under 84.5,84.5,0.92,50.0,0.5238095238095238,0.3961904761904762,143,OVER,UNDER,False,False,-1.0
1,Z.Flowers,WR,player_reception_yds,Over 24.5,24.5,0.92,50.0,0.5238095238095238,0.3961904761904762,143,OVER,OVER,True,True,0.909
1,E.Higgins,TE,player_receptions,Over 2.5,2.5,0.92,4.0,0.5238095238095238,0.3961904761904762,1,UNDER,OVER,False,False,-1.0
1,D.Achane,RB,player_receptions,Under 6.5,6.5,0.92,3.0,0.5238095238095238,0.3961904761904762,3,UNDER,UNDER,True,True,0.909
1,D.Achane,RB,player_receptions,Under 5.5,5.5,0.92,3.0,0.5238095238095238,0.3961904761904762,3,UNDER,UNDER,True,True,0.909
1,D.Achane,RB,player_receptions,Under 4.5,4.5,0.92,3.0,0.5238095238095238,0.3961904761904762,3,UNDER,UNDER,True,True,0.909
1,D.Achane,RB,player_reception_yds,Under 54.5,54.5,0.92,25.0,0.5238095238095238,0.3961904761904762,20,UNDER,UNDER,True,True,0.909
1,D.Achane,RB,player_reception_yds,Under 39.5,39.5,0.92,25.0,0.5238095238095238,0.3961904761904762,20,UNDER,UNDER,True,True,0.909
1,D.Achane,RB,player_rush_yds,Under 84.5,84.5,0.92,60.0,0.5238095238095238,0.3961904761904762,55,UNDER,UNDER,True,True,0.909
1,D.Achane,RB,player_rush_yds,Over 19.5,19.5,0.92,60.0,0.5238095238095238,0.3961904761904762,55,OVER,OVER,True,True,0.909
1,J.Downs,WR,player_receptions,Over 2.5,2.5,0.92,4.5,0.5238095238095238,0.3961904761904762,2,UNDER,OVER,False,False,-1.0
1,J.Downs,WR,player_reception_yds,Over 24.5,24.5,0.92,50.0,0.5238095238095238,0.3961904761904762,12,UNDER,OVER,False,False,-1.0
1,T.Kraft,TE,player_receptions,Under 5.5,5.5,0.92,4.0,0.5238095238095238,0.3961904761904762,2,UNDER,UNDER,True,True,0.909
1,T.Kraft,TE,player_receptions,Over 2.5,2.5,0.92,4.0,0.5238095238095238,0.3961904761904762,2,UNDER,OVER,False,False,-1.0
1,T.Kraft,TE,player_reception_yds,Over 24.5,24.5,0.92,45.0,0.5238095238095238,0.3961904761904762,16,UNDER,OVER,False,False,-1.0
1,C.Tillman,WR,player_receptions,Under 6.5,6.5,0.92,4.5,0.5238095238095238,0.3961904761904762,5,UNDER,UNDER,True,True,0.909
1,Z.Flowers,WR,player_reception_yds,Under 69.5,69.5,0.92,50.0,0.5238095238095238,0.3961904761904762,143,OVER,UNDER,False,False,-1.0
1,Z.Flowers,WR,player_receptions,Over 2.5,2.5,0.92,4.5,0.5238095238095238,0.3961904761904762,7,OVER,OVER,True,True,0.909
1,B.Allen,RB,player_rush_yds,Over 19.5,19.5,0.92,60.0,0.5238095238095238,0.3961904761904762,9,UNDER,OVER,False,False,-1.0
1,Z.Flowers,WR,player_receptions,Under 6.5,6.5,0.92,4.5,0.5238095238095238,0.3961904761904762,7,OVER,UNDER,False,False,-1.0
1,P.Nacua,WR,player_reception_yds,Over 24.5,24.5,0.92,50.0,0.5238095238095238,0.3961904761904762,130,OVER,OVER,True,True,0.909
1,D.Allen,TE,player_receptions,Over 2.5,2.5,0.92,4.0,0.5238095238095238,0.3961904761904762,1,UNDER,OVER,False,False,-1.0
1,D.Allen,TE,player_reception_yds,Over 24.5,24.5,0.92,45.0,0.5238095238095238,0.3961904761904762,13,UNDER,OVER,False,False,-1.0
1,M.Mayer,TE,player_receptions,Under 6.5,6.5,0.92,4.0,0.5238095238095238,0.3961904761904762,4,UNDER,UNDER,True,True,0.909
1,M.Mayer,TE,player_receptions,Under 5.5,5.5,0.92,4.0,0.5238095238095238,0.3961904761904762,4,UNDER,UNDER,True,True,0.909
1,M.Mayer,TE,player_receptions,Over 2.5,2.5,0.92,4.0,0.5238095238095238,0.3961904761904762,4,OVER,OVER,True,True,0.909
1,M.Mayer,TE,player_reception_yds,Under 84.5,84.5,0.92,45.0,0.5238095238095238,0.3961904761904762,38,UNDER,UNDER,True,True,0.909
1,M.Mayer,TE,player_reception_yds,Under 69.5,69.5,0.92,45.0,0.5238095238095238,0.3961904761904762,38,UNDER,UNDER,True,True,0.909
1,M.Mayer,TE,player_reception_yds,Over 24.5,24.5,0.92,45.0,0.5238095238095238,0.3961904761904762,38,OVER,OVER,True,True,0.909
1,S.LaPorta,TE,player_receptions,Under 6.5,6.5,0.92,4.0,0.5238095238095238,0.3961904761904762,6,UNDER,UNDER,True,True,0.909
1,S.LaPorta,TE,player_receptions,Under 5.5,5.5,0.92,4.0,0.5238095238095238,0.3961904761904762,6,OVER,UNDER,False,False,-1.0
1,S.LaPorta,TE,player_receptions,Over 2.5,2.5,0.92,4.0,0.5238095238095238,0.3961904761904762,6,OVER,OVER,True,True,0.909
1,S.LaPorta,TE,player_reception_yds,Under 84.5,84.5,0.92,45.0,0.5238095238095238,0.3961904761904762,79,UNDER,UNDER,True,True,0.909
1,S.LaPorta,TE,player_reception_yds,Under 69.5,69.5,0.92,45.0,0.5238095238095238,0.3961904761904762,79,OVER,UNDER,False,False,-1.0
1,S.LaPorta,TE,player_reception_yds,Over 24.5,24.5,0.92,45.0,0.5238095238095238,0.3961904761904762,79,OVER,OVER,True,True,0.909
1,C.Tillman,WR,player_receptions,Over 2.5,2.5,0.92,4.5,0.5238095238095238,0.3961904761904762,5,OVER,OVER,True,True,0.909
1,C.Tillman,WR,player_reception_yds,Under 84.5,84.5,0.92,50.0,0.5238095238095238,0.3961904761904762,52,UNDER,UNDER,True,True,0.909
1,C.Tillman,WR,player_reception_yds,Under 69.5,69.5,0.92,50.0,0.5238095238095238,0.3961904761904762,52,UNDER,UNDER,True,True,0.909
1,C.Tillman,WR,player_reception_yds,Over 24.5,24.5,0.92,50.0,0.5238095238095238,0.3961904761904762,52,OVER,OVER,True,True,0.909
1,X.Hutchinson,WR,player_reception_yds,Under 69.5,69.5,0.92,50.0,0.5238095238095238,0.3961904761904762,30,UNDER,UNDER,True,True,0.909
1,X.Hutchinson,WR,player_reception_yds,Over 24.5,24.5,0.92,50.0,0.5238095238095238,0.3961904761904762,30,OVER,OVER,True,True,0.909
1,K.Boutte,WR,player_receptions,Under 6.5,6.5,0.92,4.5,0.5238095238095238,0.3961904761904762,6,UNDER,UNDER,True,True,0.909
1,K.Boutte,WR,player_receptions,Over 2.5,2.5,0.92,4.5,0.5238095238095238,0.3961904761904762,6,OVER,OVER,True,True,0.909
1,K.Boutte,WR,player_reception_yds,Under 84.5,84.5,0.92,50.0,0.5238095238095238,0.3961904761904762,103,OVER,UNDER,False,False,-1.0
1,K.Boutte,WR,player_reception_yds,Under 69.5,69.5,0.92,50.0,0.5238095238095238,0.3961904761904762,103,OVER,UNDER,False,False,-1.0
1,K.Boutte,WR,player_reception_yds,Over 24.5,24.5,0.92,50.0,0.5238095238095238,0.3961904761904762,103,OVER,OVER,True,True,0.909
1,C.Brown,RB,player_receptions,Under 5.5,5.5,0.92,3.0,0.5238095238095238,0.3961904761904762,2,UNDER,UNDER,True,True,0.909
1,C.Brown,RB,player_receptions,Under 4.5,4.5,0.92,3.0,0.5238095238095238,0.3961904761904762,2,UNDER,UNDER,True,True,0.909
1,C.Brown,RB,player_rush_yds,Under 84.5,84.5,0.92,60.0,0.5238095238095238,0.3961904761904762,43,UNDER,UNDER,True,True,0.909
1,C.Brown,RB,player_rush_yds,Over 19.5,19.5,0.92,60.0,0.5238095238095238,0.3961904761904762,43,OVER,OVER,True,True,0.909
1,T.Tucker,WR,player_receptions,Over 2.5,2.5,0.92,4.5,0.5238095238095238,0.3961904761904762,2,UNDER,OVER,False,False,-1.0
1,T.Tucker,WR,player_reception_yds,Under 84.5,84.5,0.92,50.0,0.5238095238095238,0.3961904761904762,54,UNDER,UNDER,True,True,0.909
1,T.Tucker,WR,player_reception_yds,Under 69.5,69.5,0.92,50.0,0.5238095238095238,0.3961904761904762,54,UNDER,UNDER,True,True,0.909
1,T.Tucker,WR,player_reception_yds,Over 24.5,24.5,0.92,50.0,0.5238095238095238,0.3961904761904762,54,OVER,OVER,True,True,0.909
1,X.Hutchinson,WR,player_reception_yds,Under 84.5,84.5,0.92,50.0,0.5238095238095238,0.3961904761904762,30,UNDER,UNDER,True,True,0.909
1,X.Hutchinson,WR,player_receptions,Over 2.5,2.5,0.92,4.5,0.5238095238095238,0.3961904761904762,2,UNDER,OVER,False,False,-1.0
1,D.Douglas,WR,player_receptions,Over 2.5,2.5,0.92,4.5,0.5238095238095238,0.3961904761904762,2,UNDER,OVER,False,False,-1.0
1,B.Strange,TE,player_reception_yds,Under 84.5,84.5,0.92,45.0,0.5238095238095238,0.3961904761904762,59,UNDER,UNDER,True,True,0.909
1,M.Mims,WR,player_receptions,Under 6.5,6.5,0.92,4.5,0.5238095238095238,0.3961904761904762,3,UNDER,UNDER,True,True,0.909
1,M.Mims,WR,player_receptions,Over 2.5,2.5,0.92,4.5,0.5238095238095238,0.3961904761904762,3,OVER,OVER,True,True,0.909
1,M.Mims,WR,player_reception_yds,Over 24.5,24.5,0.92,50.0,0.5238095238095238,0.3961904761904762,12,UNDER,OVER,False,False,-1.0
1,B.Strange,TE,player_receptions,Under 6.5,6.5,0.92,4.0,0.5238095238095238,0.3961904761904762,4,UNDER,UNDER,True,True,0.909
1,B.Strange,TE,player_receptions,Under 5.5,5.5,0.92,4.0,0.5238095238095238,0.3961904761904762,4,UNDER,UNDER,True,True,0.909
1,B.Strange,TE,player_receptions,Over 2.5,2.5,0.92,4.0,0.5238095238095238,0.3961904761904762,4,OVER,OVER,True,True,0.909
1,B.Strange,TE,player_reception_yds,Under 69.5,69.5,0.92,45.0,0.5238095238095238,0.3961904761904762,59,UNDER,UNDER,True,True,0.909
1,D.Kincaid,TE,player_reception_yds,Over 24.5,24.5,0.92,45.0,0.5238095238095238,0.3961904761904762,48,OVER,OVER,True,True,0.909
1,B.Strange,TE,player_reception_yds,Over 24.5,24.5,0.92,45.0,0.5238095238095238,0.3961904761904762,59,OVER,OVER,True,True,0.909
1,D.Kincaid,TE,player_receptions,Under 6.5,6.5,0.92,4.0,0.5238095238095238,0.3961904761904762,4,UNDER,UNDER,True,True,0.909
1,D.Kincaid,TE,player_receptions,Under 5.5,5.5,0.92,4.0,0.5238095238095238,0.3961904761904762,4,UNDER,UNDER,True,True,0.909
1,D.Kincaid,TE,player_receptions,Over 2.5,2.5,0.92,4.0,0.5238095238095238,0.3961904761904762,4,OVER,OVER,True,True,0.909
1,D.Kincaid,TE,player_reception_yds,Under 84.5,84.5,0.92,45.0,0.5238095238095238,0.3961904761904762,48,UNDER,UNDER,True,True,0.909
1,D.Kincaid,TE,player_reception_yds,Under 69.5,69.5,0.92,45.0,0.5238095238095238,0.3961904761904762,48,UNDER,UNDER,True,True,0.909
1,P.Nacua,WR,player_reception_yds,Under 69.5,69.5,0.92,50.0,0.5238095238095238,0.3961904761904762,130,OVER,UNDER,False,False,-1.0
1,P.Nacua,WR,player_reception_yds,Under 84.5,84.5,0.92,50.0,0.5238095238095238,0.3961904761904762,130,OVER,UNDER,False,False,-1.0
1,P.Nacua,WR,player_receptions,Over 2.5,2.5,0.92,4.5,0.5238095238095238,0.3961904761904762,10,OVER,OVER,True,True,0.909
1,X.Legette,WR,player_receptions,Under 6.5,6.5,0.92,4.5,0.5238095238095238,0.3961904761904762,3,UNDER,UNDER,True,True,0.909
1,S.Rattler,QB,player_rush_yds,Under 84.5,84.5,0.92,15.0,0.5238095238095238,0.3961904761904762,29,UNDER,UNDER,True,True,0.909
1,S.Rattler,QB,player_rush_yds,Under 64.5,64.5,0.92,15.0,0.5238095238095238,0.3961904761904762,29,UNDER,UNDER,True,True,0.909
1,S.Rattler,QB,player_rush_yds,Under 44.5,44.5,0.92,15.0,0.5238095238095238,0.3961904761904762,29,UNDER,UNDER,True,True,0.909
1,B.Irving,RB,player_receptions,Under 6.5,6.5,0.92,3.0,0.5238095238095238,0.3961904761904762,4,UNDER,UNDER,True,True,0.909
1,B.Irving,RB,player_receptions,Under 5.5,5.5,0.92,3.0,0.5238095238095238,0.3961904761904762,4,UNDER,UNDER,True,True,0.909
1,B.Irving,RB,player_receptions,Under 4.5,4.5,0.92,3.0,0.5238095238095238,0.3961904761904762,4,UNDER,UNDER,True,True,0.909
1,B.Irving,RB,player_rush_yds,Under 84.5,84.5,0.92,60.0,0.5238095238095238,0.3961904761904762,37,UNDER,UNDER,True,True,0.909
1,B.Irving,RB,player_rush_yds,Over 19.5,19.5,0.92,60.0,0.5238095238095238,0.3961904761904762,37,OVER,OVER,True,True,0.909
1,C.Stover,TE,player_receptions,Under 6.5,6.5,0.92,4.0,0.5238095238095238,0.3961904761904762,4,UNDER,UNDER,True,True,0.909
1,C.Stover,TE,player_receptions,Under 5.5,5.5,0.92,4.0,0.5238095238095238,0.3961904761904762,4,UNDER,UNDER,True,True,0.909
1,C.Stover,TE,player_receptions,Over 2.5,2.5,0.92,4.0,0.5238095238095238,0.3961904761904762,4,OVER,OVER,True,True,0.909
1,C.Stover,TE,player_reception_yds,Over 24.5,24.5,0.92,45.0,0.5238095238095238,0.3961904761904762,22,UNDER,OVER,False,False,-1.0
1,J.Sanders,TE,player_receptions,Under 5.5,5.5,0.92,4.0,0.5238095238095238,0.3961904761904762,2,UNDER,UNDER,True,True,0.909
1,J.Sanders,TE,player_receptions,Over 2.5,2.5,0.92,4.0,0.5238095238095238,0.3961904761904762,2,UNDER,OVER,False,False,-1.0
1,J.Sanders,TE,player_reception_yds,Under 69.5,69.5,0.92,45.0,0.5238095238095238,0.3961904761904762,27,UNDER,UNDER,True,True,0.909
1,J.Thrash,WR,player_receptions,Over 2.5,2.5,0.92,4.5,0.5238095238095238,0.3961904761904762,1,UNDER,OVER,False,False,-1.0
1,T.Tracy,RB,player_rush_yds,Over 19.5,19.5,0.92,60.0,0.5238095238095238,0.3961904761904762,24,OVER,OVER,True,True,0.909
1,T.Tracy,RB,player_receptions,Under 4.5,4.5,0.92,3.0,0.5238095238095238,0.3961904761904762,2,UNDER,UNDER,True,True,0.909
1,B.Oliver,WR,player_receptions,Over 2.5,2.5,0.92,4.5,0.5238095238095238,0.3961904761904762,1,UNDER,OVER,False,False,-1.0
1,A.Barner,TE,player_receptions,Over 2.5,2.5,0.92,4.0,0.5238095238095238,0.3961904761904762,1,UNDER,OVER,False,False,-1.0
1,W.Shipley,RB,player_rush_yds,Over 19.5,19.5,0.92,60.0,0.5238095238095238,0.3961904761904762,26,OVER,OVER,True,True,0.909
1,B.Corum,RB,player_reception_yds,Under 39.5,39.5,0.92,25.0,0.5238095238095238,0.3961904761904762,14,UNDER,UNDER,True,True,0.909
1,T.Reiman,TE,player_receptions,Over 2.5,2.5,0.92,4.0,0.5238095238095238,0.3961904761904762,1,UNDER,OVER,False,False,-1.0
1,T.Reiman,TE,player_reception_yds,Over 24.5,24.5,0.92,45.0,0.5238095238095238,0.3961904761904762,10,UNDER,OVER,False,False,-1.0
1,B.Nix,QB,player_rush_yds,Under 44.5,44.5,0.92,15.0,0.5238095238095238,0.3961904761904762,18,UNDER,UNDER,True,True,0.909
1,D.Vele,WR,player_receptions,Over 2.5,2.5,0.92,4.5,0.5238095238095238,0.3961904761904762,1,UNDER,OVER,False,False,-1.0
1,T.Tracy,RB,player_receptions,Under 5.5,5.5,0.92,3.0,0.5238095238095238,0.3961904761904762,2,UNDER,UNDER,True,True,0.909
1,D.Vele,WR,player_reception_yds,Over 24.5,24.5,0.92,50.0,0.5238095238095238,0.3961904761904762,13,UNDER,OVER,False,False,-1.0
1,Cas.Washington,WR,player_receptions,Under 6.5,6.5,0.92,4.5,0.5238095238095238,0.3961904761904762,3,UNDER,UNDER,True,True,0.909
1,Cas.Washington,WR,player_receptions,Over 2.5,2.5,0.92,4.5,0.5238095238095238,0.3961904761904762,3,OVER,OVER,True,True,0.909
1,Cas.Washington,WR,player_reception_yds,Under 84.5,84.5,0.92,50.0,0.5238095238095238,0.3961904761904762,33,UNDER,UNDER,True,True,0.909
1,Cas.Washington,WR,player_reception_yds,Under 69.5,69.5,0.92,50.0,0.5238095238095238,0.3961904761904762,33,UNDER,UNDER,True,True,0.909
1,Cas.Washington,WR,player_reception_yds,Over 24.5,24.5,0.92,50.0,0.5238095238095238,0.3961904761904762,33,OVER,OVER,True,True,0.909
1,J.Sanders,TE,player_reception_yds,Over 24.5,24.5,0.92,45.0,0.5238095238095238,0.3961904761904762,27,OVER,OVER,True,True,0.909
1,X.Legette,WR,player_receptions,Over 2.5,2.5,0.92,4.5,0.5238095238095238,0.3961904761904762,3,OVER,OVER,True,True,0.909
1,P.Nacua,WR,player_receptions,Under 6.5,6.5,0.92,4.5,0.5238095238095238,0.3961904761904762,10,OVER,UNDER,False,False,-1.0
1,X.Legette,WR,player_reception_yds,Over 24.5,24.5,0.92,50.0,0.5238095238095238,0.3961904761904762,10,UNDER,OVER,False,False,-1.0
1,B.Young,QB,player_rush_yds,Under 44.5,44.5,0.92,15.0,0.5238095238095238,0.3961904761904762,40,UNDER,UNDER,True,True,0.909
1,J.Reed,WR,player_receptions,Under 6.5,6.5,0.92,4.5,0.5238095238095238,0.3961904761904762,3,UNDER,UNDER,True,True,0.909
1,J.Reed,WR,player_receptions,Over 2.5,2.5,0.92,4.5,0.5238095238095238,0.3961904761904762,3,OVER,OVER,True,True,0.909
1,J.Reed,WR,player_reception_yds,Under 84.5,84.5,0.92,50.0,0.5238095238095238,0.3961904761904762,45,UNDER,UNDER,True,True,0.909
1,J.Reed,WR,player_reception_yds,Under 69.5,69.5,0.92,50.0,0.5238095238095238,0.3961904761904762,45,UNDER,UNDER,True,True,0.909
1,J.Reed,WR,player_reception_yds,Over 24.5,24.5,0.92,50.0,0.5238095238095238,0.3961904761904762,45,OVER,OVER,True,True,0.909
1,L.Musgrave,TE,player_receptions,Over 2.5,2.5,0.92,4.0,0.5238095238095238,0.3961904761904762,1,UNDER,OVER,False,False,-1.0
1,J.Gibbs,RB,player_receptions,Under 6.5,6.5,0.92,3.0,0.5238095238095238,0.3961904761904762,10,OVER,UNDER,False,False,-1.0
1,J.Gibbs,RB,player_receptions,Under 5.5,5.5,0.92,3.0,0.5238095238095238,0.3961904761904762,10,OVER,UNDER,False,False,-1.0
1,J.Gibbs,RB,player_receptions,Under 4.5,4.5,0.92,3.0,0.5238095238095238,0.3961904761904762,10,OVER,UNDER,False,False,-1.0
1,J.Gibbs,RB,player_reception_yds,Under 84.5,84.5,0.92,25.0,0.5238095238095238,0.3961904761904762,31,UNDER,UNDER,True,True,0.909
1,J.Gibbs,RB,player_reception_yds,Under 69.5,69.5,0.92,25.0,0.5238095238095238,0.3961904761904762,31,UNDER,UNDER,True,True,0.909
1,J.Gibbs,RB,player_reception_yds,Under 54.5,54.5,0.92,25.0,0.5238095238095238,0.3961904761904762,31,UNDER,UNDER,True,True,0.909
1,J.Gibbs,RB,player_reception_yds,Under 39.5,39.5,0.92,25.0,0.5238095238095238,0.3961904761904762,31,UNDER,UNDER,True,True,0.909
1,J.Gibbs,RB,player_rush_yds,Over 19.5,19.5,0.92,60.0,0.5238095238095238,0.3961904761904762,19,UNDER,OVER,False,False,-1.0
1,B.Young,QB,player_rush_yds,Under 64.5,64.5,0.92,15.0,0.5238095238095238,0.3961904761904762,40,UNDER,UNDER,True,True,0.909
1,B.Young,QB,player_rush_yds,Under 84.5,84.5,0.92,15.0,0.5238095238095238,0.3961904761904762,40,UNDER,UNDER,True,True,0.909
1,C.Stroud,QB,player_rush_yds,Under 44.5,44.5,0.92,15.0,0.5238095238095238,0.3961904761904762,32,UNDER,UNDER,True,True,0.909
1,M.Nabers,WR,player_receptions,Under 6.5,6.5,0.92,4.5,0.5238095238095238,0.3961904761904762,5,UNDER,UNDER,True,True,0.909
1,B.Bowers,TE,player_receptions,Under 6.5,6.5,0.92,4.0,0.5238095238095238,0.3961904761904762,5,UNDER,UNDER,True,True,0.909
1,B.Bowers,TE,player_receptions,Under 5.5,5.5,0.92,4.0,0.5238095238095238,0.3961904761904762,5,UNDER,UNDER,True,True,0.909
1,B.Bowers,TE,player_receptions,Over 2.5,2.5,0.92,4.0,0.5238095238095238,0.3961904761904762,5,OVER,OVER,True,True,0.909
1,B.Bowers,TE,player_reception_yds,Under 84.5,84.5,0.92,45.0,0.5238095238095238,0.3961904761904762,103,OVER,UNDER,False,False,-1.0
1,B.Bowers,TE,player_reception_yds,Under 69.5,69.5,0.92,45.0,0.5238095238095238,0.3961904761904762,103,OVER,UNDER,False,False,-1.0
1,B.Bowers,TE,player_reception_yds,Over 24.5,24.5,0.92,45.0,0.5238095238095238,0.3961904761904762,103,OVER,OVER,True,True,0.909
1,M.Nabers,WR,player_receptions,Over 2.5,2.5,0.92,4.5,0.5238095238095238,0.3961904761904762,5,OVER,OVER,True,True,0.909
1,C.Stroud,QB,player_rush_yds,Under 64.5,64.5,0.92,15.0,0.5238095238095238,0.3961904761904762,32,UNDER,UNDER,True,True,0.909
1,M.Nabers,WR,player_reception_yds,Under 84.5,84.5,0.92,50.0,0.5238095238095238,0.3961904761904762,71,UNDER,UNDER,True,True,0.909
1,M.Nabers,WR,player_reception_yds,Under 69.5,69.5,0.92,50.0,0.5238095238095238,0.3961904761904762,71,OVER,UNDER,False,False,-1.0
1,M.Nabers,WR,player_reception_yds,Over 24.5,24.5,0.92,50.0,0.5238095238095238,0.3961904761904762,71,OVER,OVER,True,True,0.909
1,Z.Charbonnet,RB,player_rush_yds,Under 84.5,84.5,0.92,60.0,0.5238095238095238,0.3961904761904762,47,UNDER,UNDER,True,True,0.909
1,Z.Charbonnet,RB,player_rush_yds,Over 19.5,19.5,0.92,60.0,0.5238095238095238,0.3961904761904762,47,OVER,OVER,True,True,0.909
1,C.Stroud,QB,player_rush_yds,Under 84.5,84.5,0.92,15.0,0.5238095238095238,0.3961904761904762,32,UNDER,UNDER,True,True,0.909
1,J.Taylor,RB,player_receptions,Under 5.5,5.5,0.92,3.0,0.5238095238095238,0.3961904761904762,3,UNDER,UNDER,True,True,0.909
1,I.Bond,WR,player_receptions,Over 2.5,2.5,0.92,4.5,0.5238095238095238,0.3961904761904762,1,UNDER,OVER,False,False,-1.0
1,A.Jones,RB,player_reception_yds,Under 54.5,54.5,0.92,25.0,0.5238095238095238,0.3961904761904762,44,UNDER,UNDER,True,True,0.909
1,J.Meyers,WR,player_receptions,Over 2.5,2.5,0.92,4.5,0.5238095238095238,0.3961904761904762,8,OVER,OVER,True,True,0.909
1,J.Allen,QB,player_rush_yds,Under 64.5,64.5,0.92,15.0,0.5238095238095238,0.3961904761904762,30,UNDER,UNDER,True,True,0.909
1,J.Allen,QB,player_rush_yds,Under 84.5,84.5,0.92,15.0,0.5238095238095238,0.3961904761904762,30,UNDER,UNDER,True,True,0.909
1,M.Evans,WR,player_receptions,Over 2.5,2.5,0.92,4.5,0.5238095238095238,0.3961904761904762,5,OVER,OVER,True,True,0.909
1,M.Evans,WR,player_reception_yds,Under 84.5,84.5,0.92,50.0,0.5238095238095238,0.3961904761904762,51,UNDER,UNDER,True,True,0.909
1,M.Evans,WR,player_reception_yds,Under 69.5,69.5,0.92,50.0,0.5238095238095238,0.3961904761904762,51,UNDER,UNDER,True,True,0.909
1,J.Smith-Schuster,WR,player_receptions,Under 6.5,6.5,0.92,4.5,0.5238095238095238,0.3961904761904762,5,UNDER,UNDER,True,True,0.909
1,J.Meyers,WR,player_reception_yds,Over 24.5,24.5,0.92,50.0,0.5238095238095238,0.3961904761904762,97,OVER,OVER,True,True,0.909
1,J.Meyers,WR,player_reception_yds,Under 69.5,69.5,0.92,50.0,0.5238095238095238,0.3961904761904762,97,OVER,UNDER,False,False,-1.0
1,J.Meyers,WR,player_reception_yds,Under 84.5,84.5,0.92,50.0,0.5238095238095238,0.3961904761904762,97,OVER,UNDER,False,False,-1.0
1,M.Evans,WR,player_reception_yds,Over 24.5,24.5,0.92,50.0,0.5238095238095238,0.3961904761904762,51,OVER,OVER,True,True,0.909
1,D.Adams,WR,player_receptions,Under 6.5,6.5,0.92,4.5,0.5238095238095238,0.3961904761904762,4,UNDER,UNDER,True,True,0.909
1,C.Ridley,WR,player_receptions,Over 2.5,2.5,0.92,4.5,0.5238095238095238,0.3961904761904762,4,OVER,OVER,True,True,0.909
1,J.Smith-Schuster,WR,player_receptions,Over 2.5,2.5,0.92,4.5,0.5238095238095238,0.3961904761904762,5,OVER,OVER,True,True,0.909
1,J.Meyers,WR,player_receptions,Under 6.5,6.5,0.92,4.5,0.5238095238095238,0.3961904761904762,8,OVER,UNDER,False,False,-1.0
1,H.Renfrow,WR,player_reception_yds,Over 24.5,24.5,0.92,50.0,0.5238095238095238,0.3961904761904762,11,UNDER,OVER,False,False,-1.0
1,H.Renfrow,WR,player_receptions,Over 2.5,2.5,0.92,4.5,0.5238095238095238,0.3961904761904762,2,UNDER,OVER,False,False,-1.0
1,J.Smith-Schuster,WR,player_reception_yds,Under 84.5,84.5,0.92,50.0,0.5238095238095238,0.3961904761904762,55,UNDER,UNDER,True,True,0.909
1,O.Zaccheaus,WR,player_reception_yds,Over 24.5,24.5,0.92,50.0,0.5238095238095238,0.3961904761904762,42,OVER,OVER,True,True,0.909
1,C.McCaffrey,RB,player_rush_yds,Under 84.5,84.5,0.92,60.0,0.5238095238095238,0.3961904761904762,69,UNDER,UNDER,True,True,0.909
1,D.Adams,WR,player_receptions,Over 2.5,2.5,0.92,4.5,0.5238095238095238,0.3961904761904762,4,OVER,OVER,True,True,0.909
1,D.Adams,WR,player_reception_yds,Under 84.5,84.5,0.92,50.0,0.5238095238095238,0.3961904761904762,51,UNDER,UNDER,True,True,0.909
1,J.Smith-Schuster,WR,player_reception_yds,Under 69.5,69.5,0.92,50.0,0.5238095238095238,0.3961904761904762,55,UNDER,UNDER,True,True,0.909
1,J.Allen,QB,player_rush_yds,Under 44.5,44.5,0.92,15.0,0.5238095238095238,0.3961904761904762,30,UNDER,UNDER,True,True,0.909
1,J.Smith,TE,player_reception_yds,Over 24.5,24.5,0.92,45.0,0.5238095238095238,0.3961904761904762,15,UNDER,OVER,False,False,-1.0
1,M.Evans,WR,player_receptions,Under 6.5,6.5,0.92,4.5,0.5238095238095238,0.3961904761904762,5,UNDER,UNDER,True,True,0.909
1,B.Mayfield,QB,player_rush_yds,Under 84.5,84.5,0.92,15.0,0.5238095238095238,0.3961904761904762,39,UNDER,UNDER,True,True,0.909
1,S.Barkley,RB,player_rush_yds,Over 19.5,19.5,0.92,60.0,0.5238095238095238,0.3961904761904762,60,OVER,OVER,True,True,0.909
1,A.Jones,RB,player_reception_yds,Under 69.5,69.5,0.92,25.0,0.5238095238095238,0.3961904761904762,44,UNDER,UNDER,True,True,0.909
1,S.Barkley,RB,player_rush_yds,Under 84.5,84.5,0.92,60.0,0.5238095238095238,0.3961904761904762,60,UNDER,UNDER,True,True,0.909
1,S.Barkley,RB,player_reception_yds,Under 39.5,39.5,0.92,25.0,0.5238095238095238,0.3961904761904762,24,UNDER,UNDER,True,True,0.909
