player,stat_type,line,over_odds,under_odds,actual_value,went_over,pred_mean_raw,pred_mean,defense_multiplier,home_away_multiplier,game_script_multiplier,target_share_multiplier,target_share,catch_rate_multiplier,catch_rate,cpoe_multiplier,cpoe,yac_multiplier,yac_pct,is_home,opponent_team,pred_std,prob_over_raw,week,position,prob_over_calibrated,market_prob_over,market_prob_under,edge_over,edge_under
Chase Brown,receiving_yards,21.5,-108.0,-116.0,75,1,15.896307803033793,20.351021224384695,1.050630602854402,1.3009523809523809,1.0433333333333332,0.9,0.1198339416173086,0.95,0.8064516129032258,1.0,,1.05,1.0555555555555556,True,CHI,13.2638068226498,0.4654847514981819,9,RB,0.5100548446069469,0.5192307692307693,0.5370370370370371,-0.0091759246238223,-0.047091881643984
Chase Brown,receiving_yards,22.5,-114.0,-110.0,75,1,15.896307803033793,20.351021224384695,1.050630602854402,1.3009523809523809,1.0433333333333332,0.9,0.1198339416173086,0.95,0.8064516129032258,1.0,,1.05,1.0555555555555556,True,CHI,13.2638068226498,0.4356457409878151,9,RB,0.5100548446069469,0.5327102803738317,0.5238095238095238,-0.0226554357668847,-0.0338643684164707
Chase Brown,receiving_yards,24.5,-109.0,-115.0,75,1,15.896307803033793,20.351021224384695,1.050630602854402,1.3009523809523809,1.0433333333333332,0.9,0.1198339416173086,0.95,0.8064516129032258,1.0,,1.05,1.0555555555555556,True,CHI,13.2638068226498,0.3772145891624143,9,RB,0.4385964912280701,0.5215311004784688,0.5348837209302325,-0.0829346092503987,0.0265197878416972
Chase Brown,receptions,2.5,-106.0,-120.0,8,1,3.0603598404364343,3.4094610610350635,1.0071690180169823,1.2400000000000002,1.0433333333333332,0.9,0.1198339416173086,0.95,0.8064516129032258,1.0,,1.0,,True,CHI,1.7268882005337975,0.7007807412875572,9,RB,0.4862385321100917,0.5145631067961165,0.5454545454545454,-0.0283245746860247,-0.0316930775646371
Chase Brown,rushing_yards,46.5,-110.0,-115.0,37,0,62.00031170972888,91.92371897821836,1.0834617785012863,1.33,1.028888888888889,1.0,,1.0,,1.0,,1.0,,True,CHI,31.20639815349227,0.9272469936063528,9,RB,0.6281740980819058,0.5238095238095238,0.5348837209302325,0.104364574272382,-0.1630578190121383
Chase Brown,rushing_yards,50.5,-115.0,-109.0,37,0,62.00031170972888,91.92371897821836,1.0834617785012863,1.33,1.028888888888889,1.0,,1.0,,1.0,,1.0,,True,CHI,31.20639815349227,0.9078136333693296,9,RB,0.6223440900107989,0.5348837209302325,0.5215311004784688,0.0874603690805664,-0.1438751904892677
Chase Brown,rushing_yards,52.5,-111.0,-113.0,37,0,62.00031170972888,91.92371897821836,1.0834617785012863,1.33,1.028888888888889,1.0,,1.0,,1.0,,1.0,,True,CHI,31.20639815349227,0.8967631989337519,9,RB,0.6190289596801255,0.5260663507109005,0.5305164319248826,0.092962608969225,-0.1495453916050081
Chase Brown,rushing_yards,58.5,-111.0,-113.0,37,0,62.00031170972888,91.92371897821836,1.0834617785012863,1.33,1.028888888888889,1.0,,1.0,,1.0,,1.0,,True,CHI,31.20639815349227,0.8579272911428958,9,RB,0.6073781873428687,0.5260663507109005,0.5305164319248826,0.0813118366319682,-0.1378946192677513
Chase Brown,rushing_yards,59.5,-115.0,-109.0,37,0,62.00031170972888,91.92371897821836,1.0834617785012863,1.33,1.028888888888889,1.0,,1.0,,1.0,,1.0,,True,CHI,31.20639815349227,0.8505996534611,9,RB,0.60517989603833,0.5348837209302325,0.5215311004784688,0.0702961751080974,-0.1267109965167988
Chase Brown,rushing_yards,66.5,-112.0,-112.0,37,0,62.00031170972888,91.92371897821836,1.0834617785012863,1.33,1.028888888888889,1.0,,1.0,,1.0,,1.0,,True,CHI,31.20639815349227,0.7923767477474739,9,RB,0.5877130243242422,0.5283018867924528,0.5283018867924528,0.0594111375317893,-0.116014911116695
Chase Brown,rushing_yards,68.5,-112.0,-112.0,37,0,62.00031170972888,91.92371897821836,1.0834617785012863,1.33,1.028888888888889,1.0,,1.0,,1.0,,1.0,,True,CHI,31.20639815349227,0.7735551849975633,9,RB,0.582066555499269,0.5283018867924528,0.5283018867924528,0.0537646687068161,-0.1103684422917218
Chase Brown,rushing_yards,69.5,-113.0,-111.0,37,0,62.00031170972888,91.92371897821836,1.0834617785012863,1.33,1.028888888888889,1.0,,1.0,,1.0,,1.0,,True,CHI,31.20639815349227,0.7637944557011351,9,RB,0.5791383367103405,0.5305164319248826,0.5260663507109005,0.0486219047854579,-0.105204687421241
Chigoziem Okonkwo,receiving_yards,22.5,-111.0,-113.0,10,0,34.842657445990724,30.90618239870771,0.915334873996424,1.0,0.9966666666666666,0.9747455137052736,0.146211827055791,0.95,0.7297297297297297,1.0,,1.05,0.6457564575645757,True,LAC,23.92510635892167,0.6373386151585765,9,TE,0.5100548446069469,0.5260663507109005,0.5305164319248826,-0.0160115061039535,-0.0405712765318295
Chigoziem Okonkwo,receiving_yards,25.5,-115.0,-109.0,10,0,34.842657445990724,30.90618239870771,0.915334873996424,1.0,0.9966666666666666,0.9747455137052736,0.146211827055791,0.95,0.7297297297297297,1.0,,1.05,0.6457564575645757,True,LAC,23.92510635892167,0.5893847969200817,9,TE,0.5100548446069469,0.5348837209302325,0.5215311004784688,-0.0248288763232855,-0.0315859450854157
Chigoziem Okonkwo,receiving_yards,27.5,-114.0,-110.0,10,0,34.842657445990724,30.90618239870771,0.915334873996424,1.0,0.9966666666666666,0.9747455137052736,0.146211827055791,0.95,0.7297297297297297,1.0,,1.05,0.6457564575645757,True,LAC,23.92510635892167,0.5566055436231268,9,TE,0.5100548446069469,0.5327102803738317,0.5238095238095238,-0.0226554357668847,-0.0338643684164707
Chigoziem Okonkwo,receiving_yards,30.5,-111.0,-113.0,10,0,34.842657445990724,30.90618239870771,0.915334873996424,1.0,0.9966666666666666,0.9747455137052736,0.146211827055791,0.95,0.7297297297297297,1.0,,1.05,0.6457564575645757,True,LAC,23.92510635892167,0.5067726155987915,9,TE,0.5100548446069469,0.5260663507109005,0.5305164319248826,-0.0160115061039535,-0.0405712765318295
Chigoziem Okonkwo,receiving_yards,32.5,-113.0,-111.0,10,0,34.842657445990724,30.90618239870771,0.915334873996424,1.0,0.9966666666666666,0.9747455137052736,0.146211827055791,0.95,0.7297297297297297,1.0,,1.05,0.6457564575645757,True,LAC,23.92510635892167,0.4734433259983743,9,TE,0.5100548446069469,0.5305164319248826,0.5260663507109005,-0.0204615873179356,-0.0361211953178474
Chigoziem Okonkwo,receptions,3.5,105.0,-134.0,2,0,3.2267797770355258,2.7709006059212915,0.9304367106278844,1.0,0.9966666666666666,0.9747455137052736,0.146211827055791,0.95,0.7297297297297297,1.0,,1.0,,True,LAC,1.995530720671285,0.3574190495440383,9,TE,0.3291139240506329,0.4878048780487805,0.5726495726495726,-0.1586909539981476,0.0982365032997945
Chimere Dike,receiving_yards,16.5,-108.0,-116.0,5,0,46.841079269858014,38.2186601959225,0.915334873996424,0.9220338983050848,0.9966666666666666,0.9,0.1104405033591466,1.05,0.6666666666666666,1.0,,1.0264550264550265,0.5132275132275133,True,LAC,36.726547424367105,0.7228608300930417,9,WR,0.520618556701031,0.5192307692307693,0.5370370370370371,0.0013877874702616,-0.057655593738068
Chimere Dike,receiving_yards,24.5,-113.0,-111.0,5,0,46.841079269858014,38.2186601959225,0.915334873996424,0.9220338983050848,0.9966666666666666,0.9,0.1104405033591466,1.05,0.6666666666666666,1.0,,1.0264550264550265,0.5132275132275133,True,LAC,36.726547424367105,0.6456249437388045,9,WR,0.5100548446069469,0.5305164319248826,0.5260663507109005,-0.0204615873179356,-0.0361211953178474
Chimere Dike,receiving_yards,29.5,-109.0,-115.0,5,0,46.841079269858014,38.2186601959225,0.915334873996424,0.9220338983050848,0.9966666666666666,0.9,0.1104405033591466,1.05,0.6666666666666666,1.0,,1.0264550264550265,0.5132275132275133,True,LAC,36.726547424367105,0.5938244089447802,9,WR,0.5100548446069469,0.5215311004784688,0.5348837209302325,-0.0114762558715219,-0.0449385655371794
Chimere Dike,receiving_yards,38.5,-109.0,-115.0,5,0,46.841079269858014,38.2186601959225,0.915334873996424,0.9220338983050848,0.9966666666666666,0.9,0.1104405033591466,1.05,0.6666666666666666,1.0,,1.0264550264550265,0.5132275132275133,True,LAC,36.726547424367105,0.4969439750489556,9,WR,0.5100548446069469,0.5215311004784688,0.5348837209302325,-0.0114762558715219,-0.0449385655371794
Chimere Dike,receptions,1.5,-185.0,144.0,1,0,3.7975951617120214,3.509478198542,0.9304367106278844,1.0545454545454545,0.9966666666666666,0.9,0.1104405033591466,1.05,0.6666666666666666,1.0,,1.0,,True,LAC,2.2677868380553634,0.8122172615131713,9,WR,0.530612244897959,0.6491228070175439,0.4098360655737705,-0.1185105621195848,0.0595516895282705
Chimere Dike,receptions,3.5,107.0,-136.0,1,0,3.7975951617120214,3.509478198542,0.9304367106278844,1.0545454545454545,0.9966666666666666,0.9,0.1104405033591466,1.05,0.6666666666666666,1.0,,1.0,,True,LAC,2.2677868380553634,0.5016673714956044,9,WR,0.4,0.4830917874396135,0.576271186440678,-0.0830917874396134,0.0237288135593219
Chris Godwin,receiving_yards,52.5,-113.0,-111.0,26,0,26.0,27.886325730335333,1.0297972408458325,1.0,0.9966666666666666,1.1,0.2564102564102564,1.0,0.3,1.0,,0.95,0.1538461538461538,False,SEA,15.337479151684434,0.0542682834157763,5,WR,0.1713861791551572,0.5305164319248826,0.5260663507109005,-0.3591302527697254,0.3025474701339423
Chris Godwin,receptions,4.5,-152.0,119.0,3,0,3.0,3.528651296664312,1.0728644866720316,1.0,0.9966666666666666,1.1,0.2564102564102564,1.0,0.3,1.0,,1.0,,False,SEA,1.9407582131653716,0.3083616699603985,5,WR,0.3033707865168539,0.6031746031746031,0.45662100456621,-0.2998038166577492,0.2400082089169359
Chris Moore,receiving_yards,17.5,-111.0,-113.0,0,0,34.42109421972145,35.4084604728417,0.9811053133606872,1.1338983050847458,1.03,0.9,0.1139492977525574,1.05,0.4705882352941176,1.0,,0.95,0.2195121951219512,True,DET,24.06380407721661,0.7716244866057986,10,WR,0.5814873459817396,0.5260663507109005,0.5305164319248826,0.0554209952708391,-0.1120037779066221
Chris Moore,receiving_yards,20.5,-115.0,-109.0,0,0,34.42109421972145,35.4084604728417,0.9811053133606872,1.1338983050847458,1.03,0.9,0.1139492977525574,1.05,0.4705882352941176,1.0,,0.95,0.2195121951219512,True,DET,24.06380407721661,0.7322192675311319,10,WR,0.520618556701031,0.5348837209302325,0.5215311004784688,-0.0142651642292015,-0.0421496571794998
Chris Moore,receiving_yards,23.5,-109.0,-116.0,0,0,34.42109421972145,35.4084604728417,0.9811053133606872,1.1338983050847458,1.03,0.9,0.1139492977525574,1.05,0.4705882352941176,1.0,,0.95,0.2195121951219512,True,DET,24.06380407721661,0.6896541401138252,10,WR,0.520618556701031,0.5215311004784688,0.5370370370370371,-0.0009125437774378,-0.057655593738068
Chris Moore,receiving_yards,25.5,-112.0,-112.0,0,0,34.42109421972145,35.4084604728417,0.9811053133606872,1.1338983050847458,1.03,0.9,0.1139492977525574,1.05,0.4705882352941176,1.0,,0.95,0.2195121951219512,True,DET,24.06380407721661,0.6597415444603062,10,WR,0.5118631305080646,0.5283018867924528,0.5283018867924528,-0.0164387562843881,-0.0401650173005174
Chris Moore,receptions,1.5,-136.0,106.0,0,0,1.6057752446288824,2.281188546375952,0.9730073743163564,1.5,1.03,0.9,0.1139492977525574,1.05,0.4705882352941176,1.0,,1.0,,True,DET,1.2110601416389968,0.7405510566611326,10,WR,0.4862385321100917,0.576271186440678,0.4854368932038835,-0.0900326543305862,0.0283245746860247
Chris Moore,receptions,2.5,135.0,-173.0,0,0,1.6057752446288824,2.281188546375952,0.9730073743163564,1.5,1.03,0.9,0.1139492977525574,1.05,0.4705882352941176,1.0,,1.0,,True,DET,1.2110601416389968,0.4283103165414094,10,WR,0.3291139240506329,0.425531914893617,0.6336996336996337,-0.0964179908429841,0.0371864422497334
Chris Olave,receiving_yards,52.5,-112.0,-112.0,104,1,66.98534180899097,70.03581771557943,0.986410553221009,1.0097560975609756,0.9566666666666666,1.1,0.2849534938885612,1.05,0.632183908045977,1.0,,0.95,0.225,False,CAR,23.83158501746043,0.7690806527254583,10,WR,0.5807241958176375,0.5283018867924528,0.5283018867924528,0.0524223090251846,-0.1090260826100902
Chris Olave,receiving_yards,55.5,-114.0,-110.0,104,1,66.98534180899097,70.03581771557943,0.986410553221009,1.0097560975609756,0.9566666666666666,1.1,0.2849534938885612,1.05,0.632183908045977,1.0,,0.95,0.225,False,CAR,23.83158501746043,0.7290489554238957,10,WR,0.520618556701031,0.5327102803738317,0.5238095238095238,-0.0120917236728007,-0.0444280805105548
Chris Olave,receiving_yards,56.5,-111.0,-113.0,104,1,66.98534180899097,70.03581771557943,0.986410553221009,1.0097560975609756,0.9566666666666666,1.1,0.2849534938885612,1.05,0.632183908045977,1.0,,0.95,0.225,False,CAR,23.83158501746043,0.7149750712658651,10,WR,0.520618556701031,0.5260663507109005,0.5305164319248826,-0.0054477940098695,-0.0511349886259135
Chris Olave,receiving_yards,57.5,-114.0,-110.0,104,1,66.98534180899097,70.03581771557943,0.986410553221009,1.0097560975609756,0.9566666666666666,1.1,0.2849534938885612,1.05,0.632183908045977,1.0,,0.95,0.225,False,CAR,23.83158501746043,0.7005617856717998,10,WR,0.520618556701031,0.5327102803738317,0.5238095238095238,-0.0120917236728007,-0.0444280805105548
Chris Olave,receiving_yards,59.5,-113.0,-111.0,104,1,66.98534180899097,70.03581771557943,0.986410553221009,1.0097560975609756,0.9566666666666666,1.1,0.2849534938885612,1.05,0.632183908045977,1.0,,0.95,0.225,False,CAR,23.83158501746043,0.6707896646120386,10,WR,0.5202059413297623,0.5305164319248826,0.5260663507109005,-0.0103104905951203,-0.0462722920406627
Chris Olave,receiving_yards,64.5,-113.0,-111.0,104,1,66.98534180899097,70.03581771557943,0.986410553221009,1.0097560975609756,0.9566666666666666,1.1,0.2849534938885612,1.05,0.632183908045977,1.0,,0.95,0.225,False,CAR,23.83158501746043,0.5918432656322825,10,WR,0.5100548446069469,0.5305164319248826,0.5260663507109005,-0.0204615873179356,-0.0361211953178474
Chris Olave,receiving_yards,116.5,-120.0,-110.0,104,0,66.98534180899097,70.03581771557943,0.986410553221009,1.0097560975609756,0.9566666666666666,1.1,0.2849534938885612,1.05,0.632183908045977,1.0,,0.95,0.225,False,CAR,23.83158501746043,0.0256065912809385,10,WR,0.1529149308440946,0.5454545454545454,0.5238095238095238,-0.3925396146104508,0.3232755453463816
Chris Olave,receptions,4.5,-116.0,-110.0,5,1,5.471207846671544,5.328607982416182,0.9730073743163564,0.9058823529411764,0.9566666666666666,1.1,0.2849534938885612,1.05,0.632183908045977,1.0,,1.0,,False,CAR,2.260776661041756,0.6430094941538971,10,WR,0.4862385321100917,0.5370370370370371,0.5238095238095238,-0.0507985049269453,-0.0100480559196155
Chris Olave,receptions,5.5,-112.0,-114.0,5,0,5.471207846671544,5.328607982416182,0.9730073743163564,0.9058823529411764,0.9566666666666666,1.1,0.2849534938885612,1.05,0.632183908045977,1.0,,1.0,,False,CAR,2.260776661041756,0.4697846833496222,10,WR,0.4,0.5283018867924528,0.5327102803738317,-0.1283018867924528,0.0672897196261682
Chris Olave,receptions,7.5,-180.0,140.0,5,0,5.471207846671544,5.328607982416182,0.9730073743163564,0.9058823529411764,0.9566666666666666,1.1,0.2849534938885612,1.05,0.632183908045977,1.0,,1.0,,False,CAR,2.260776661041756,0.1684111572565672,10,WR,0.3033707865168539,0.6428571428571429,0.4166666666666667,-0.3394863563402889,0.2799625468164793
Chris Rodriguez Jr.,rushing_yards,27.5,-114.0,-110.0,16,0,32.245861599421914,41.75083823252035,0.9066987273789756,1.4,1.02,1.0,,1.0,,1.0,,1.0,,True,DET,27.50030302863346,0.6978429310126001,10,RB,0.5087719298245613,0.5327102803738317,0.5238095238095238,-0.0239383505492704,-0.0325814536340851
Chris Rodriguez Jr.,rushing_yards,28.5,-110.0,-114.0,16,0,32.245861599421914,41.75083823252035,0.9066987273789756,1.4,1.02,1.0,,1.0,,1.0,,1.0,,True,DET,27.50030302863346,0.6850413853756221,10,RB,0.5087719298245613,0.5238095238095238,0.5327102803738317,-0.0150375939849625,-0.041482210198393
Chris Rodriguez Jr.,rushing_yards,32.5,-111.0,-113.0,16,0,32.245861599421914,41.75083823252035,0.9066987273789756,1.4,1.02,1.0,,1.0,,1.0,,1.0,,True,DET,27.50030302863346,0.6317117601584994,10,RB,0.5087719298245613,0.5260663507109005,0.5305164319248826,-0.0172944208863391,-0.0392883617494439
Chris Rodriguez Jr.,rushing_yards,42.5,-108.0,-116.0,16,0,32.245861599421914,41.75083823252035,0.9066987273789756,1.4,1.02,1.0,,1.0,,1.0,,1.0,,True,DET,27.50030302863346,0.4891333800572204,10,RB,0.4833333333333333,0.5192307692307693,0.5370370370370371,-0.0358974358974359,-0.0203703703703704
Christian Kirk,receiving_yards,16.5,-109.0,-116.0,3,0,31.509546629605246,26.258497563120635,1.0704949712811775,0.746816479400749,0.95,1.1,0.1748099570680215,1.05,0.5833333333333334,1.0,,0.95,0.3481481481481481,True,JAX,20.336748347101445,0.6843313783874851,10,WR,0.520618556701031,0.5215311004784688,0.5370370370370371,-0.0009125437774378,-0.057655593738068
Christian Kirk,receiving_yards,28.5,-110.0,-114.0,3,0,31.509546629605246,26.258497563120635,1.0704949712811775,0.746816479400749,0.95,1.1,0.1748099570680215,1.05,0.5833333333333334,1.0,,0.95,0.3481481481481481,True,JAX,20.336748347101445,0.4561177229096025,10,WR,0.5100548446069469,0.5238095238095238,0.5327102803738317,-0.0137546792025768,-0.0427651249807786
Christian Kirk,receiving_yards,30.5,-110.0,-114.0,3,0,31.509546629605246,26.258497563120635,1.0704949712811775,0.746816479400749,0.95,1.1,0.1748099570680215,1.05,0.5833333333333334,1.0,,0.95,0.3481481481481481,True,JAX,20.336748347101445,0.4173945220979115,10,WR,0.5028463904904376,0.5238095238095238,0.5327102803738317,-0.0209631333190862,-0.0355566708642692
Christian Kirk,receiving_yards,35.5,-114.0,-110.0,3,0,31.509546629605246,26.258497563120635,1.0704949712811775,0.746816479400749,0.95,1.1,0.1748099570680215,1.05,0.5833333333333334,1.0,,0.95,0.3481481481481481,True,JAX,20.336748347101445,0.3247619132151975,10,WR,0.3695441989912061,0.5327102803738317,0.5238095238095238,-0.1631660813826255,0.10664627719927
Christian Kirk,receiving_yards,38.5,-115.0,-109.0,3,0,31.509546629605246,26.258497563120635,1.0704949712811775,0.746816479400749,0.95,1.1,0.1748099570680215,1.05,0.5833333333333334,1.0,,0.95,0.3481481481481481,True,JAX,20.336748347101445,0.2736070362775923,10,WR,0.3175292118032509,0.5348837209302325,0.5215311004784688,-0.2173545091269816,0.1609396877182802
Christian Kirk,receiving_yards,40.5,-113.0,-111.0,3,0,31.509546629605246,26.258497563120635,1.0704949712811775,0.746816479400749,0.95,1.1,0.1748099570680215,1.05,0.5833333333333334,1.0,,0.95,0.3481481481481481,True,JAX,20.336748347101445,0.2418749355223514,10,WR,0.3125,0.5305164319248826,0.5260663507109005,-0.2180164319248826,0.1614336492890995
Christian Kirk,receptions,2.5,-134.0,105.0,1,0,3.795812288932355,4.013160189198748,1.064981030433426,0.9047619047619048,0.95,1.1,0.1748099570680215,1.05,0.5833333333333334,1.0,,1.0,,True,JAX,0.6019740283798122,0.99,10,WR,0.696,0.5726495726495726,0.4878048780487805,0.1233504273504273,-0.1838048780487804
Christian Kirk,receptions,3.5,-116.0,-110.0,1,0,3.795812288932355,4.013160189198748,1.064981030433426,0.9047619047619048,0.95,1.1,0.1748099570680215,1.05,0.5833333333333334,1.0,,1.0,,True,JAX,0.6019740283798122,0.803021233832068,10,WR,0.530612244897959,0.5370370370370371,0.5238095238095238,-0.006424792139078,-0.0544217687074828
Christian McCaffrey,receiving_yards,36.5,-115.0,-109.0,66,1,64.6646665448865,82.31194931921321,1.014535591932578,1.1101604278074866,1.03,1.1,0.2624255349600987,0.95,0.7625,1.0,,1.05,0.7939297124600639,True,LA,16.56133381638622,0.99,10,RB,0.696,0.5348837209302325,0.5215311004784688,0.1611162790697674,-0.2175311004784688
Christian McCaffrey,receiving_yards,40.5,-113.0,-111.0,66,1,64.6646665448865,82.31194931921321,1.014535591932578,1.1101604278074866,1.03,1.1,0.2624255349600987,0.95,0.7625,1.0,,1.05,0.7939297124600639,True,LA,16.56133381638622,0.99,10,RB,0.696,0.5305164319248826,0.5260663507109005,0.1654835680751173,-0.2220663507109004
Christian McCaffrey,receiving_yards,44.5,-114.0,-110.0,66,1,64.6646665448865,82.31194931921321,1.014535591932578,1.1101604278074866,1.03,1.1,0.2624255349600987,0.95,0.7625,1.0,,1.05,0.7939297124600639,True,LA,16.56133381638622,0.9887891262718546,10,RB,0.6955156505087419,0.5327102803738317,0.5238095238095238,0.1628053701349101,-0.2193251743182657
Christian McCaffrey,receiving_yards,45.5,-110.0,-114.0,66,1,64.6646665448865,82.31194931921321,1.014535591932578,1.1101604278074866,1.03,1.1,0.2624255349600987,0.95,0.7625,1.0,,1.05,0.7939297124600639,True,LA,16.56133381638622,0.9868841670203706,10,RB,0.6947536668081482,0.5238095238095238,0.5327102803738317,0.1709441429986243,-0.2274639471819799
Christian McCaffrey,receiving_yards,48.5,-114.0,-111.0,66,1,64.6646665448865,82.31194931921321,1.014535591932578,1.1101604278074866,1.03,1.1,0.2624255349600987,0.95,0.7625,1.0,,1.05,0.7939297124600639,True,LA,16.56133381638622,0.9794053770003378,10,RB,0.6917621508001351,0.5327102803738317,0.5260663507109005,0.1590518704263034,-0.2178285015110356
Christian McCaffrey,receiving_yards,52.5,-110.0,-114.0,66,1,64.6646665448865,82.31194931921321,1.014535591932578,1.1101604278074866,1.03,1.1,0.2624255349600987,0.95,0.7625,1.0,,1.05,0.7939297124600639,True,LA,16.56133381638622,0.9640770619389254,10,RB,0.6856308247755701,0.5238095238095238,0.5327102803738317,0.1618213009660463,-0.2183411051494018
Christian McCaffrey,receiving_yards,53.5,-112.0,-112.0,66,1,64.6646665448865,82.31194931921321,1.014535591932578,1.1101604278074866,1.03,1.1,0.2624255349600987,0.95,0.7625,1.0,,1.05,0.7939297124600639,True,LA,16.56133381638622,0.9590451895664344,10,RB,0.6836180758265737,0.5283018867924528,0.5283018867924528,0.1553161890341209,-0.2119199626190265
Christian McCaffrey,receptions,4.5,-132.0,103.0,8,1,5.70427070273576,7.000763911131591,1.046586299210012,1.0894736842105264,1.03,1.1,0.2624255349600987,0.95,0.7625,1.0,,1.0,,True,LA,2.1081851067789197,0.8822315896451602,10,RB,0.5853658536585366,0.5689655172413793,0.4926108374384236,0.0164003364171572,-0.0779766910969602
Christian McCaffrey,receptions,6.5,-102.0,-124.0,8,1,5.70427070273576,7.000763911131591,1.046586299210012,1.0894736842105264,1.03,1.1,0.2624255349600987,0.95,0.7625,1.0,,1.0,,True,LA,2.1081851067789197,0.5938784089055501,10,RB,0.4862385321100917,0.504950495049505,0.5535714285714286,-0.0187119629394131,-0.0398099606815203
Christian McCaffrey,rushing_yards,56.5,-112.0,-112.0,30,0,75.01429701373068,72.06049542496544,0.9177164785329408,1.0262295081967214,1.02,1.0,,1.0,,1.0,,1.0,,True,LA,31.799283709612777,0.6876976483563733,10,RB,0.5087719298245613,0.5283018867924528,0.5283018867924528,-0.0195299569678915,-0.0370738166170141
Christian McCaffrey,rushing_yards,60.5,-109.0,-115.0,30,0,75.01429701373068,72.06049542496544,0.9177164785329408,1.0262295081967214,1.02,1.0,,1.0,,1.0,,1.0,,True,LA,31.799283709612777,0.6419013896638877,10,RB,0.5087719298245613,0.5215311004784688,0.5348837209302325,-0.0127591706539075,-0.0436556507547938
Christian McCaffrey,rushing_yards,64.5,-114.0,-110.0,30,0,75.01429701373068,72.06049542496544,0.9177164785329408,1.0262295081967214,1.02,1.0,,1.0,,1.0,,1.0,,True,LA,31.799283709612777,0.5939651304924589,10,RB,0.502312671295254,0.5327102803738317,0.5238095238095238,-0.0303976090785776,-0.0261221951047778
Christian McCaffrey,rushing_yards,66.5,-110.0,-114.0,30,0,75.01429701373068,72.06049542496544,0.9177164785329408,1.0262295081967214,1.02,1.0,,1.0,,1.0,,1.0,,True,LA,31.799283709612777,0.569406077260059,10,RB,0.4888888888888889,0.5238095238095238,0.5327102803738317,-0.0349206349206349,-0.0215991692627206
Christian McCaffrey,rushing_yards,69.5,-114.0,-110.0,30,0,75.01429701373068,72.06049542496544,0.9177164785329408,1.0262295081967214,1.02,1.0,,1.0,,1.0,,1.0,,True,LA,31.799283709612777,0.5320883687548351,10,RB,0.4833333333333333,0.5327102803738317,0.5238095238095238,-0.0493769470404983,-0.0071428571428572
Christian McCaffrey,rushing_yards,77.5,-110.0,-114.0,30,0,75.01429701373068,72.06049542496544,0.9177164785329408,1.0262295081967214,1.02,1.0,,1.0,,1.0,,1.0,,True,LA,31.799283709612777,0.4320892939556678,10,RB,0.4594594594594595,0.5238095238095238,0.5327102803738317,-0.0643500643500643,0.0078302601667088
Christian McCaffrey,rushing_yards,79.5,-113.0,-111.0,30,0,75.01429701373068,72.06049542496544,0.9177164785329408,1.0262295081967214,1.02,1.0,,1.0,,1.0,,1.0,,True,LA,31.799283709612777,0.4075111391780308,10,RB,0.375,0.5305164319248826,0.5260663507109005,-0.1555164319248826,0.0989336492890995
Christian Watson,receiving_yards,19.5,-108.0,-116.0,45,1,69.27060442551752,58.200226932055536,0.9794095745925478,1.0,1.0033333333333332,0.9,0.1142857142857142,1.0,0.75,1.0,,0.95,0.0909090909090909,True,PHI,19.091883092036785,0.978671418021636,10,WR,0.6914685672086545,0.5192307692307693,0.5370370370370371,0.1722377979778852,-0.2285056042456915
Christian Watson,receiving_yards,36.5,-111.0,-113.0,45,1,69.27060442551752,58.200226932055536,0.9794095745925478,1.0,1.0033333333333332,0.9,0.1142857142857142,1.0,0.75,1.0,,0.95,0.0909090909090909,True,PHI,19.091883092036785,0.8721515302102714,10,WR,0.6116454590630814,0.5260663507109005,0.5305164319248826,0.0855791083521809,-0.142161890987964
Christian Watson,receiving_yards,42.5,-110.0,-114.0,45,1,69.27060442551752,58.200226932055536,0.9794095745925478,1.0,1.0033333333333332,0.9,0.1142857142857142,1.0,0.75,1.0,,0.95,0.0909090909090909,True,PHI,19.091883092036785,0.794561387667178,10,WR,0.5883684163001534,0.5238095238095238,0.5327102803738317,0.0645588924906295,-0.121078696673985
Christian Watson,receptions,1.5,-101.0,-127.0,2,1,2.834859587075371,2.4840534769476204,0.9703795555701544,1.0,1.0033333333333332,0.9,0.1142857142857142,1.0,0.75,1.0,,1.0,,True,PHI,1.4142135623730951,0.7567326280440105,10,WR,0.4961078772862429,0.5024875621890548,0.5594713656387665,-0.0063796849028118,-0.0555792429250094
Chuba Hubbard,receiving_yards,6.5,-108.0,-116.0,1,0,8.274198349883712,4.218709598969041,0.9526169020559456,0.6231884057971014,0.9566666666666666,0.9,0.0959857720092205,0.95,0.6818181818181818,1.0,,1.05,1.2372881355932204,True,NO,16.025277651557985,0.4433995068086452,10,RB,0.5100548446069469,0.5192307692307693,0.5370370370370371,-0.0091759246238223,-0.047091881643984
Chuba Hubbard,receiving_yards,9.5,-114.0,-110.0,1,0,8.274198349883712,4.218709598969041,0.9526169020559456,0.6231884057971014,0.9566666666666666,0.9,0.0959857720092205,0.95,0.6818181818181818,1.0,,1.05,1.2372881355932204,True,NO,16.025277651557985,0.370866227821407,10,RB,0.4385964912280701,0.5327102803738317,0.5238095238095238,-0.0941137891457615,0.0375939849624059
