season,week,game,bet_type,direction,market_line,edge_pts,confidence,won,push,actual_margin,actual_cover,home_rest,away_rest,is_divisional,actual_total
2025,15,LAC @ KC,total,OVER,41.5,12.086374428626863,0.5501584538788015,False,False,,,7,6,True,29.0
2025,15,WAS @ NYG,spread,HOME,2.5,3.856274454025094,0.6156882336207528,False,False,-8.0,-5.5,13,7,True,
2025,15,WAS @ NYG,total,OVER,46.5,6.516844323435119,0.5303033261039733,True,False,,,13,7,True,50.0
2025,15,LV @ PHI,spread,HOME,12.5,13.658783609725118,0.65,True,False,31.0,43.5,6,7,False,
2025,15,LV @ PHI,total,OVER,37.5,16.150052992114848,0.5605626987204306,False,False,,,6,7,False,31.0
2025,15,DET @ LA,spread,HOME,5.5,7.766023581307319,0.65,True,False,7.0,12.5,7,10,False,
2025,15,DET @ LA,total,UNDER,54.5,12.254537908598966,0.5667872316018644,False,False,,,7,10,False,75.0
2025,15,CAR @ NO,spread,AWAY,-2.5,2.911309753257731,0.5873392925977319,False,False,3.0,0.5,7,14,True,
2025,15,CAR @ NO,total,OVER,41.5,8.14011035471242,0.5337814579720566,False,False,,,7,14,True,37.0
2025,15,IND @ SEA,spread,HOME,13.5,14.544046436277789,0.65,True,False,2.0,15.5,7,7,False,
2025,15,TEN @ SF,spread,HOME,12.5,18.70653755560996,0.65,True,False,13.0,25.5,14,7,False,
2025,15,MIN @ DAL,spread,HOME,5.5,9.9844669021122,0.65,False,False,-8.0,-2.5,10,7,False,
2025,15,MIA @ PIT,spread,HOME,3.0,2.744917012499775,0.5823475103749932,True,False,13.0,16.0,8,8,False,
2025,16,PHI @ WAS,spread,AWAY,-7.0,2.3327170037936513,0.5699815101138095,True,False,-11.0,-18.0,6,6,True,
2025,16,PHI @ WAS,total,OVER,43.5,7.781458699220978,0.5338493453416112,True,False,,,6,6,True,47.0
2025,16,GB @ CHI,spread,HOME,1.5,2.1770397208306593,0.5653111916249198,True,False,6.0,7.5,6,6,True,
2025,16,BUF @ CLE,spread,AWAY,-10.5,15.138893410068937,0.65,True,False,-3.0,-13.5,7,7,False,
2025,16,BUF @ CLE,total,OVER,41.5,12.313100712665811,0.5510993679575631,True,False,,,7,7,False,43.0
2025,16,LAC @ DAL,spread,HOME,1.5,5.387643594722741,0.65,False,False,-17.0,-15.5,7,7,False,
2025,16,LAC @ DAL,total,UNDER,50.5,11.374665883487264,0.5574420627116107,False,False,,,7,7,False,51.0
2025,16,CIN @ MIA,spread,AWAY,-3.5,2.445025538600351,0.5733507661580105,True,False,-24.0,-27.5,6,7,False,
2025,16,NYJ @ NO,spread,HOME,6.5,7.351896855377996,0.65,True,False,23.0,29.5,7,7,False,
2025,16,NYJ @ NO,total,OVER,39.5,11.25320527454588,0.5444501608344562,False,False,,,7,7,False,35.0
2025,16,MIN @ NYG,total,OVER,41.5,9.471312125523907,0.5393059453209242,False,False,,,7,7,False,29.0
2025,16,KC @ TEN,total,OVER,37.5,22.646507317853697,0.5849244024419513,False,False,,,7,7,False,35.0
2025,16,JAX @ DEN,spread,HOME,3.5,5.5787705171426385,0.65,False,False,-14.0,-10.5,7,7,False,
2025,16,PIT @ DET,spread,HOME,7.5,14.250479151369522,0.65,True,False,-5.0,2.5,7,6,False,
2025,16,PIT @ DET,total,UNDER,52.5,9.71578551907761,0.5510078739751575,False,False,,,7,6,False,53.0
2025,16,LV @ HOU,spread,HOME,14.5,16.722876542994477,0.65,True,False,2.0,16.5,7,7,False,
2025,16,NE @ BAL,spread,HOME,3.5,3.7271134343044645,0.6118134030291339,False,False,-4.0,-0.5,7,7,False,
2025,16,NE @ BAL,total,UNDER,48.5,7.9255437239218836,0.5384388870610212,False,False,,,7,7,False,52.0
2025,16,SF @ IND,spread,AWAY,-4.5,5.035510885445345,0.65,True,False,-21.0,-25.5,8,8,False,
