season,week,gameday,game_id_nflverse,home_team,away_team,market,side,point,price,sportsbook,data_source,collected_at
2025,1,2025-09-07,2025_01_TB_ATL,ATL,TB,moneyline,away,,-135.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153073
2025,1,2025-09-07,2025_01_TB_ATL,ATL,TB,moneyline,home,,114.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153069
2025,1,2025-09-07,2025_01_TB_ATL,ATL,TB,spread,away,-1.5,-115.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153079
2025,1,2025-09-07,2025_01_TB_ATL,ATL,TB,spread,home,1.5,-105.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153076
2025,1,2025-09-07,2025_01_TB_ATL,ATL,TB,total,over,46.5,-118.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153082
2025,1,2025-09-07,2025_01_TB_ATL,ATL,TB,total,under,46.5,-102.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153084
2025,1,2025-09-07,2025_01_BAL_BUF,BUF,BAL,moneyline,away,,-125.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153367
2025,1,2025-09-07,2025_01_BAL_BUF,BUF,BAL,moneyline,home,,105.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153369
2025,1,2025-09-07,2025_01_BAL_BUF,BUF,BAL,spread,away,-1.5,-110.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153372
2025,1,2025-09-07,2025_01_BAL_BUF,BUF,BAL,spread,home,1.5,-110.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153374
2025,1,2025-09-07,2025_01_BAL_BUF,BUF,BAL,total,over,50.5,-112.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153377
2025,1,2025-09-07,2025_01_BAL_BUF,BUF,BAL,total,under,50.5,-108.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153379
2025,1,2025-09-08,2025_01_MIN_CHI,CHI,MIN,moneyline,away,,-122.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153389
2025,1,2025-09-08,2025_01_MIN_CHI,CHI,MIN,moneyline,home,,102.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153387
2025,1,2025-09-08,2025_01_MIN_CHI,CHI,MIN,spread,away,-1.5,-112.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153394
2025,1,2025-09-08,2025_01_MIN_CHI,CHI,MIN,spread,home,1.5,-108.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153392
2025,1,2025-09-08,2025_01_MIN_CHI,CHI,MIN,total,over,43.5,-115.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153397
2025,1,2025-09-08,2025_01_MIN_CHI,CHI,MIN,total,under,43.5,-105.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153400
2025,1,2025-09-07,2025_01_CIN_CLE,CLE,CIN,moneyline,away,,-238.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153112
2025,1,2025-09-07,2025_01_CIN_CLE,CLE,CIN,moneyline,home,,195.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153114
2025,1,2025-09-07,2025_01_CIN_CLE,CLE,CIN,spread,away,-5.5,-108.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153117
2025,1,2025-09-07,2025_01_CIN_CLE,CLE,CIN,spread,home,5.5,-112.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153120
2025,1,2025-09-07,2025_01_CIN_CLE,CLE,CIN,total,over,48.5,-108.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153123
2025,1,2025-09-07,2025_01_CIN_CLE,CLE,CIN,total,under,48.5,-112.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153125
2025,1,2025-09-07,2025_01_TEN_DEN,DEN,TEN,moneyline,away,,330.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153283
2025,1,2025-09-07,2025_01_TEN_DEN,DEN,TEN,moneyline,home,,-425.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153280
2025,1,2025-09-07,2025_01_TEN_DEN,DEN,TEN,spread,away,8.5,-112.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153288
2025,1,2025-09-07,2025_01_TEN_DEN,DEN,TEN,spread,home,-8.5,-108.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153285
2025,1,2025-09-07,2025_01_TEN_DEN,DEN,TEN,total,over,42.5,-110.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153290
2025,1,2025-09-07,2025_01_TEN_DEN,DEN,TEN,total,under,42.5,-110.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153293
2025,1,2025-09-07,2025_01_DET_GB,GB,DET,moneyline,away,,124.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153321
2025,1,2025-09-07,2025_01_DET_GB,GB,DET,moneyline,home,,-148.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153324
2025,1,2025-09-07,2025_01_DET_GB,GB,DET,spread,away,2.5,-105.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153327
2025,1,2025-09-07,2025_01_DET_GB,GB,DET,spread,home,-2.5,-115.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153329
2025,1,2025-09-07,2025_01_DET_GB,GB,DET,total,over,47.5,-102.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153332
2025,1,2025-09-07,2025_01_DET_GB,GB,DET,total,under,47.5,-118.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153335
2025,1,2025-09-07,2025_01_MIA_IND,IND,MIA,moneyline,away,,-105.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153135
2025,1,2025-09-07,2025_01_MIA_IND,IND,MIA,moneyline,home,,-115.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153133
2025,1,2025-09-07,2025_01_MIA_IND,IND,MIA,spread,away,1.5,-118.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153140
2025,1,2025-09-07,2025_01_MIA_IND,IND,MIA,spread,home,-1.5,-102.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153137
2025,1,2025-09-07,2025_01_MIA_IND,IND,MIA,total,over,47.5,100.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153142
2025,1,2025-09-07,2025_01_MIA_IND,IND,MIA,total,under,47.5,-120.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153145
2025,1,2025-09-07,2025_01_CAR_JAX,JAX,CAR,moneyline,away,,150.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153092
2025,1,2025-09-07,2025_01_CAR_JAX,JAX,CAR,moneyline,home,,-180.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153094
2025,1,2025-09-07,2025_01_CAR_JAX,JAX,CAR,spread,away,3.5,-120.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153097
2025,1,2025-09-07,2025_01_CAR_JAX,JAX,CAR,spread,home,-3.5,100.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153100
2025,1,2025-09-07,2025_01_CAR_JAX,JAX,CAR,total,over,46.5,-115.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153102
2025,1,2025-09-07,2025_01_CAR_JAX,JAX,CAR,total,under,46.5,-105.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153105
2025,1,2025-09-07,2025_01_HOU_LA,LA,HOU,moneyline,away,,130.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153343
2025,1,2025-09-07,2025_01_HOU_LA,LA,HOU,moneyline,home,,-155.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153345
2025,1,2025-09-07,2025_01_HOU_LA,LA,HOU,spread,away,3.0,-112.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153348
2025,1,2025-09-07,2025_01_HOU_LA,LA,HOU,spread,home,-3.0,-108.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153350
2025,1,2025-09-07,2025_01_HOU_LA,LA,HOU,total,over,43.5,-115.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153353
2025,1,2025-09-07,2025_01_HOU_LA,LA,HOU,total,under,43.5,-105.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153359
2025,1,2025-09-05,2025_01_KC_LAC,LAC,KC,moneyline,away,,-170.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.152949
2025,1,2025-09-05,2025_01_KC_LAC,LAC,KC,moneyline,home,,142.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.152952
2025,1,2025-09-05,2025_01_KC_LAC,LAC,KC,spread,away,-3.0,-115.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.152955
2025,1,2025-09-05,2025_01_KC_LAC,LAC,KC,spread,home,3.0,-105.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.152958
2025,1,2025-09-05,2025_01_KC_LAC,LAC,KC,total,over,46.5,-110.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.152961
2025,1,2025-09-05,2025_01_KC_LAC,LAC,KC,total,under,46.5,-110.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.152964
2025,1,2025-09-07,2025_01_LV_NE,NE,LV,moneyline,away,,130.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153156
2025,1,2025-09-07,2025_01_LV_NE,NE,LV,moneyline,home,,-155.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153158
2025,1,2025-09-07,2025_01_LV_NE,NE,LV,spread,away,3.0,-118.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153161
2025,1,2025-09-07,2025_01_LV_NE,NE,LV,spread,home,-3.0,-102.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153163
2025,1,2025-09-07,2025_01_LV_NE,NE,LV,total,over,43.5,-112.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153166
2025,1,2025-09-07,2025_01_LV_NE,NE,LV,total,under,43.5,-108.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153168
2025,1,2025-09-07,2025_01_ARI_NO,NO,ARI,moneyline,away,,-298.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.152972
2025,1,2025-09-07,2025_01_ARI_NO,NO,ARI,moneyline,home,,240.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153023
2025,1,2025-09-07,2025_01_ARI_NO,NO,ARI,spread,away,-6.5,-110.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153030
2025,1,2025-09-07,2025_01_ARI_NO,NO,ARI,spread,home,6.5,-110.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153033
2025,1,2025-09-07,2025_01_ARI_NO,NO,ARI,total,over,43.5,-108.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153037
2025,1,2025-09-07,2025_01_ARI_NO,NO,ARI,total,under,43.5,-112.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153041
2025,1,2025-09-07,2025_01_PIT_NYJ,NYJ,PIT,moneyline,away,,-162.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153259
2025,1,2025-09-07,2025_01_PIT_NYJ,NYJ,PIT,moneyline,home,,136.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153255
2025,1,2025-09-07,2025_01_PIT_NYJ,NYJ,PIT,spread,away,-3.0,-102.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153265
2025,1,2025-09-07,2025_01_PIT_NYJ,NYJ,PIT,spread,home,3.0,-118.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153262
2025,1,2025-09-07,2025_01_PIT_NYJ,NYJ,PIT,total,over,38.5,-108.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153268
2025,1,2025-09-07,2025_01_PIT_NYJ,NYJ,PIT,total,under,38.5,-112.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153270
2025,1,2025-09-04,2025_01_DAL_PHI,PHI,DAL,moneyline,away,,320.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.152885
2025,1,2025-09-04,2025_01_DAL_PHI,PHI,DAL,moneyline,home,,-410.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.152914
2025,1,2025-09-04,2025_01_DAL_PHI,PHI,DAL,spread,away,8.5,-115.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.152919
2025,1,2025-09-04,2025_01_DAL_PHI,PHI,DAL,spread,home,-8.5,-105.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.152928
2025,1,2025-09-04,2025_01_DAL_PHI,PHI,DAL,total,over,47.5,-112.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.152933
2025,1,2025-09-04,2025_01_DAL_PHI,PHI,DAL,total,under,47.5,-108.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.152937
2025,1,2025-09-07,2025_01_SF_SEA,SEA,SF,moneyline,away,,-142.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153301
2025,1,2025-09-07,2025_01_SF_SEA,SEA,SF,moneyline,home,,120.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153303
2025,1,2025-09-07,2025_01_SF_SEA,SEA,SF,spread,away,-2.5,-112.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153306
2025,1,2025-09-07,2025_01_SF_SEA,SEA,SF,spread,home,2.5,-108.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153308
2025,1,2025-09-07,2025_01_SF_SEA,SEA,SF,total,over,43.5,-108.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153311
2025,1,2025-09-07,2025_01_SF_SEA,SEA,SF,total,under,43.5,-112.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153313
2025,1,2025-09-07,2025_01_NYG_WAS,WAS,NYG,moneyline,away,,215.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153176
2025,1,2025-09-07,2025_01_NYG_WAS,WAS,NYG,moneyline,home,,-265.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153178
2025,1,2025-09-07,2025_01_NYG_WAS,WAS,NYG,spread,away,6.0,-112.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153180
2025,1,2025-09-07,2025_01_NYG_WAS,WAS,NYG,spread,home,-6.0,-108.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153182
2025,1,2025-09-07,2025_01_NYG_WAS,WAS,NYG,total,over,45.5,-112.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153185
2025,1,2025-09-07,2025_01_NYG_WAS,WAS,NYG,total,under,45.5,-108.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:18:51.153214
2025,2,2025-09-14,2025_02_CAR_ARI,ARI,CAR,moneyline,away,,240.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503903
2025,2,2025-09-14,2025_02_CAR_ARI,ARI,CAR,moneyline,home,,-298.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503902
2025,2,2025-09-14,2025_02_CAR_ARI,ARI,CAR,spread,away,6.5,-108.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503905
2025,2,2025-09-14,2025_02_CAR_ARI,ARI,CAR,spread,home,-6.5,-112.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503904
2025,2,2025-09-14,2025_02_CAR_ARI,ARI,CAR,total,over,43.5,-115.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503907
2025,2,2025-09-14,2025_02_CAR_ARI,ARI,CAR,total,under,43.5,-105.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503908
2025,2,2025-09-14,2025_02_CLE_BAL,BAL,CLE,moneyline,away,,550.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503854
2025,2,2025-09-14,2025_02_CLE_BAL,BAL,CLE,moneyline,home,,-800.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503853
2025,2,2025-09-14,2025_02_CLE_BAL,BAL,CLE,spread,away,11.5,-108.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503857
2025,2,2025-09-14,2025_02_CLE_BAL,BAL,CLE,spread,home,-11.5,-112.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503855
2025,2,2025-09-14,2025_02_CLE_BAL,BAL,CLE,total,over,45.5,-105.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503858
2025,2,2025-09-14,2025_02_CLE_BAL,BAL,CLE,total,under,45.5,-115.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503859
2025,2,2025-09-14,2025_02_JAX_CIN,CIN,JAX,moneyline,away,,142.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503822
2025,2,2025-09-14,2025_02_JAX_CIN,CIN,JAX,moneyline,home,,-170.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503821
2025,2,2025-09-14,2025_02_JAX_CIN,CIN,JAX,spread,away,3.5,-115.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503825
2025,2,2025-09-14,2025_02_JAX_CIN,CIN,JAX,spread,home,-3.5,-105.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503823
2025,2,2025-09-14,2025_02_JAX_CIN,CIN,JAX,total,over,48.5,-115.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503826
2025,2,2025-09-14,2025_02_JAX_CIN,CIN,JAX,total,under,48.5,-105.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503827
2025,2,2025-09-14,2025_02_NYG_DAL,DAL,NYG,moneyline,away,,185.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503832
2025,2,2025-09-14,2025_02_NYG_DAL,DAL,NYG,moneyline,home,,-225.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503831
2025,2,2025-09-14,2025_02_NYG_DAL,DAL,NYG,spread,away,4.5,-110.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503837
2025,2,2025-09-14,2025_02_NYG_DAL,DAL,NYG,spread,home,-4.5,-110.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503835
2025,2,2025-09-14,2025_02_NYG_DAL,DAL,NYG,total,over,44.5,-110.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503838
2025,2,2025-09-14,2025_02_NYG_DAL,DAL,NYG,total,under,44.5,-110.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503839
2025,2,2025-09-14,2025_02_CHI_DET,DET,CHI,moneyline,away,,230.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503809
2025,2,2025-09-14,2025_02_CHI_DET,DET,CHI,moneyline,home,,-285.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503810
2025,2,2025-09-14,2025_02_CHI_DET,DET,CHI,spread,away,6.0,-110.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503812
2025,2,2025-09-14,2025_02_CHI_DET,DET,CHI,spread,home,-6.0,-110.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503813
2025,2,2025-09-14,2025_02_CHI_DET,DET,CHI,total,over,46.5,-112.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503815
2025,2,2025-09-14,2025_02_CHI_DET,DET,CHI,total,under,46.5,-108.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503816
2025,2,2025-09-11,2025_02_WAS_GB,GB,WAS,moneyline,away,,154.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503792
2025,2,2025-09-11,2025_02_WAS_GB,GB,WAS,moneyline,home,,-185.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503783
2025,2,2025-09-11,2025_02_WAS_GB,GB,WAS,spread,away,3.5,-118.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503799
2025,2,2025-09-11,2025_02_WAS_GB,GB,WAS,spread,home,-3.5,-102.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503795
2025,2,2025-09-11,2025_02_WAS_GB,GB,WAS,total,over,48.5,-108.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503801
2025,2,2025-09-11,2025_02_WAS_GB,GB,WAS,total,under,48.5,-112.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503803
2025,2,2025-09-15,2025_02_TB_HOU,HOU,TB,moneyline,away,,114.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503945
2025,2,2025-09-15,2025_02_TB_HOU,HOU,TB,moneyline,home,,-135.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503944
2025,2,2025-09-15,2025_02_TB_HOU,HOU,TB,spread,away,2.5,-112.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503947
2025,2,2025-09-15,2025_02_TB_HOU,HOU,TB,spread,home,-2.5,-108.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503946
2025,2,2025-09-15,2025_02_TB_HOU,HOU,TB,total,over,42.5,-110.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503949
2025,2,2025-09-15,2025_02_TB_HOU,HOU,TB,total,under,42.5,-110.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503950
2025,2,2025-09-14,2025_02_DEN_IND,IND,DEN,moneyline,away,,-130.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503911
2025,2,2025-09-14,2025_02_DEN_IND,IND,DEN,moneyline,home,,110.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503912
2025,2,2025-09-14,2025_02_DEN_IND,IND,DEN,spread,away,-1.5,-115.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503914
2025,2,2025-09-14,2025_02_DEN_IND,IND,DEN,spread,home,1.5,-105.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503915
2025,2,2025-09-14,2025_02_DEN_IND,IND,DEN,total,over,42.5,-115.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503916
2025,2,2025-09-14,2025_02_DEN_IND,IND,DEN,total,under,42.5,-105.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503917
2025,2,2025-09-14,2025_02_PHI_KC,KC,PHI,moneyline,away,,-125.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503922
2025,2,2025-09-14,2025_02_PHI_KC,KC,PHI,moneyline,home,,105.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503921
2025,2,2025-09-14,2025_02_PHI_KC,KC,PHI,spread,away,-1.5,-108.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503926
2025,2,2025-09-14,2025_02_PHI_KC,KC,PHI,spread,home,1.5,-112.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503923
2025,2,2025-09-14,2025_02_PHI_KC,KC,PHI,total,over,46.5,-118.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503927
2025,2,2025-09-14,2025_02_PHI_KC,KC,PHI,total,under,46.5,-102.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503929
2025,2,2025-09-15,2025_02_LAC_LV,LV,LAC,moneyline,away,,-180.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503954
2025,2,2025-09-15,2025_02_LAC_LV,LV,LAC,moneyline,home,,150.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503953
2025,2,2025-09-15,2025_02_LAC_LV,LV,LAC,spread,away,-3.0,-122.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503957
2025,2,2025-09-15,2025_02_LAC_LV,LV,LAC,spread,home,3.0,102.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503956
2025,2,2025-09-15,2025_02_LAC_LV,LV,LAC,total,over,46.5,-108.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503958
2025,2,2025-09-15,2025_02_LAC_LV,LV,LAC,total,under,46.5,-112.0,draftkings,historical_archive:game_lines_2025_all_weeks.csv,2025-11-17T17:19:03.503960
