player_name,player_id,team,position,passing_yards,passing_tds,interceptions,completions,attempts,rushing_yards,rushing_tds,rushing_attempts,receiving_yards,receiving_tds,receptions
T.Johnson,00-0039847,NYG,WR/TE,0.0,0.0,0.0,0.0,0,0.0,0.0,0,37.0,0.0,4.0
M.Harrison,00-0039849,ARI,WR/TE,0.0,0.0,0.0,0.0,0,0.0,0.0,0,54.0,1.0,5.0
T.Franklin,00-0039868,DEN,WR/TE,0.0,0.0,0.0,0.0,0,0.0,0.0,0,9.0,0.0,1.0
A.Mitchell,00-0039890,IND,WR/TE,0.0,0.0,0.0,0.0,0,0.0,0.0,0,71.0,0.0,6.0
B.Thomas,00-0039893,JAX,WR/TE,0.0,0.0,0.0,0.0,0,0.0,0.0,0,12.0,0.0,2.0
X.Worthy,00-0039894,KC,WR/TE,0.0,0.0,0.0,0.0,0,0.0,0.0,0,11.0,0.0,1.0
J.Polk,00-0039907,NE,WR/TE,0.0,0.0,0.0,0.0,0,0.0,0.0,0,2.0,1.0,1.0
L.McConkey,00-0039915,LAC,WR/TE,0.0,0.0,0.0,0.0,0,0.0,0.0,0,52.0,0.0,2.0
R.Pearsall,00-0039916,SF,WR/TE,0.0,0.0,0.0,0.0,0,0.0,0.0,0,73.0,1.0,4.0
R.Odunze,00-0039919,CHI,WR/TE,0.0,0.0,0.0,0.0,0,0.0,0.0,0,23.0,0.0,3.0
M.Corley,00-0039920,NYJ,WR/TE,0.0,0.0,0.0,0.0,0,0.0,0.0,0,2.0,0.0,1.0
