player,nflverse_name,pick,market,market_display,line,odds,model_prob,model_prob_pct,raw_prob,calibrated_prob,market_prob,market_prob_with_vig,edge_pct,roi_pct,model_projection,model_std,strategy,calibration_applied,confidence,confidence_pct,priority,kelly_fraction,kelly_units,game,commence_time,position,team,opponent,week,hist_over_rate,hist_avg,hist_count,trailing_stat,rushing_yards_mean,rushing_yards_std,rushing_attempts_mean,rushing_attempts_std,rushing_tds_mean,rushing_tds_std,receiving_yards_mean,receiving_yards_std,receptions_mean,receptions_std,targets_mean,targets_std,receiving_tds_mean,receiving_tds_std,passing_yards_mean,passing_yards_std,passing_completions_mean,passing_completions_std,passing_attempts_mean,passing_attempts_std,passing_tds_mean,passing_tds_std,raw_td_prob,calibrated_td_prob,opponent_def_epa,player_receptions_vs_opp_divergence,player_receptions_vs_opp_confidence,player_reception_yds_vs_opp_divergence,player_reception_yds_vs_opp_confidence,player_rush_yds_vs_opp_divergence,player_rush_yds_vs_opp_confidence,player_pass_yds_vs_opp_divergence,player_pass_yds_vs_opp_confidence,vs_opp_avg_receptions,vs_opp_games_receptions,vs_opp_avg_receiving_yards,vs_opp_games_receiving_yards,vs_opp_avg_rushing_yards,vs_opp_games_rushing_yards,vs_opp_avg_passing_yards,vs_opp_games_passing_yards,vs_opp_avg_completions,vs_opp_games_completions,total_adjustment,passing_adjustment,severity,injury_qb_status,injury_wr1_status,injury_rb1_status,weather_total_adjustment,weather_passing_adjustment,is_divisional_game,rest_epa_adjustment,is_coming_off_bye,travel_epa_adjustment,home_field_advantage_points,is_primetime_game,primetime_type,redzone_target_share,redzone_carry_share,goalline_carry_share,snap_share,calibration_tier,tier_bias_adjustment,tier_shrinkage,tier_confidence_boost,model_guided,model_adjustment_pct,baseline_projection,adjustment_breakdown,elevation_feet,is_high_altitude,altitude_epa_adjustment,field_surface,team_pass_attempts,team_rush_attempts,team_targets,game_script_dynamic,market_blended_prob,role_override_applied,player_dk,player_pbp,snr_tier,snr_conf_threshold,model_market_deviation,profitable_strategy,strategy_validated,line_vs_trailing,line_vs_trailing_pct,v7_rule_signal,v7_p_under,v7_p_over,v7_best_direction,v7_best_ev,v7_kelly_size,v7_validated,v7_reason,v6_p_under,v6_p_over,v6_best_direction,v6_best_ev,v6_kelly_size,v6_value_validated,v5_p_under,v5_threshold,v5_edge_validated,model_p_under,model_best_direction,model_best_ev,model_validated,model_reason,feature_contributions,ensemble_p_under,ensemble_projection,ensemble_direction,mc_p_under,mc_direction,model_weight,had_conflict,prediction_source,opponent_conflict,opponent_conflict_reason,sharp_under,sharp_over,line_movement,sharp_confirmed,wf_filter_passed,wf_filter_reason,elite_filter_passed,model_reasoning,model_confidence,model_confidence_label
Brenton Strange,Brenton Strange,UNDER,player_receptions,Receptions,3.5,-110,0.5318770443186813,53.2%,0.6062568143956045,0.5318770443186813,0.4937655860349127,0.5238095238095238,3.8111458283768607,7.718532713025864,2.9094524439182137,1.7258380771273847,Model Projection (Calibrated),True,LOW,<60%,HIGH,0.004235448267307702,0.4,Jacksonville Jaguars @ Indianapolis Colts,2025-12-28T18:00:00Z,TE,JAX,IND,17,0.3684210526315789,3.457851048608696,10,3.457851048608696,,,,,,,38.493925303709105,26.01188119776685,2.9094524439182137,1.7567603055421028,4.522149273600001,2.7305248986636657,0.2645502645502645,0.4160108919514274,,,,,,,,,0.3149991701770749,0.2645502645502645,0.0473275143773225,0.2486308231618999,0.6666666666666666,0.0475532147435876,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,3.3333333333333335,3.0,37.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,None (Dome),healthy,active,out,0.0,0.0,True,0.0,False,0.0,1.5,False,,0.0927152317880794,,,0.7661698769988512,tier_2_primary,0.0,0.7,0.0,True,0.0,3.457851048608696,No significant adjustments,0,False,0.0,turf,36.0,28.727272727272727,36.27272727272727,0.0,,False,Brenton Strange,Brenton Strange,HIGH,0.6,0.17253961613263438,False,False,0.042148951391304035,0.01184674423281055,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.6669871595355302,UNDER,27.333912274964856,True,"V31: UNDER (proj=2.9 vs line=3.5, diff=+17%)",[],0.6669871595355302,2.9094524439182137,UNDER,0.631623822048265,UNDER,1.0,False,classifier_direction_mc_projection,True,⚠️ Player +25% vs opponent,False,False,0,False,True,,False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +0.04 LVT (line vs trailing) |   = P(UNDER): 67% | INPUTS: |   Line: 3.5 | Trailing: 3.5 |   Snaps: 77% | PICK: UNDER (LVT: +0.0) | Edge: +27.3%,83,VERY HIGH
Brian Thomas Jr,Ian Thomas,UNDER,player_receptions,Receptions,3.5,-140,0.5577274766144448,55.8%,0.6924249220481493,0.5577274766144448,0.550561797752809,0.5833333333333334,0.7165678861635771,1.30152126262364,2.154432853440001,1.657874388424568,Model Projection (Calibrated),True,STANDARD,60-75%,HIGH,0.0,0.0,Jacksonville Jaguars @ Indianapolis Colts,2025-12-28T18:00:00Z,TE,LV,NYG,17,0.4482758620689655,2.866741485411322,12,2.866741485411322,,,,,,,22.070418024232758,19.656290692219635,2.154432853440001,1.7290779912202403,2.534626886400001,2.034209401435577,0.1329715061058344,0.3487772147884026,,,,,,,,,0.0364395004559144,0.1329715061058344,0.0476554772217193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (Dome),healthy,questionable,questionable,0.0,0.0,False,0.0,False,0.0,1.5,False,AFTERNOON,0.0,,,0.4671631738739593,tier_3_blocking,0.0,0.7,-0.05,True,0.0,2.866741485411322,No significant adjustments,2001,False,0.0,turf,36.09090909090909,22.09090909090909,36.27272727272727,0.0,,False,Ian Thomas,Ian Thomas,HIGH,0.6,0.08232547826192656,True,True,0.633258514588678,0.21345254303506672,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.8055473107934336,UNDER,53.78630478783732,True,"V31: UNDER (proj=2.2 vs line=3.5, diff=+38%)",[],0.8055473107934336,2.154432853440001,UNDER,0.7817742121304885,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0,False,True,,False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +0.63 LVT (line vs trailing) |   = P(UNDER): 81% | INPUTS: |   Line: 3.5 | Trailing: 2.9 |   Snaps: 47% | PICK: UNDER (LVT: +0.6) | Edge: +53.8%,60,MEDIUM
Jonathan Taylor,Jonathan Taylor,UNDER,player_receptions,Receptions,2.5,100,0.5461137511886028,54.6%,0.6537125039620093,0.5461137511886028,0.4710743801652893,0.5,7.503937102331354,15.929410340036732,1.8391566243857567,1.579887867881341,Model Projection (Calibrated),True,LOW,<60%,MEDIUM,0.023056875594301418,2.3,Jacksonville Jaguars @ Indianapolis Colts,2025-12-28T18:00:00Z,RB,IND,JAX,17,0.46774193548387094,2.492472555303604,15,2.492472555303604,98.62839264228113,60.112864019343846,19.680802487999998,5.700612972498854,1.2465314371984453,1.1114893791665308,16.35793666901415,17.8377860277962,1.8391566243857567,1.688826827194738,2.174866236,1.99709605816935,0.1143988727104601,,,,,,,,,,0.95,0.6125,-0.0100512425597996,0.5872710139491089,0.3333333333333333,0.4574246423853407,0.3333333333333333,-0.0331198000369803,0.3333333333333333,0.0,0.3333333333333333,3.0,2.0,24.5,2.0,98.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,None (Dome),healthy,active,questionable,0.0,0.0,True,0.0,False,0.0,1.5,False,EARLY,0.0441176470588235,0.6,0.5588235294117647,0.8597405167156752,tier_2_occasional,0.0,0.7,0.0,True,0.0,2.492472555303604,No significant adjustments,0,False,0.0,turf,34.45454545454545,25.818181818181817,34.63636363636363,0.0,,False,Jonathan Taylor,Jonathan Taylor,HIGH,0.6,0.14036567862223884,False,False,0.007527444696396213,0.002903577390239595,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.7162291555706704,UNDER,36.73465697258253,True,"V31: UNDER (proj=1.8 vs line=2.5, diff=+26%)",[],0.7162291555706704,1.8391566243857567,UNDER,0.6522134405089648,UNDER,1.0,False,classifier_direction_mc_projection,True,⚠️ Player +59% vs opponent,False,False,0,False,True,,True,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +0.01 LVT (line vs trailing) |   = P(UNDER): 72% | INPUTS: |   Line: 2.5 | Trailing: 2.5 |   Snaps: 86% | PICK: UNDER (LVT: +0.0) | Edge: +36.7%,73,HIGH
Baker Mayfield,Baker Mayfield,UNDER,player_pass_completions,Pass Completions,20.5,-122,0.6379398172582895,63.8%,0.775879634516579,0.6379398172582895,0.5187593796898449,0.5495495495495496,11.918043756844465,22.974126779105195,17.41340896970599,4.6380453038168366,Model Projection (Calibrated),True,HIGH,75-90%,MEDIUM,0.04905659857835069,4.9,Tampa Bay Buccaneers @ Miami Dolphins,2025-12-28T18:00:00Z,QB,TB,MIA,17,0.45454545454545453,17.387753493424245,15,17.387753493424245,,,,,,,,,,,,,,,204.679259425875,83.24098581161255,17.792633333333335,4.5844700601293304,31.519794579840006,6.130668463733969,0.8947013157894738,1.1917446776330352,0.95,0.6125,0.0283894062256858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),healthy,active,active,0.0,0.0,False,0.0,False,0.0,1.5,False,,,,,0.9764651864440512,tier_1_starter,0.0,0.5,0.1,True,0.0,17.387753493424245,No significant adjustments,0,False,0.0,grass,36.54545454545455,26.272727272727273,36.63636363636363,0.0,,False,Baker Mayfield,Baker Mayfield,HIGH,0.65,0.15056541611190288,False,False,3.1122465065757545,0.17796719903136918,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.7334140685024737,UNDER,40.015413077744974,True,"V31: UNDER (proj=17.4 vs line=20.5, diff=+13%)",[],0.7334140685024737,17.41340896970599,UNDER,0.7471326899766566,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0,False,True,,False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +3.11 LVT (line vs trailing) |   = P(UNDER): 73% | INPUTS: |   Line: 20.5 | Trailing: 17.4 |   Snaps: 98% | PICK: UNDER (LVT: +3.1) | Edge: +40.0%,98,VERY HIGH
Mike Evans,Mike Evans,UNDER,player_reception_yds,Receiving Yards,57.5,-111,0.544120952524247,54.4%,0.6161077698006501,0.544120952524247,0.4968624497991968,0.5260663507109005,4.725850272505017,9.511385443627173,50.201253153012175,24.89739917056801,Model Projection (Calibrated),True,LOW,<60%,MEDIUM,0.00952380245654029,1.0,Tampa Bay Buccaneers @ Miami Dolphins,2025-12-28T18:00:00Z,WR,TB,MIA,17,0.33962264150943394,53.93703007518797,6,53.93703007518797,,,,,,,50.201253153012175,25.285750638631377,4.384584229280153,1.853856681913303,9.02173866048,3.814503182882696,0.3119266055045871,0.5657594266902575,,,,,,,,,0.3829865823255127,0.3119266055045871,0.0283894062256858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),healthy,active,active,0.0,0.0,False,0.0,False,0.0,1.5,False,,0.1266666666666666,,,0.5808794307196564,tier_2_primary,0.0,0.62,0.05,True,0.0,53.93703007518797,No significant adjustments,0,False,0.0,grass,36.54545454545455,26.272727272727273,36.63636363636363,0.0,,False,Mike Evans,Mike Evans,HIGH,0.7,0.1658967341947589,False,False,3.5629699248120303,0.06593570963937985,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.6709877255516006,UNDER,28.097656696214656,True,"V31: UNDER (proj=50.2 vs line=57.5, diff=+13%)",[],0.6709877255516006,50.201253153012175,UNDER,0.6135756114588634,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0,False,True,,False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +3.56 LVT (line vs trailing) |   = P(UNDER): 67% | INPUTS: |   Line: 57.5 | Trailing: 53.9 |   Snaps: 58% | PICK: UNDER (LVT: +3.6) | Edge: +28.1%,75,HIGH
De'Von Achane,De'Von Achane,UNDER,player_reception_yds,Receiving Yards,26.5,-110,0.5627624606756524,56.3%,0.7092082022521746,0.5627624606756524,0.495787700084246,0.5238095238095238,6.697476059140639,13.508757998640508,16.95041683890549,14.545811258407886,Model Projection (Calibrated),True,STANDARD,60-75%,STANDARD,0.020450291854717525,2.0,Tampa Bay Buccaneers @ Miami Dolphins,2025-12-28T18:00:00Z,RB,MIA,TB,17,0.4084507042253521,26.831516034605045,15,26.831516034605045,109.44198103488831,60.41624357242115,19.410148719360002,5.343657423733506,0.7876264714235648,0.8112780342699344,16.95041683890549,15.171218948375136,2.5458868491840003,1.8874428565294072,2.9951609990400003,2.220521007681656,0.1387715484946341,,,,,,,,,,0.95,0.6125,-0.0521639763993768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),healthy,sus,active,0.0,0.0,False,0.0,False,0.0,1.5,False,EARLY,0.16,0.5403225806451613,0.5806451612903226,0.6937116295429204,tier_2_occasional,0.0,0.7,0.0,True,0.0,26.831516034605045,No significant adjustments,0,False,0.0,grass,32.09090909090909,23.454545454545453,32.18181818181818,0.0,,False,De'Von Achane,De'Von Achane,HIGH,0.7,0.3024831943522533,False,False,-0.33151603460504475,-0.012309594238180675,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.7968144366483734,UNDER,52.11911972378037,True,"V31: UNDER (proj=17.0 vs line=26.5, diff=+36%)",[],0.7968144366483734,16.95041683890549,UNDER,0.735474034720772,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0,False,True,,False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   -0.33 LVT (line vs trailing) |   = P(UNDER): 80% | INPUTS: |   Line: 26.5 | Trailing: 26.8 |   Snaps: 69% | PICK: UNDER (LVT: -0.3) | Edge: +52.1%,66,HIGH
Malik Washington,Malik Washington,UNDER,player_reception_yds,Receiving Yards,16.5,-112,0.5501142775416634,55.0%,0.6670475918055447,0.5501142775416634,0.5,0.5283018867924528,5.011427754166342,10.022855508332684,14.54827264363988,11.538712353826472,Model Projection (Calibrated),True,STANDARD,60-75%,MEDIUM,0.01156056709708161,1.2,Tampa Bay Buccaneers @ Miami Dolphins,2025-12-28T18:00:00Z,WR,MIA,TB,17,0.48,19.72425872585855,15,19.72425872585855,,,,,,,14.54827264363988,12.10977808350289,2.4287316500160006,1.823200045249347,2.8573313529600006,2.1449412297051147,0.1886792452830188,0.3098513980747689,,,,,,,,,0.1630897219943265,0.1886792452830188,0.0191744887470476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),healthy,sus,active,0.0,0.0,False,0.0,False,0.0,1.5,False,EARLY,0.0733333333333333,,,0.5424414885088971,tier_3_secondary,0.0,0.7,0.0,True,0.0,19.72425872585855,No significant adjustments,0,False,0.0,grass,32.09090909090909,23.454545454545453,32.18181818181818,0.0,,False,Malik Washington,Malik Washington,HIGH,0.7,0.30194725253245436,False,False,-3.224258725858551,-0.1626420826344877,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.6672258631406798,UNDER,27.37948296322068,True,"V31: UNDER (proj=14.5 vs line=16.5, diff=+12%)",[],0.6672258631406798,14.54827264363988,UNDER,0.564020064270227,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0,False,True,,False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   -3.22 LVT (line vs trailing) |   = P(UNDER): 67% | INPUTS: |   Line: 16.5 | Trailing: 19.7 |   Snaps: 54% | PICK: UNDER (LVT: -3.2) | Edge: +27.4%,56,MEDIUM
Jaylen Waddle,Jaylen Waddle,UNDER,player_receptions,Receptions,4.5,104,0.5670773691260808,56.7%,0.6765193924370546,0.5670773691260808,0.4620082487309644,0.49019607843137253,10.506912039511635,22.74182781015669,4.265255222342769,1.942468617971391,Model Projection (Calibrated),True,STANDARD,60-75%,HIGH,0.0377014021675973,3.8,Tampa Bay Buccaneers @ Miami Dolphins,2025-12-28T18:00:00Z,WR,MIA,TB,17,0.5483870967741935,3.998071344526196,15,3.998071344526196,,,,,,,66.61884316987155,35.18203026090454,4.265255222342769,1.9789950940880927,7.518872390400001,3.488609895072821,0.48,0.6704412841968754,,,,,,,,,0.5644960658009497,0.48,0.0191744887470476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),healthy,sus,active,0.0,0.0,False,0.0,False,0.0,1.5,False,EARLY,0.1466666666666666,,,0.7839010185908377,tier_2_primary,0.0,0.62,0.05,True,0.0,3.998071344526196,No significant adjustments,0,False,0.0,grass,32.09090909090909,23.454545454545453,32.18181818181818,0.0,,False,Jaylen Waddle,Jaylen Waddle,HIGH,0.6,0.08424711696335427,True,True,0.501928655473804,0.12247923798208916,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.5891498682859705,UNDER,12.474065763685271,True,"V31: UNDER (proj=4.3 vs line=4.5, diff=+5%)",[],0.5891498682859705,4.265255222342769,UNDER,0.5472110655271005,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0,False,True,,False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +0.50 LVT (line vs trailing) |   = P(UNDER): 59% | INPUTS: |   Line: 4.5 | Trailing: 4.0 |   Snaps: 78% | PICK: UNDER (LVT: +0.5) | Edge: +12.5%,88,VERY HIGH
Mike Evans,Mike Evans,UNDER,player_receptions,Receptions,4.5,-105,0.5406617430816564,54.1%,0.6070045870569906,0.5406617430816564,0.4833368048323266,0.5121951219512195,5.732493824932977,11.86024686640949,4.384584229280153,1.8144308951530475,Model Projection (Calibrated),True,LOW,<60%,HIGH,0.014589143329348893,1.5,Tampa Bay Buccaneers @ Miami Dolphins,2025-12-28T18:00:00Z,WR,TB,MIA,17,0.46938775510204084,4.405880773361977,6,4.405880773361977,,,,,,,50.201253153012175,25.285750638631377,4.384584229280153,1.853856681913303,9.02173866048,3.814503182882696,0.3119266055045871,0.5657594266902575,,,,,,,,,0.3829865823255127,0.3119266055045871,0.0283894062256858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),healthy,active,active,0.0,0.0,False,0.0,False,0.0,1.5,False,,0.1266666666666666,,,0.5808794307196564,tier_2_primary,0.0,0.62,0.05,True,0.0,4.405880773361977,No significant adjustments,0,False,0.0,grass,36.54545454545455,26.272727272727273,36.63636363636363,0.0,,False,Mike Evans,Mike Evans,HIGH,0.6,0.10491403735842869,True,True,0.09411922663802308,0.02088808634139643,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.5702191978057256,UNDER,8.860028672002162,True,"V31: UNDER (proj=4.4 vs line=4.5, diff=+3%)",[],0.5702191978057256,4.384584229280153,UNDER,0.5248209607146718,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0,False,True,,False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +0.09 LVT (line vs trailing) |   = P(UNDER): 57% | INPUTS: |   Line: 4.5 | Trailing: 4.4 |   Snaps: 58% | PICK: UNDER (LVT: +0.1) | Edge: +8.9%,75,HIGH
De'Von Achane,De'Von Achane,UNDER,player_receptions,Receptions,3.5,106,0.543700983770035,54.4%,0.6456699459001166,0.543700983770035,0.45800038978756574,0.4854368932038835,8.57005939824692,18.711904158470194,2.5458868491840003,1.8267919732776097,Model Projection (Calibrated),True,LOW,<60%,MEDIUM,0.0283075534354415,2.8,Tampa Bay Buccaneers @ Miami Dolphins,2025-12-28T18:00:00Z,RB,MIA,TB,17,0.39655172413793105,3.462871348770783,15,3.462871348770783,109.44198103488831,60.41624357242115,19.410148719360002,5.343657423733506,0.7876264714235648,0.8112780342699344,16.95041683890549,15.171218948375136,2.5458868491840003,1.8874428565294072,2.9951609990400003,2.220521007681656,0.1387715484946341,,,,,,,,,,0.95,0.6125,-0.0521639763993768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),healthy,sus,active,0.0,0.0,False,0.0,False,0.0,1.5,False,EARLY,0.16,0.5403225806451613,0.5806451612903226,0.6937116295429204,tier_2_occasional,0.0,0.7,0.0,True,0.0,3.462871348770783,No significant adjustments,0,False,0.0,grass,32.09090909090909,23.454545454545453,32.18181818181818,0.0,,False,De'Von Achane,De'Von Achane,HIGH,0.6,0.05357150906800318,True,True,0.037128651229216825,0.010420991272117215,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.7349093746554526,UNDER,40.30088061604095,True,"V31: UNDER (proj=2.5 vs line=3.5, diff=+27%)",[],0.7349093746554526,2.5458868491840003,UNDER,0.6933981572877858,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0,False,True,,False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +0.04 LVT (line vs trailing) |   = P(UNDER): 73% | INPUTS: |   Line: 3.5 | Trailing: 3.5 |   Snaps: 69% | PICK: UNDER (LVT: +0.0) | Edge: +40.3%,74,HIGH
Hunter Henry,Hunter Henry,UNDER,player_reception_yds,Receiving Yards,48.5,-111,0.5521038832918712,55.2%,0.6371154823470296,0.5521038832918712,0.4978941161605526,0.5260663507109005,5.420976713131859,10.887810354006659,43.69428652930362,26.282328731358934,Model Projection (Calibrated),True,STANDARD,60-75%,STANDARD,0.013734798436462081,1.4,New England Patriots @ New York Jets,2025-12-28T18:00:00Z,TE,NE,NYJ,17,0.5529411764705883,43.033290773797845,15,43.033290773797845,,,,,,,43.69428652930362,27.8985538717717,3.7870034333105926,2.075819743637057,5.356937738880001,2.936368376640324,0.2645502645502645,0.6253263645667134,,,,,,,,,0.3292518212877064,0.2645502645502645,0.0868757429151081,-0.1366395997318212,0.6666666666666666,-0.4096915352376372,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,3.0,3.0,23.666666666666668,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,None (No data),healthy,out,out,0.0,0.0,True,0.0,False,0.0,1.5,False,,0.2402597402597402,,,0.8203009599250752,tier_1_elite,0.0,0.62,0.1,True,0.0,43.033290773797845,No significant adjustments,0,False,0.0,turf,32.833333333333336,27.333333333333332,32.833333333333336,0.0,,False,Hunter Henry,Hunter Henry,HIGH,0.7,0.19389156960084122,False,False,5.4667092262021555,0.12673990618687073,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.6476641510576322,UNDER,23.644974292820685,True,"V31: UNDER (proj=43.7 vs line=48.5, diff=+10%)",[],0.6476641510576322,43.69428652930362,UNDER,0.5683821471790811,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0,False,True,,False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +5.47 LVT (line vs trailing) |   = P(UNDER): 65% | INPUTS: |   Line: 48.5 | Trailing: 43.0 |   Snaps: 82% | PICK: UNDER (LVT: +5.5) | Edge: +23.6%,78,HIGH
Chimere Dike,Chimere Dike,UNDER,player_reception_yds,Receiving Yards,29.5,-114,0.5828574355396938,58.3%,0.7180458829991945,0.5828574355396938,0.5042122999157539,0.5327102803738317,7.864513562393993,15.597623389409645,26.884904176993317,16.640660264301033,Model Projection (Calibrated),True,STANDARD,60-75%,MEDIUM,0.02682872801373621,2.7,New Orleans Saints @ Tennessee Titans,2025-12-28T18:00:00Z,WR,TEN,NO,17,0.5833333333333334,28.636631539146702,15,28.636631539146702,,,,,,,26.884904176993317,17.51024803421308,3.3757697527103514,1.8796117881481456,5.224593669120001,2.9090277383040233,0.3033333333333333,0.5521715101910517,,,,,,,,,0.2314608423215737,0.3033333333333333,-0.0487939931130303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),healthy,active,out,0.0,0.0,False,0.0,False,0.0,1.5,False,EARLY,0.1296296296296296,,,0.6510075584627566,tier_2_primary,0.0,0.62,0.05,True,0.0,28.636631539146702,No significant adjustments,0,False,0.0,turf,37.81818181818182,19.818181818181817,38.09090909090909,0.0,,False,Chimere Dike,Chimere Dike,HIGH,0.7,0.32550610428078086,False,False,0.8633684608532981,0.030044177574437267,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.6413212883313775,UNDER,22.43406413599024,True,"V31: UNDER (proj=26.9 vs line=29.5, diff=+9%)",[],0.6413212883313775,26.884904176993317,UNDER,0.5593599227701274,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0,False,True,,False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +0.86 LVT (line vs trailing) |   = P(UNDER): 64% | INPUTS: |   Line: 29.5 | Trailing: 28.6 |   Snaps: 65% | PICK: UNDER (LVT: +0.9) | Edge: +22.4%,66,HIGH
Elic Ayomanor,Elic Ayomanor,UNDER,player_reception_yds,Receiving Yards,25.5,-109,0.5112042290376654,51.1%,0.5294848132570142,0.5112042290376654,0.4936802190857384,0.5215311004784688,1.7524009951926989,3.549668241595793,22.473854837676484,15.024454251584455,Model Projection (Calibrated),True,LOW,<60%,MEDIUM,0.0,0.0,New Orleans Saints @ Tennessee Titans,2025-12-28T18:00:00Z,WR,TEN,NO,17,0.2857142857142857,33.52153848010878,14,33.52153848010878,,,,,,,22.473854837676484,15.134126148206736,2.356894869976098,1.5090988752943018,4.057473732480001,2.5979644337228502,0.2884615384615384,0.4015718767820054,,,,,,,,,0.2158302721745959,0.2884615384615384,-0.0487939931130303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),healthy,active,out,0.0,0.0,False,0.0,False,0.0,1.5,False,EARLY,0.0555555555555555,,,0.713117643279755,tier_2_primary,0.0,0.62,0.05,True,0.0,33.52153848010878,No significant adjustments,0,False,0.0,turf,37.81818181818182,19.818181818181817,38.09090909090909,0.0,,False,Elic Ayomanor,Elic Ayomanor,HIGH,0.7,0.050981687187164434,False,False,-8.02153848010878,-0.23858332612752073,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.661188141869923,UNDER,26.22682708425803,True,"V31: UNDER (proj=22.5 vs line=25.5, diff=+12%)",[],0.661188141869923,22.473854837676484,UNDER,0.5792421374598313,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0,False,True,,False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   -8.02 LVT (line vs trailing) |   = P(UNDER): 66% | INPUTS: |   Line: 25.5 | Trailing: 33.5 |   Snaps: 71% | PICK: UNDER (LVT: -8.0) | Edge: +26.2%,78,HIGH
