player,nflverse_name,pick,market,market_display,line,odds,model_prob,model_prob_pct,raw_prob,calibrated_prob,market_prob,market_prob_with_vig,edge_pct,roi_pct,model_projection,model_std,strategy,calibration_applied,confidence,confidence_pct,priority,kelly_fraction,kelly_units,game,commence_time,position,team,opponent,week,hist_over_rate,hist_avg,hist_count,trailing_stat,rushing_yards_mean,rushing_yards_std,rushing_attempts_mean,rushing_attempts_std,rushing_tds_mean,rushing_tds_std,receiving_yards_mean,receiving_yards_std,receptions_mean,receptions_std,targets_mean,targets_std,receiving_tds_mean,receiving_tds_std,passing_yards_mean,passing_yards_std,passing_completions_mean,passing_completions_std,passing_attempts_mean,passing_attempts_std,passing_tds_mean,passing_tds_std,raw_td_prob,calibrated_td_prob,opponent_def_epa,player_receptions_vs_opp_divergence,player_receptions_vs_opp_confidence,player_reception_yds_vs_opp_divergence,player_reception_yds_vs_opp_confidence,player_rush_yds_vs_opp_divergence,player_rush_yds_vs_opp_confidence,player_pass_yds_vs_opp_divergence,player_pass_yds_vs_opp_confidence,vs_opp_avg_receptions,vs_opp_games_receptions,vs_opp_avg_receiving_yards,vs_opp_games_receiving_yards,vs_opp_avg_rushing_yards,vs_opp_games_rushing_yards,vs_opp_avg_passing_yards,vs_opp_games_passing_yards,vs_opp_avg_completions,vs_opp_games_completions,total_adjustment,passing_adjustment,severity,injury_qb_status,injury_wr1_status,injury_rb1_status,weather_total_adjustment,weather_passing_adjustment,is_divisional_game,rest_epa_adjustment,is_coming_off_bye,travel_epa_adjustment,home_field_advantage_points,is_primetime_game,primetime_type,redzone_target_share,redzone_carry_share,goalline_carry_share,snap_share,calibration_tier,tier_bias_adjustment,tier_shrinkage,tier_confidence_boost,model_guided,model_adjustment_pct,baseline_projection,adjustment_breakdown,elevation_feet,is_high_altitude,altitude_epa_adjustment,field_surface,team_pass_attempts,team_rush_attempts,team_targets,game_script_dynamic,market_blended_prob,role_override_applied,player_dk,player_pbp,snr_tier,snr_conf_threshold,model_market_deviation,profitable_strategy,strategy_validated,line_vs_trailing,line_vs_trailing_pct,v7_rule_signal,v7_p_under,v7_p_over,v7_best_direction,v7_best_ev,v7_kelly_size,v7_validated,v7_reason,v6_p_under,v6_p_over,v6_best_direction,v6_best_ev,v6_kelly_size,v6_value_validated,v5_p_under,v5_threshold,v5_edge_validated,model_p_under,model_best_direction,model_best_ev,model_validated,model_reason,feature_contributions,ensemble_p_under,ensemble_projection,ensemble_direction,mc_p_under,mc_direction,model_weight,had_conflict,prediction_source,opponent_conflict,opponent_conflict_reason,sharp_under,sharp_over,line_movement,sharp_confirmed,wf_filter_passed,wf_filter_reason,elite_filter_passed,model_reasoning,model_confidence,model_confidence_label,direction,units,source,lvt_confidence,player_bias_confidence,combined_confidence,reasoning,player_under_rate,player_bet_count,current_season_under_rate,season_games_played,home_team,away_team,p_td,injury_status,injury_risk,injury_action,injury_reason
Michael Pittman Jr.,Michael Pittman,UNDER,player_receptions,Receptions,4.5,-121.0,0.5377308891299183,53.8%,0.6257696304330609,0.5377308891299183,0.5155112508272668,0.5475113122171946,2.22196383026515,4.310214038392863,2.840517854954253,2.2454375921363243,Model Projection (Calibrated),True,LOW,<60%,HIGH,0.0,0.0,Jacksonville Jaguars @ Indianapolis Colts,2025-12-28T18:00:00Z,WR,IND,JAX,17.0,0.5,4.367037745282173,15.0,4.367037745282173,,,,,,,28.235258480988687,27.613889335994525,2.840517854954253,2.3235576843042245,3.9918579750000007,3.26535960908851,0.3033333333333333,0.6521025473207587,,,,,,,,,0.2342798391537285,0.3033333333333333,-0.039108991864672,0.6652773337614463,1.0,0.8847113631288639,1.0,0.0,1.0,0.0,1.0,7.0,4.0,78.75,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,None (Dome),healthy,active,questionable,0.0,0.0,True,0.0,False,0.0,1.5,False,EARLY,0.1911764705882352,,,0.8995872049136173,tier_3_secondary,0.0,0.7,0.0,True,0.0,4.367037745282173,No significant adjustments,0.0,False,0.0,turf,34.45454545454545,25.818181818181817,34.63636363636363,0.0,,False,Michael Pittman,Michael Pittman,HIGH,0.6,0.0526920366764195,True,True,0.1329622547178273,0.0297651961544883,DISABLED,0.5,0.5,,0.0,0.0,False,V7 disabled - using V14,,,,,0.0,False,,,False,0.7963581077103971,UNDER,52.032002381075806,True,"V31: UNDER (proj=2.8 vs line=4.5, diff=+37%)",[],0.7963581077103971,2.840517854954253,UNDER,0.7624478752750723,UNDER,1.0,False,classifier_direction_mc_projection,True,⚠️ Player +67% vs opponent,False,False,0.0,False,True,,False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +0.13 LVT (line vs trailing) |   = P(UNDER): 80% | INPUTS: |   Line: 4.5 | Trailing: 4.4 |   Snaps: 90% | PICK: UNDER (LVT: +0.1) | Edge: +52.0%,68.0,HIGH,,,,,,,,,,,,,,,,,,
Josh Downs,Josh Downs,UNDER,player_receptions,Receptions,3.5,110.0,0.537625344471726,53.8%,0.599014064399279,0.537625344471726,0.448706013777695,0.4761904761904761,8.891933069403107,19.81683506878178,2.658620774979638,1.9738274649110623,Model Projection (Calibrated),True,LOW,<60%,HIGH,0.0293211871342328,2.9,Jacksonville Jaguars @ Indianapolis Colts,2025-12-28T18:00:00Z,WR,IND,JAX,17.0,0.5,3.8354997294375583,14.0,3.8354997294375583,,,,,,,27.55324172596164,26.32801014148407,2.658620774979638,2.0285862175816978,4.6200577,3.5252057995085746,0.3119266055045871,0.6048142267580094,,,,,,,,,0.3408822376348465,0.3119266055045871,-0.039108991864672,0.7156687192572382,1.0,0.3121005999789751,1.0,0.0,1.0,0.0,1.0,6.75,4.0,53.5,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,None (Dome),healthy,active,questionable,0.0,0.0,True,0.0,False,0.0,1.5,False,EARLY,0.1911764705882352,,,0.6946552364731169,tier_2_primary,0.0,0.62,0.05,True,0.0,3.8354997294375583,No significant adjustments,0.0,False,0.0,turf,34.45454545454545,25.818181818181817,34.63636363636363,0.0,,False,Josh Downs,Josh Downs,HIGH,0.6,0.19495846948873,False,False,-0.3354997294375583,-0.085249587727835,DISABLED,0.5,0.5,,0.0,0.0,False,V7 disabled - using V14,,,,,0.0,False,,,False,0.7123713688103931,UNDER,35.99817040925686,True,"V31: UNDER (proj=2.7 vs line=3.5, diff=+24%)",[],0.7123713688103931,2.658620774979638,UNDER,0.6608417040777232,UNDER,1.0,False,classifier_direction_mc_projection,True,⚠️ Player +72% vs opponent,False,False,0.0,False,True,,False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   -0.34 LVT (line vs trailing) |   = P(UNDER): 71% | INPUTS: |   Line: 3.5 | Trailing: 3.8 |   Snaps: 69% | PICK: UNDER (LVT: -0.3) | Edge: +36.0%,69.0,HIGH,,,,,,,,,,,,,,,,,,
Brenton Strange,Brenton Strange,UNDER,player_receptions,Receptions,3.5,-110.0,0.5317695294174465,53.2%,0.6058984313914885,0.5317695294174465,0.4937655860349127,0.5238095238095238,3.8003943382533767,7.69675823050305,1.8051788135657452,1.714841041380349,Model Projection (Calibrated),True,LOW,<60%,HIGH,0.0041790029441594,0.4,Jacksonville Jaguars @ Indianapolis Colts,2025-12-28T18:00:00Z,TE,JAX,IND,17.0,0.5,3.457851048608696,10.0,3.457851048608696,,,,,,,23.76039080118923,25.670406240717597,1.8051788135657452,1.7618032089674958,2.805781575,2.738363061514427,0.2645502645502645,0.4188807295108663,,,,,,,,,0.3142688635674731,0.2645502645502645,0.0473275143773225,0.2477988236249391,0.6666666666666666,0.052286985058705,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,3.3333333333333335,3.0,37.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,None (Dome),healthy,active,out,0.0,0.0,True,0.0,False,0.0,1.5,False,,0.0927152317880794,,,0.7661698769988512,tier_3_blocking,0.0,0.7,-0.05,True,0.0,3.457851048608696,No significant adjustments,0.0,False,0.0,turf,36.0,28.727272727272727,36.27272727272727,0.0,,False,Brenton Strange,Brenton Strange,HIGH,0.6,0.1736444869628174,False,False,0.042148951391304,0.0118467442328105,DISABLED,0.5,0.5,,0.0,0.0,False,V7 disabled - using V14,,,,,0.0,False,,,False,0.848388391415448,UNDER,61.96505654294915,True,"V31: UNDER (proj=1.8 vs line=3.5, diff=+48%)",[],0.848388391415448,1.8051788135657452,UNDER,0.8319704221730174,UNDER,1.0,False,classifier_direction_mc_projection,True,⚠️ Player +25% vs opponent,False,False,0.0,False,True,,False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +0.04 LVT (line vs trailing) |   = P(UNDER): 85% | INPUTS: |   Line: 3.5 | Trailing: 3.5 |   Snaps: 77% | PICK: UNDER (LVT: +0.0) | Edge: +62.0%,63.0,MEDIUM,,,,,,,,,,,,,,,,,,
Travis Etienne Jr.,Travis Etienne,UNDER,player_receptions,Receptions,2.5,113.0,0.5255853226790237,52.6%,0.5852844089300788,0.5255853226790237,0.4430563625798954,0.4694835680751174,8.252896009912824,18.627192174504877,1.6445096871551244,1.7367930673628968,Model Projection (Calibrated),True,LOW,<60%,MEDIUM,0.0264373312624602,2.6,Jacksonville Jaguars @ Indianapolis Colts,2025-12-28T18:00:00Z,RB,JAX,IND,17.0,0.5,2.8340996835504293,15.0,2.8340996835504293,58.07128281134148,50.99095061252055,12.9443967,5.58078148410537,1.0519413432550253,0.7798350936789992,11.843753840638122,16.06166418319342,1.6445096871551244,1.852016580038634,2.1075065750000004,2.3734351642479914,0.1492295167674845,,,,,,,,,,0.95,0.6125,-0.0193135065784092,0.7463791927965059,1.0,0.811508647400598,1.0,-0.4763547742041426,1.0,0.0,1.0,4.25,4.0,31.75,4.0,45.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,None (Dome),healthy,active,out,0.0,0.0,True,0.0,False,0.0,1.5,False,,0.0927152317880794,0.4047619047619047,0.3125,0.6479894540744621,tier_2_occasional,0.0,0.7,0.0,True,0.0,2.8340996835504293,No significant adjustments,0.0,False,0.0,turf,36.0,28.727272727272727,36.27272727272727,0.0,,False,Travis Etienne,Travis Etienne,HIGH,0.6,0.3773139277961529,False,False,-0.3340996835504293,-0.113867870755553,DISABLED,0.5,0.5,,0.0,0.0,False,V7 disabled - using V14,,,,,0.0,False,,,False,0.7568522749781808,UNDER,44.48997976856178,True,"V31: UNDER (proj=1.6 vs line=2.5, diff=+34%)",[],0.7568522749781808,1.6445096871551244,UNDER,0.6779319737909891,UNDER,1.0,False,classifier_direction_mc_projection,True,⚠️ Player +75% vs opponent,False,False,0.0,False,True,,True,CALCULATION (log-odds): |   Base: 0.00 (50%) |   -0.33 LVT (line vs trailing) |   = P(UNDER): 76% | INPUTS: |   Line: 2.5 | Trailing: 2.8 |   Snaps: 65% | PICK: UNDER (LVT: -0.3) | Edge: +44.5%,66.0,HIGH,,,,,,,,,,,,,,,,,,
Jonathan Taylor,Jonathan Taylor,UNDER,player_receptions,Receptions,2.5,106.0,0.545140078478418,54.5%,0.6504669282613934,0.545140078478418,0.4580003897875657,0.4854368932038835,8.713968869085232,19.02611670947929,1.2642394130867536,1.612437847673395,Model Projection (Calibrated),True,LOW,<60%,MEDIUM,0.0290067362418729,2.9,Jacksonville Jaguars @ Indianapolis Colts,2025-12-28T18:00:00Z,RB,IND,JAX,17.0,0.5,2.492472555303604,15.0,2.492472555303604,68.91350574016985,59.85905551490933,13.660624125,5.708443432028267,1.246701008907105,1.1125128233967565,11.1723328169892,17.449562943533614,1.2642394130867536,1.6893788403422396,1.495006775,1.9977488327837631,0.1133088132385309,,,,,,,,,,0.95,0.6125,-0.0100512425597996,0.603533301536841,0.3333333333333333,0.4818637496033345,0.3333333333333333,-0.0390345217715696,0.3333333333333333,0.0,0.3333333333333333,3.0,2.0,24.5,2.0,98.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,None (Dome),healthy,active,questionable,0.0,0.0,True,0.0,False,0.0,1.5,False,EARLY,0.0441176470588235,0.6,0.5588235294117647,0.8597405167156752,tier_2_occasional,0.0,0.7,0.0,True,0.0,2.492472555303604,No significant adjustments,0.0,False,0.0,turf,34.45454545454545,25.818181818181817,34.63636363636363,0.0,,False,Jonathan Taylor,Jonathan Taylor,HIGH,0.6,0.151199809720825,False,False,0.0075274446963962,0.0029035773902395,DISABLED,0.5,0.5,,0.0,0.0,False,V7 disabled - using V14,,,,,0.0,False,,,False,0.8259784729074957,UNDER,57.68679937324917,True,"V31: UNDER (proj=1.3 vs line=2.5, diff=+49%)",[],0.8259784729074957,1.2642394130867536,UNDER,0.7677594771750085,UNDER,1.0,False,classifier_direction_mc_projection,True,⚠️ Player +60% vs opponent,False,False,0.0,False,True,,True,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +0.01 LVT (line vs trailing) |   = P(UNDER): 83% | INPUTS: |   Line: 2.5 | Trailing: 2.5 |   Snaps: 86% | PICK: UNDER (LVT: +0.0) | Edge: +57.7%,73.0,HIGH,,,,,,,,,,,,,,,,,,
Baker Mayfield,Baker Mayfield,UNDER,player_pass_attempts,Pass Attempts,30.5,-101.0,0.5188401395595912,51.9%,0.5269144850851303,0.5188401395595912,0.4740405382953979,0.5024875621890548,4.479960126419325,9.450584421595694,30.29527776898612,6.318705816973767,Model Projection (Calibrated),True,LOW,<60%,MEDIUM,0.0082171701286945,0.8,Tampa Bay Buccaneers @ Miami Dolphins,2025-12-28T18:00:00Z,QB,TB,MIA,17.0,0.5,28.86149843068068,15.0,28.86149843068068,,,,,,,,,,,,,,,127.28547580750477,83.54488803143045,17.813533333333332,4.62215283703264,19.559718900000004,6.15759127365022,0.9025456140350878,1.1918780623686114,0.95,0.6125,0.0283894062256858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),healthy,active,active,0.0,0.0,False,0.0,False,0.0,1.5,False,,,,,0.9764651864440512,default,0.0,0.3,0.0,True,4.764651864440506,28.86149843068068,snap_share: +4.8%,0.0,False,0.0,grass,36.54545454545455,26.272727272727273,36.63636363636363,0.0,,False,Baker Mayfield,Baker Mayfield,HIGH,0.6,0.0067122042955371,False,False,1.6385015693193203,0.0565751655854779,DISABLED,0.5,0.5,,0.0,0.0,False,V7 disabled - using V14,,,,,0.0,False,,,False,0.9509200336266628,UNDER,81.53927914690836,True,"V31: UNDER (proj=30.3 vs line=30.5, diff=+36%)",[],0.9509200336266628,30.29527776898612,UNDER,0.5129232265981573,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0.0,False,True,,False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +1.64 LVT (line vs trailing) |   = P(UNDER): 95% | INPUTS: |   Line: 30.5 | Trailing: 28.9 |   Snaps: 98% | PICK: UNDER (LVT: +1.6) | Edge: +81.5%,93.0,VERY HIGH,,,,,,,,,,,,,,,,,,
Quinn Ewers,Quinn Ewers,UNDER,player_pass_attempts,Pass Attempts,29.5,-125.0,0.8051924852831162,80.5%,0.935989264690166,0.8051924852831162,0.5238589211618258,0.5555555555555556,28.13335641212904,53.704070458004736,22.138129828552007,5.3334245274919425,Model Projection (Calibrated),True,ELITE,90%+,MEDIUM,0.1,10.0,Tampa Bay Buccaneers @ Miami Dolphins,2025-12-28T18:00:00Z,QB,MIA,TB,17.0,0.5,21.749999999999996,2.0,21.749999999999996,,,,,,,,,,,,,,,115.52296049967424,79.13108671842807,14.330766666666667,4.172053061210458,14.576535675000002,5.303512030406519,0.6307245614035089,0.9986963146466944,0.95,0.6125,0.0191744887470476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),healthy,sus,active,0.0,0.0,False,0.0,False,0.0,1.5,False,EARLY,,,,0.7037499999999999,default,0.0,0.3,0.0,True,2.037500000000003,21.749999999999996,snap_share: +2.0%,0.0,False,0.0,grass,32.09090909090909,23.454545454545453,32.18181818181818,0.0,,False,Quinn Ewers,Quinn Ewers,HIGH,0.6,0.2495549210660336,False,False,7.7500000000000036,0.3546910755148743,DISABLED,0.5,0.5,,0.0,0.0,False,V7 disabled - using V14,,,,,0.0,False,,,False,0.9918132281654672,UNDER,89.34616174068009,True,"V31: UNDER (proj=22.1 vs line=29.5, diff=+51%)",[],0.9918132281654672,22.138129828552007,UNDER,0.9162570157905496,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0.0,False,True,,False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +7.75 LVT (line vs trailing) |   = P(UNDER): 99% | INPUTS: |   Line: 29.5 | Trailing: 21.7 |   Snaps: 70% | PICK: UNDER (LVT: +7.8) | Edge: +89.3%,72.0,HIGH,,,,,,,,,,,,,,,,,,
Baker Mayfield,Baker Mayfield,UNDER,player_pass_completions,Pass Completions,20.5,-125.0,0.6373871289762282,63.7%,0.7747742579524564,0.6373871289762282,0.5238589211618258,0.5555555555555556,11.352820781440244,21.671523234274048,17.428337798644243,4.612027060542923,Model Projection (Calibrated),True,HIGH,75-90%,MEDIUM,0.0460302600491283,4.6,Tampa Bay Buccaneers @ Miami Dolphins,2025-12-28T18:00:00Z,QB,TB,MIA,17.0,0.5,17.387753493424245,15.0,17.387753493424245,,,,,,,,,,,,,,,127.28547580750477,83.54488803143045,17.813533333333332,4.62215283703264,19.559718900000004,6.15759127365022,0.9025456140350878,1.1918780623686114,0.95,0.6125,0.0283894062256858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),healthy,active,active,0.0,0.0,False,0.0,False,0.0,1.5,False,,,,,0.9764651864440512,tier_1_starter,0.0,0.5,0.1,True,0.0,17.387753493424245,No significant adjustments,0.0,False,0.0,grass,36.54545454545455,26.272727272727273,36.63636363636363,0.0,,False,Baker Mayfield,Baker Mayfield,HIGH,0.65,0.1498371805539393,False,False,3.1122465065757545,0.1779671990313691,DISABLED,0.5,0.5,,0.0,0.0,False,V7 disabled - using V14,,,,,0.0,False,,,False,0.7307111142471552,UNDER,39.499394538093256,True,"V31: UNDER (proj=17.4 vs line=20.5, diff=+13%)",[],0.7307111142471552,17.428337798644243,UNDER,0.7472980655264084,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0.0,False,True,,False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +3.11 LVT (line vs trailing) |   = P(UNDER): 73% | INPUTS: |   Line: 20.5 | Trailing: 17.4 |   Snaps: 98% | PICK: UNDER (LVT: +3.1) | Edge: +39.5%,98.0,VERY HIGH,,,,,,,,,,,,,,,,,,
Jaylen Waddle,Jaylen Waddle,UNDER,player_reception_yds,Receiving Yards,57.5,-112.0,0.5509710100605323,55.1%,0.6341342370014008,0.5509710100605323,0.5,0.5283018867924528,5.0971010060532285,10.194202012106455,41.47625670326259,33.37482904383942,Model Projection (Calibrated),True,STANDARD,60-75%,MEDIUM,0.0120146353320821,1.2,Tampa Bay Buccaneers @ Miami Dolphins,2025-12-28T18:00:00Z,WR,MIA,TB,17.0,0.5,54.567260275439615,15.0,54.567260275439615,,,,,,,41.47625670326259,35.6866052014555,2.6509014085869995,1.998670721269238,4.673059025000001,3.523294461942623,0.48,0.6555750986729133,,,,,,,,,0.564577336617878,0.48,0.0191744887470476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),healthy,sus,active,0.0,0.0,False,0.0,False,0.0,1.5,False,EARLY,0.1466666666666666,,,0.7839010185908377,tier_2_primary,0.0,0.62,0.05,True,0.0,54.567260275439615,No significant adjustments,0.0,False,0.0,grass,32.09090909090909,23.454545454545453,32.18181818181818,0.0,,False,Jaylen Waddle,Jaylen Waddle,HIGH,0.7,0.1989854481729079,False,False,2.932739724560385,0.0536470953507428,DISABLED,0.5,0.5,,0.0,0.0,False,V7 disabled - using V14,,,,,0.0,False,,,False,0.7530144478115975,UNDER,43.75730367312316,True,"V31: UNDER (proj=41.5 vs line=57.5, diff=+28%)",[],0.7530144478115975,41.47625670326259,UNDER,0.6732887962957468,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0.0,False,True,,False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +2.93 LVT (line vs trailing) |   = P(UNDER): 75% | INPUTS: |   Line: 57.5 | Trailing: 54.6 |   Snaps: 78% | PICK: UNDER (LVT: +2.9) | Edge: +43.8%,73.0,HIGH,,,,,,,,,,,,,,,,,,
Mike Evans,Mike Evans,UNDER,player_reception_yds,Receiving Yards,56.5,-110.0,0.5398403761580663,54.0%,0.6048430951528061,0.5398403761580663,0.495787700084246,0.5238095238095238,4.405267607382035,8.885391078950681,31.165388978220783,24.70049289143946,Model Projection (Calibrated),True,LOW,<60%,MEDIUM,0.0084161974829848,0.8,Tampa Bay Buccaneers @ Miami Dolphins,2025-12-28T18:00:00Z,WR,TB,MIA,17.0,0.5,53.93703007518797,6.0,53.93703007518797,,,,,,,31.165388978220783,25.200795184416847,2.7270127144866123,1.8741795492796487,5.611112650000001,3.856319598903713,0.3119266055045871,0.5634032737647954,,,,,,,,,0.3837228370849884,0.3119266055045871,0.0283894062256858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),healthy,active,active,0.0,0.0,False,0.0,False,0.0,1.5,False,,0.1266666666666666,,,0.5808794307196564,tier_2_primary,0.0,0.62,0.05,True,0.0,53.93703007518797,No significant adjustments,0.0,False,0.0,grass,36.54545454545455,26.272727272727273,36.63636363636363,0.0,,False,Mike Evans,Mike Evans,HIGH,0.7,0.1519109728951493,False,False,2.5629699248120303,0.0474298813470295,DISABLED,0.5,0.5,,0.0,0.0,False,V7 disabled - using V14,,,,,0.0,False,,,False,0.8588417020163355,UNDER,63.96068856675495,True,"V31: UNDER (proj=31.2 vs line=56.5, diff=+45%)",[],0.8588417020163355,31.165388978220783,UNDER,0.8426261956387127,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0.0,False,True,,False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +2.56 LVT (line vs trailing) |   = P(UNDER): 86% | INPUTS: |   Line: 56.5 | Trailing: 53.9 |   Snaps: 58% | PICK: UNDER (LVT: +2.6) | Edge: +64.0%,65.0,HIGH,,,,,,,,,,,,,,,,,,
De'Von Achane,De'Von Achane,UNDER,player_reception_yds,Receiving Yards,27.5,-115.0,0.5714015927285087,57.1%,0.7380053090950288,0.5714015927285087,0.5063197809142617,0.5348837209302325,6.5081811814247,12.85389476522698,10.439915793171284,14.573284723272373,Model Projection (Calibrated),True,STANDARD,60-75%,STANDARD,0.0196283560915733,2.0,Tampa Bay Buccaneers @ Miami Dolphins,2025-12-28T18:00:00Z,RB,MIA,TB,17.0,0.5,26.831516034605045,15.0,26.831516034605045,68.32807079739933,60.93299833013481,12.06695785,5.3579276885336515,0.7879582470694458,0.8167124334114726,10.439915793171284,14.916865097887134,1.5785317275,1.8922503338001204,1.8570961500000005,2.2261768632942593,0.1384613688133648,,,,,,,,,,0.95,0.6125,-0.0521639763993768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),healthy,sus,active,0.0,0.0,False,0.0,False,0.0,1.5,False,EARLY,0.16,0.5403225806451613,0.5806451612903226,0.6937116295429204,tier_2_occasional,0.0,0.7,0.0,True,0.0,26.831516034605045,No significant adjustments,0.0,False,0.0,grass,32.09090909090909,23.454545454545453,32.18181818181818,0.0,,False,De'Von Achane,De'Von Achane,HIGH,0.7,0.3376804832538813,False,False,0.6684839653949552,0.0248216240235418,DISABLED,0.5,0.5,,0.0,0.0,False,V7 disabled - using V14,,,,,0.0,False,,,False,0.894724355396662,UNDER,70.81101330299909,True,"V31: UNDER (proj=10.4 vs line=27.5, diff=+62%)",[],0.894724355396662,10.439915793171284,UNDER,0.8736213130954484,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0.0,False,True,,False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +0.67 LVT (line vs trailing) |   = P(UNDER): 89% | INPUTS: |   Line: 27.5 | Trailing: 26.8 |   Snaps: 69% | PICK: UNDER (LVT: +0.7) | Edge: +70.8%,66.0,HIGH,,,,,,,,,,,,,,,,,,
Malik Washington,Malik Washington,UNDER,player_reception_yds,Receiving Yards,16.5,-112.0,0.5517192154571473,55.2%,0.6723973848571578,0.5517192154571473,0.5,0.5283018867924528,5.1719215457147305,10.34384309142946,9.196253163691916,11.775509827043834,Model Projection (Calibrated),True,STANDARD,60-75%,MEDIUM,0.012411184192288,1.2,Tampa Bay Buccaneers @ Miami Dolphins,2025-12-28T18:00:00Z,WR,MIA,TB,17.0,0.5,19.72425872585855,15.0,19.72425872585855,,,,,,,9.196253163691916,12.405757511299669,1.52589868625,1.8574824638016252,1.7951749250000002,2.1852734868254413,0.1886792452830188,0.3056055391440992,,,,,,,,,0.1648871182179828,0.1886792452830188,0.0191744887470476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),healthy,sus,active,0.0,0.0,False,0.0,False,0.0,1.5,False,EARLY,0.0733333333333333,,,0.5424414885088971,tier_4_limited,0.0,0.7,-0.05,True,0.0,19.72425872585855,No significant adjustments,0.0,False,0.0,grass,32.09090909090909,23.454545454545453,32.18181818181818,0.0,,False,Malik Washington,Malik Washington,HIGH,0.7,0.3186829509182448,False,False,-3.224258725858551,-0.1626420826344877,DISABLED,0.5,0.5,,0.0,0.0,False,V7 disabled - using V14,,,,,0.0,False,,,False,0.8199176961853387,UNDER,56.52974199901921,True,"V31: UNDER (proj=9.2 vs line=16.5, diff=+44%)",[],0.8199176961853387,9.196253163691916,UNDER,0.7219816402196494,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0.0,False,True,,False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   -3.22 LVT (line vs trailing) |   = P(UNDER): 82% | INPUTS: |   Line: 16.5 | Trailing: 19.7 |   Snaps: 54% | PICK: UNDER (LVT: -3.2) | Edge: +56.5%,61.0,MEDIUM,,,,,,,,,,,,,,,,,,
