player,nflverse_name,pick,market,market_display,line,odds,model_prob,model_prob_pct,raw_prob,calibrated_prob,market_prob,market_prob_with_vig,edge_pct,roi_pct,model_projection,model_std,strategy,calibration_applied,confidence,confidence_pct,priority,kelly_fraction,kelly_units,game,position,team,opponent,week,hist_over_rate,hist_avg,hist_count,rushing_yards_mean,rushing_yards_std,rushing_attempts_mean,rushing_attempts_std,rushing_tds_mean,rushing_tds_std,receiving_yards_mean,receiving_yards_std,receptions_mean,receptions_std,targets_mean,targets_std,receiving_tds_mean,receiving_tds_std,passing_yards_mean,passing_yards_std,passing_completions_mean,passing_completions_std,passing_attempts_mean,passing_attempts_std,passing_tds_mean,passing_tds_std,raw_td_prob,calibrated_td_prob,opponent_def_epa,player_receptions_vs_opp_divergence,player_receptions_vs_opp_confidence,player_reception_yds_vs_opp_divergence,player_reception_yds_vs_opp_confidence,player_rush_yds_vs_opp_divergence,player_rush_yds_vs_opp_confidence,player_pass_yds_vs_opp_divergence,player_pass_yds_vs_opp_confidence,vs_opp_avg_receptions,vs_opp_games_receptions,vs_opp_avg_receiving_yards,vs_opp_games_receiving_yards,vs_opp_avg_rushing_yards,vs_opp_games_rushing_yards,vs_opp_avg_passing_yards,vs_opp_games_passing_yards,vs_opp_avg_completions,vs_opp_games_completions,total_adjustment,passing_adjustment,severity,injury_qb_status,injury_wr1_status,injury_rb1_status,weather_total_adjustment,weather_passing_adjustment,is_divisional_game,rest_epa_adjustment,is_coming_off_bye,travel_epa_adjustment,home_field_advantage_points,is_primetime_game,primetime_type,redzone_target_share,redzone_carry_share,goalline_carry_share,snap_share,calibration_tier,tier_bias_adjustment,tier_shrinkage,tier_confidence_boost,elevation_feet,is_high_altitude,altitude_epa_adjustment,field_surface,team_pass_attempts,team_rush_attempts,team_targets,game_script_dynamic,market_blended_prob,role_override_applied,player_dk,player_pbp,snr_tier,snr_conf_threshold,model_market_deviation,line_vs_trailing,profitable_strategy,strategy_validated,line_vs_trailing_pct,v7_rule_signal,v7_p_under,v7_p_over,v7_best_direction,v7_best_ev,v7_kelly_size,v7_validated,v7_reason,v6_p_under,v6_p_over,v6_best_direction,v6_best_ev,v6_kelly_size,v6_value_validated,v5_p_under,v5_threshold,v5_edge_validated,model_p_under,model_best_direction,model_best_ev,model_validated,model_reason,opponent_conflict,opponent_conflict_reason,sharp_under,sharp_over,line_movement,sharp_confirmed,model_reasoning
Jahmyr Gibbs,Jahmyr Gibbs,Under,player_rush_attempts,Rush Attempts,15.5,-122,0.5873834108680683,58.7%,0.6747668217361367,0.5873834108680683,0.5187593796898449,0.5495495495495496,6.862403117822346,13.228489713140666,13.945233333333332,4.74627228593369,Model Projection (Calibrated),True,STANDARD,60-75%,HIGH,0.02099779303177793,2.1,Detroit Lions @ Minnesota Vikings,RB,DET,MIN,17,0.5,13.8,20,73.15011289453349,45.65954693808457,13.945233333333332,4.74627228593369,0.6548811864160174,0.9499472353767868,46.12570879772469,32.15097452666628,5.344343076176387,2.7249637521075316,6.9831666666666665,3.560564089984744,0.2366159507429908,,,,,,,,,,0.95,0.6125,0.0010114058357247,-0.3918803576649847,1.0,-0.4851027633168522,1.0,0.2474348485498935,1.0,0.0,1.0,3.25,4.0,23.75,4.0,91.25,4.0,0.0,4.0,0.0,4.0,0.0,0.0,None (Dome),active,questionable,active,0.0,0.0,True,0.0,False,0.0,1.5,False,,0.1366120218579235,0.5080213903743316,0.4406779661016949,0.7862001398602217,tier_1_workhorse,0.0,0.5,0.1,0,False,0.0,turf,33.833333333333336,26.916666666666668,34.0,0.0,,False,Jahmyr Gibbs,Jahmyr Gibbs,HIGH,0.5,0.10030752688172048,1.5547666666666675,False,False,0.11069710483034584,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,,,0,False,name 'week' is not defined,False,,False,False,0,False,📊 STATS: • Vegas Line: 15.5 • 4-Week Trailing Avg: 13.9 • LVT (Line vs Trailing): +1.6 • 🎯 PROJECTION: • Monte Carlo Projection: 13.9 • Snap Share: 79% • Player Tier: Tier 1 Workhorse • 🔮 CLASSIFIER: • P(UNDER): 50.0% • P(OVER): 50.0% • Pick: UNDER • Expected Value: +0.0% • Kelly Sizing: 2.1% • 💡 WHY UNDER: • Line (15.5) set above trailing avg (13.9) • Model expects regression toward mean • Projection (13.9) is below line (15.5)
Bo Nix,Bo Nix,Under,player_pass_attempts,Pass Attempts,33.5,-119,0.5490911975220225,54.9%,0.5701302821743179,0.5490911975220225,0.512482836100362,0.54337899543379,3.6608361421660462,7.1433341456320045,32.653166666666664,6.554637541890135,Model Projection (Calibrated),True,LOW,<60%,MEDIUM,0.0031274306433073367,0.3,Denver Broncos @ Kansas City Chiefs,QB,DEN,KC,17,0.6428571428571429,37.642857142857146,28,,,,,,,,,,,,,,,259.4288998291023,113.22657118191724,19.6743,4.838355730686476,32.653166666666664,6.554637541890135,0.9132912280701756,1.1999027664310506,0.95,0.6125,0.0232539018561999,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0330383398940668,0.3333333333333333,0.0,2.0,0.0,2.0,21.0,2.0,268.0,2.0,24.0,2.0,0.0,0.0,None (No data),active,active,active,0.0,0.0,True,0.0,False,0.0,1.5,False,,,,,0.9993278375593132,default,0.0,0.3,0.0,0,False,0.0,turf,36.81818181818182,25.272727272727273,36.90909090909091,0.0,,False,Bo Nix,Bo Nix,HIGH,0.5,0.025278606965174217,0.8468333333333362,False,False,0.025855006386151045,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,,,0,False,name 'week' is not defined,False,,False,False,0,False,📊 STATS: • Vegas Line: 33.5 • 4-Week Trailing Avg: 32.7 • LVT (Line vs Trailing): +0.8 • 🎯 PROJECTION: • Monte Carlo Projection: 32.7 • Snap Share: 100% • Player Tier: Default • 🔮 CLASSIFIER: • P(UNDER): 50.0% • P(OVER): 50.0% • Pick: UNDER • Expected Value: +0.0% • Kelly Sizing: 0.3% • 💡 WHY UNDER: • Line (33.5) set above trailing avg (32.7) • Model expects regression toward mean • Projection (32.7) is below line (33.5)
Bo Nix,Bo Nix,Under,player_pass_completions,Pass Completions,22.5,-128,0.6226173141799269,62.3%,0.7452346283598538,0.6226173141799269,0.5301681503461919,0.5614035087719298,9.244916383373504,17.437706088788456,19.6743,4.838355730686476,Model Projection (Calibrated),True,HIGH,75-90%,MEDIUM,0.03489186908255835,3.5,Denver Broncos @ Kansas City Chiefs,QB,DEN,KC,17,0.5384615384615384,23.615384615384617,26,,,,,,,,,,,,,,,259.4288998291023,113.22657118191724,19.6743,4.838355730686476,32.653166666666664,6.554637541890135,0.9132912280701756,1.1999027664310506,0.95,0.6125,0.0232539018561999,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0330383398940668,0.3333333333333333,0.0,2.0,0.0,2.0,21.0,2.0,268.0,2.0,24.0,2.0,0.0,0.0,None (No data),active,active,active,0.0,0.0,True,0.0,False,0.0,1.5,False,,,,,0.9993278375593132,tier_1_starter,0.0,0.5,0.1,0,False,0.0,turf,36.81818181818182,25.272727272727273,36.90909090909091,0.0,,False,Bo Nix,Bo Nix,HIGH,0.5,0.1255866666666667,2.825700000000001,False,False,0.14289759940933439,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,,,0,False,name 'week' is not defined,False,,False,False,0,False,📊 STATS: • Vegas Line: 22.5 • 4-Week Trailing Avg: 19.7 • LVT (Line vs Trailing): +2.8 • 🎯 PROJECTION: • Monte Carlo Projection: 19.7 • Snap Share: 100% • Player Tier: Tier 1 Starter • 🔮 CLASSIFIER: • P(UNDER): 50.0% • P(OVER): 50.0% • Pick: UNDER • Expected Value: +0.0% • Kelly Sizing: 3.5% • 💡 WHY UNDER: • Line (22.5) set above trailing avg (19.7) • Model expects regression toward mean • Projection (19.7) is below line (22.5)
Troy Franklin,Troy Franklin,Under,player_receptions,Receptions,3.5,-120,0.5192090092763194,51.9%,0.5505500244113669,0.5192090092763194,0.5145711906744379,0.5454545454545454,0.4637818601881505,0.9012977574206615,3.435788170019653,2.0891006095776588,Model Projection (Calibrated),True,LOW,<60%,HIGH,0.0,0.0,Denver Broncos @ Kansas City Chiefs,WR,DEN,KC,17,0.41304347826086957,3.0434782608695654,46,,,,,,,26.58395852568246,18.87176479742647,3.1357881700196533,2.0891006095776588,4.026666666666666,2.6826148106320113,0.3033333333333334,0.5068444852439674,,,,,,,,,0.2969637955103215,0.3033333333333333,0.0232539018561999,-0.5216513620591282,0.3333333333333333,-0.605024963086063,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,1.5,2.0,10.5,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,None (No data),active,active,active,0.0,0.0,True,0.0,False,0.0,1.5,False,,0.1688311688311688,,,0.5485975673010137,tier_2_primary,0.0,0.62,0.05,0,False,0.0,turf,36.81818181818182,25.272727272727273,36.90909090909091,0.0,,False,Troy Franklin,Troy Franklin,HIGH,0.5,0.018346237137241976,0.06421182998034691,True,True,0.018160542117541506,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,,,0,False,name 'week' is not defined,False,,False,False,0,False,📊 STATS: • Vegas Line: 3.5 • 4-Week Trailing Avg: 3.4 • LVT (Line vs Trailing): +0.1 • 🎯 PROJECTION: • Monte Carlo Projection: 3.4 • Snap Share: 55% • Player Tier: Tier 2 Primary • 🔮 CLASSIFIER: • P(UNDER): 50.0% • P(OVER): 50.0% • Pick: UNDER • Expected Value: +0.0% • 📈 VS KC (INFO ONLY): • Prior Games: 2 • Avg vs KC: 1.6 • Divergence: -52% • ⚠️ Does NOT affect pick - LVT is primary signal • 💡 WHY UNDER: • Line (3.5) set above trailing avg (3.4) • Model expects regression toward mean • Projection (3.4) is below line (3.5)
C.J. Stroud,C.J. Stroud,Under,player_pass_completions,Pass Completions,20.5,-116,0.7051770751136819,70.5%,0.9103541502273639,0.7051770751136819,0.5062344139650873,0.5370370370370371,19.89426611485946,39.29852567516573,15.1556,4.256413432300329,Model Projection (Calibrated),True,ELITE,90%+,MEDIUM,0.09079562056138821,9.1,Houston Texans @ Los Angeles Chargers,QB,HOU,LAC,17,0.5555555555555556,19.88888888888889,18,,,,,,,,,,,,,,,188.28585020419743,86.51137661679671,15.1556,4.256413432300329,25.5661,5.79192807189454,0.7086087719298246,1.052799029043794,0.95,0.6125,0.0059228347802527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (Dome),active,active,out,0.0,0.0,False,0.0,False,0.0,1.5,False,,,,,0.9624275248998824,tier_1_starter,0.0,0.5,0.1,0,False,0.0,turf,38.27272727272727,25.454545454545453,38.36363636363637,0.0,,False,C.J. Stroud,C.J. Stroud,HIGH,0.5,0.2607024390243903,5.3444,False,False,0.350323815516925,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,,,0,False,name 'week' is not defined,False,,False,False,0,False,📊 STATS: • Vegas Line: 20.5 • 4-Week Trailing Avg: 15.2 • LVT (Line vs Trailing): +5.3 • 🎯 PROJECTION: • Monte Carlo Projection: 15.2 • Snap Share: 96% • Player Tier: Tier 1 Starter • 🔮 CLASSIFIER: • P(UNDER): 50.0% • P(OVER): 50.0% • Pick: UNDER • Expected Value: +0.0% • Kelly Sizing: 9.1% • 💡 WHY UNDER: • Line (20.5) set above trailing avg (15.2) • Model expects regression toward mean • Projection (15.2) is below line (20.5)
C.J. Stroud,C.J. Stroud,Over,player_pass_yds,Passing Yards,221.5,-111,0.585895600993984,58.6%,0.671791201987968,0.585895600993984,0.4978941161605526,0.5260663507109005,8.800148483343134,17.674738860552047,259.98585020419745,86.51137661679671,Model Projection (Calibrated),True,STANDARD,60-75%,HIGH,0.03155992952432655,3.2,Houston Texans @ Los Angeles Chargers,QB,HOU,LAC,17,0.4146341463414634,210.09756097560975,82,,,,,,,,,,,,,,,188.28585020419743,86.51137661679671,15.1556,4.256413432300329,25.5661,5.79192807189454,0.7086087719298246,1.052799029043794,0.95,0.6125,0.0059228347802527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (Dome),active,active,out,0.0,0.0,False,0.0,False,0.0,1.5,False,,,,,0.9624275248998824,tier_1_starter,0.0,0.5,0.1,0,False,0.0,turf,38.27272727272727,25.454545454545453,38.36363636363637,0.0,,False,C.J. Stroud,C.J. Stroud,MEDIUM,0.5,0.17375101672323903,-38.48585020419745,False,False,-0.14797364091118992,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,,,0,False,name 'week' is not defined,False,,False,False,0,False,📊 STATS: • Vegas Line: 221.5 • 4-Week Trailing Avg: 260.0 • LVT (Line vs Trailing): -38.5 • 🎯 PROJECTION: • Monte Carlo Projection: 260.0 • Snap Share: 96% • Player Tier: Tier 1 Starter • 🔮 CLASSIFIER: • P(UNDER): 50.0% • P(OVER): 50.0% • Pick: OVER • Expected Value: +0.0% • Kelly Sizing: 3.2% • 💡 WHY OVER: • Line (221.5) set below trailing avg (260.0) • Model expects upward correction • Projection (260.0) is above line (221.5)
Justin Herbert,Justin Herbert,Over,player_pass_yds,Passing Yards,213.5,-112,0.5559690031158913,55.6%,0.6119380062317825,0.5559690031158913,0.5,0.5283018867924528,5.596900311589126,11.193800623178252,235.46644927480526,77.2450013354262,Model Projection (Calibrated),True,STANDARD,60-75%,HIGH,0.01466357165142236,1.5,Houston Texans @ Los Angeles Chargers,QB,LAC,HOU,17,0.34146341463414637,211.3048780487805,82,,,,,,,,,,,,,,,163.76644927480527,77.2450013354262,13.325133333333332,3.989956764455252,22.041566666666668,5.3965148209026745,0.7402438596491229,1.0768115815787933,0.95,0.6125,-0.0131505953466265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (Dome),active,active,questionable,0.0,0.0,False,0.0,False,0.0,1.5,False,AFTERNOON,,,,0.9728127387243766,tier_1_starter,0.0,0.5,0.1,0,False,0.0,turf,38.54545454545455,24.818181818181817,38.63636363636363,0.0,,False,Justin Herbert,Justin Herbert,MEDIUM,0.5,0.10288735023327988,-21.966449274805257,False,False,-0.09324948158971404,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,,,0,False,name 'week' is not defined,False,,False,False,0,False,📊 STATS: • Vegas Line: 213.5 • 4-Week Trailing Avg: 235.5 • LVT (Line vs Trailing): -22.0 • 🎯 PROJECTION: • Monte Carlo Projection: 235.5 • Snap Share: 97% • Player Tier: Tier 1 Starter • 🔮 CLASSIFIER: • P(UNDER): 50.0% • P(OVER): 50.0% • Pick: OVER • Expected Value: +0.0% • Kelly Sizing: 1.5% • 💡 WHY OVER: • Line (213.5) set below trailing avg (235.5) • Model expects upward correction • Projection (235.5) is above line (213.5)
Tre Harris,Tre Harris,Under,player_reception_yds,Receiving Yards,20.5,-114,0.529382991778024,52.9%,0.5979433059267463,0.529382991778024,0.5042122999157539,0.5327102803738317,2.5170691862270056,4.992082078615633,15.46603972820811,20.29600369171387,Model Projection (Calibrated),True,LOW,<60%,MEDIUM,0.0,0.0,Houston Texans @ Los Angeles Chargers,WR,LAC,HOU,17,0.5909090909090909,13.363636363636363,22,,,,,,,23.66603972820811,20.29600369171387,2.2162349638228047,1.7088217475654686,3.0441,2.347144759773741,0.1886792452830188,0.2977376623061912,,,,,,,,,0.1172326049501749,0.1886792452830188,-0.0131505953466265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (Dome),active,active,questionable,0.0,0.0,False,0.0,False,0.0,1.5,False,AFTERNOON,0.0298507462686567,,,0.5640078372649103,tier_3_secondary,0.0,0.7,0.0,0,False,0.0,turf,38.54545454545455,24.818181818181817,38.63636363636363,0.0,,False,Tre Harris,Tre Harris,HIGH,0.5,0.2455590376483849,5.033960271791891,False,False,0.32339377000750963,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,,,0,False,name 'week' is not defined,False,,False,False,0,False,📊 STATS: • Vegas Line: 20.5 • 4-Week Trailing Avg: 15.5 • LVT (Line vs Trailing): +5.0 • 🎯 PROJECTION: • Monte Carlo Projection: 15.5 • Snap Share: 56% • Player Tier: Tier 3 Secondary • 🔮 CLASSIFIER: • P(UNDER): 50.0% • P(OVER): 50.0% • Pick: UNDER • Expected Value: +0.0% • 💡 WHY UNDER: • Line (20.5) set above trailing avg (15.5) • Model expects regression toward mean • Projection (15.5) is below line (20.5)
Nico Collins,Nico Collins,Under,player_receptions,Receptions,4.5,103,0.5518414365182505,55.2%,0.6364248329427645,0.5518414365182505,0.4640371229698376,0.49261083743842365,8.780431354841284,18.921829569682966,3.961158310895885,1.874165344918406,Model Projection (Calibrated),True,STANDARD,60-75%,HIGH,0.029184008769914702,2.9,Houston Texans @ Los Angeles Chargers,WR,HOU,LAC,17,0.4107142857142857,5.267857142857143,56,,,,,,,59.6064520756225,34.13584266904557,3.6611583108958854,1.874165344918406,6.844866666666666,3.5039216575463303,0.391304347826087,0.5992917588472432,,,,,,,,,0.5067743265232396,0.391304347826087,0.0059228347802527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (Dome),active,active,out,0.0,0.0,False,0.0,False,0.0,1.5,False,,0.1925465838509316,,,0.7779872073867802,tier_2_primary,0.0,0.62,0.05,0,False,0.0,turf,38.27272727272727,25.454545454545453,38.36363636363637,0.0,,False,Nico Collins,Nico Collins,HIGH,0.5,0.11974259757869217,0.5388416891041148,True,True,0.13268177398020398,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,,,0,False,name 'week' is not defined,False,,False,False,0,False,📊 STATS: • Vegas Line: 4.5 • 4-Week Trailing Avg: 4.0 • LVT (Line vs Trailing): +0.5 • 🎯 PROJECTION: • Monte Carlo Projection: 4.0 • Snap Share: 78% • Player Tier: Tier 2 Primary • 🔮 CLASSIFIER: • P(UNDER): 50.0% • P(OVER): 50.0% • Pick: UNDER • Expected Value: +0.0% • Kelly Sizing: 2.9% • 💡 WHY UNDER: • Line (4.5) set above trailing avg (4.0) • Model expects regression toward mean • Projection (4.0) is below line (4.5)
Keenan Allen,Keenan Allen,Over,player_receptions,Receptions,3.5,-114,0.5144287208556014,51.4%,0.548095736185338,0.5144287208556014,0.5020774472328402,0.5327102803738317,1.2351273622761227,2.4600335447916026,3.9067136089043104,2.3475487063912244,Model Projection (Calibrated),True,LOW,<60%,HIGH,0.0,0.0,Houston Texans @ Los Angeles Chargers,WR,LAC,HOU,17,0.46774193548387094,5.451612903225806,62,,,,,,,28.784357872466412,21.74686333460399,3.6067136089043106,2.3475487063912244,4.2939,2.7948266714294348,0.1886792452830188,0.4047122091341231,,,,,,,,,0.1524450980038117,0.1886792452830188,-0.0131505953466265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (Dome),active,active,questionable,0.0,0.0,False,0.0,False,0.0,1.5,False,AFTERNOON,0.1119402985074626,,,0.4975410290856767,tier_3_secondary,0.0,0.7,0.0,0,False,0.0,turf,38.54545454545455,24.818181818181817,38.63636363636363,0.0,,False,Keenan Allen,Keenan Allen,HIGH,0.5,0.1162038882583744,-0.4067136089043104,False,False,-0.10150803092101501,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,,,0,False,name 'week' is not defined,False,,False,False,0,False,📊 STATS: • Vegas Line: 3.5 • 4-Week Trailing Avg: 3.9 • LVT (Line vs Trailing): -0.4 • 🎯 PROJECTION: • Monte Carlo Projection: 3.9 • Snap Share: 50% • Player Tier: Tier 3 Secondary • 🔮 CLASSIFIER: • P(UNDER): 50.0% • P(OVER): 50.0% • Pick: OVER • Expected Value: +0.0% • 💡 WHY OVER: • Line (3.5) set below trailing avg (3.9) • Model expects upward correction • Projection (3.9) is above line (3.5)
Omarion Hampton,Omarion Hampton,Under,player_rush_yds,Rushing Yards,62.5,-111,0.5434558309175703,54.3%,0.6448527697252342,0.5434558309175703,0.4978941161605526,0.5260663507109005,4.55617147570177,9.150884350343622,44.71555840646955,47.877054181834126,Model Projection (Calibrated),True,LOW,<60%,STANDARD,0.009172950809018367,0.9,Houston Texans @ Los Angeles Chargers,RB,LAC,HOU,17,0.5555555555555556,58.888888888888886,18,79.61555840646955,47.877054181834126,16.9017,5.200311251261794,0.6118756356074436,0.6857403946749009,10.928957184459636,12.44114817955938,1.4858594496491362,1.4775558866143517,1.8287666666666669,1.818546804151295,0.0691664310858936,,,,,,,,,,0.95,0.6125,-0.0191290802200043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (Dome),active,active,questionable,0.0,0.0,False,0.0,False,0.0,1.5,False,AFTERNOON,0.0074626865671641,0.1782945736434108,0.1538461538461538,0.5008019496750543,tier_2_committee_lead,0.0,0.7,0.05,0,False,0.0,turf,38.54545454545455,24.818181818181817,38.63636363636363,0.0,,False,Omarion Hampton,Omarion Hampton,HIGH,0.5,0.28455106549648723,17.784441593530453,False,False,0.396836327068126,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,,,0,False,name 'week' is not defined,False,,False,False,0,False,📊 STATS: • Vegas Line: 62.5 • 4-Week Trailing Avg: 44.7 • LVT (Line vs Trailing): +17.8 • 🎯 PROJECTION: • Monte Carlo Projection: 44.7 • Snap Share: 50% • Player Tier: Tier 2 Committee Lead • 🔮 CLASSIFIER: • P(UNDER): 50.0% • P(OVER): 50.0% • Pick: UNDER • Expected Value: +0.0% • Kelly Sizing: 0.9% • 💡 WHY UNDER: • Line (62.5) set above trailing avg (44.7) • Model expects regression toward mean • Projection (44.7) is below line (62.5)
Jacoby Brissett,Jacoby Brissett,Under,player_pass_attempts,Pass Attempts,37.5,-119,0.781913801879674,78.2%,0.9027340026852485,0.781913801879674,0.512482836100362,0.54337899543379,26.943096577931193,52.57365648174565,30.261566666666667,6.263456144884299,Model Projection (Calibrated),True,ELITE,90%+,MEDIUM,0.1,10.0,Arizona Cardinals @ Cincinnati Bengals,QB,ARI,CIN,17,0.7777777777777778,39.333333333333336,18,,,,,,,,,,,,,,,230.21457356315992,101.78755396063656,17.745066666666666,4.569829573287048,30.261566666666667,6.263456144884299,0.8842995614035088,1.17582802550184,0.95,0.6125,-0.0230522431749384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),active,active,active,0.0,0.0,False,0.0,False,0.0,1.5,False,,,,,0.9944605802710624,default,0.0,0.3,0.0,0,False,0.0,turf,42.45454545454545,23.545454545454547,42.45454545454545,0.0,,False,Jacoby Brissett,Jacoby Brissett,HIGH,0.5,0.19302488888888888,7.238433333333333,False,False,0.23840776771510472,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,,,0,False,name 'week' is not defined,False,,False,False,0,False,📊 STATS: • Vegas Line: 37.5 • 4-Week Trailing Avg: 30.3 • LVT (Line vs Trailing): +7.2 • 🎯 PROJECTION: • Monte Carlo Projection: 30.3 • Snap Share: 99% • Player Tier: Default • 🔮 CLASSIFIER: • P(UNDER): 50.0% • P(OVER): 50.0% • Pick: UNDER • Expected Value: +0.0% • Kelly Sizing: 10.0% • 💡 WHY UNDER: • Line (37.5) set above trailing avg (30.3) • Model expects regression toward mean • Projection (30.3) is below line (37.5)
Joe Burrow,Joe Burrow,Over,player_pass_yds,Passing Yards,256.5,-111,0.5494725330536091,54.9%,0.5989450661072182,0.5494725330536091,0.4978941161605526,0.5260663507109005,5.157841689305648,10.35931440419439,280.0129801770456,93.8201932698167,Model Projection (Calibrated),True,LOW,<60%,HIGH,0.012346761185778819,1.2,Arizona Cardinals @ Cincinnati Bengals,QB,CIN,ARI,17,0.42,237.66,50,,,,,,,,,,,,,,,208.3129801770456,93.8201932698167,16.6369,4.428407357429229,27.445733333333333,6.005424364318942,1.120445175438597,1.3189523515106811,0.95,0.6125,0.072288084672858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),active,active,active,0.0,0.0,False,0.0,False,0.0,1.5,False,EARLY,,,,0.9199785177228788,tier_1_starter,0.0,0.5,0.1,0,False,0.0,turf,40.083333333333336,20.166666666666668,40.333333333333336,0.0,,False,Joe Burrow,Joe Burrow,MEDIUM,0.5,0.09166853870193224,-23.51298017704562,False,False,-0.08394105893337832,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,,,0,False,name 'week' is not defined,False,,False,False,0,False,📊 STATS: • Vegas Line: 256.5 • 4-Week Trailing Avg: 280.0 • LVT (Line vs Trailing): -23.5 • 🎯 PROJECTION: • Monte Carlo Projection: 280.0 • Snap Share: 92% • Player Tier: Tier 1 Starter • 🔮 CLASSIFIER: • P(UNDER): 50.0% • P(OVER): 50.0% • Pick: OVER • Expected Value: +0.0% • Kelly Sizing: 1.2% • 💡 WHY OVER: • Line (256.5) set below trailing avg (280.0) • Model expects upward correction • Projection (280.0) is above line (256.5)
Jacoby Brissett,Jacoby Brissett,Over,player_pass_yds,Passing Yards,249.5,-112,0.5983514183502902,59.8%,0.6967028367005803,0.5983514183502902,0.5,0.5283018867924528,9.835141835029015,19.67028367005803,301.91457356315993,101.78755396063656,Model Projection (Calibrated),True,STANDARD,60-75%,HIGH,0.03712625172565376,3.7,Arizona Cardinals @ Cincinnati Bengals,QB,ARI,CIN,17,0.8,246.2,30,,,,,,,,,,,,,,,230.21457356315992,101.78755396063656,17.745066666666666,4.569829573287048,30.261566666666667,6.263456144884299,0.8842995614035088,1.17582802550184,0.95,0.6125,-0.0230522431749384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),active,active,active,0.0,0.0,False,0.0,False,0.0,1.5,False,,,,,0.9944605802710624,tier_1_starter,0.0,0.5,0.1,0,False,0.0,turf,42.45454545454545,23.545454545454547,42.45454545454545,0.0,,False,Jacoby Brissett,Jacoby Brissett,MEDIUM,0.5,0.21007845115494964,-52.414573563159934,False,False,-0.17354981564225255,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,,,0,False,name 'week' is not defined,False,,False,False,0,False,📊 STATS: • Vegas Line: 249.5 • 4-Week Trailing Avg: 301.9 • LVT (Line vs Trailing): -52.4 • 🎯 PROJECTION: • Monte Carlo Projection: 301.9 • Snap Share: 99% • Player Tier: Tier 1 Starter • 🔮 CLASSIFIER: • P(UNDER): 50.0% • P(OVER): 50.0% • Pick: OVER • Expected Value: +0.0% • Kelly Sizing: 3.7% • 💡 WHY OVER: • Line (249.5) set below trailing avg (301.9) • Model expects upward correction • Projection (301.9) is above line (249.5)
