player,nflverse_name,pick,market,market_display,line,odds,model_prob,model_prob_pct,raw_prob,calibrated_prob,market_prob,market_prob_with_vig,edge_pct,roi_pct,model_projection,model_std,strategy,calibration_applied,confidence,confidence_pct,priority,kelly_fraction,kelly_units,game,commence_time,position,team,opponent,week,hist_over_rate,hist_avg,hist_count,trailing_stat,rushing_yards_mean,rushing_yards_std,rushing_attempts_mean,rushing_attempts_std,rushing_tds_mean,rushing_tds_std,receiving_yards_mean,receiving_yards_std,receptions_mean,receptions_std,targets_mean,targets_std,receiving_tds_mean,receiving_tds_std,passing_yards_mean,passing_yards_std,passing_completions_mean,passing_completions_std,passing_attempts_mean,passing_attempts_std,passing_tds_mean,passing_tds_std,raw_td_prob,calibrated_td_prob,opponent_def_epa,player_receptions_vs_opp_divergence,player_receptions_vs_opp_confidence,player_reception_yds_vs_opp_divergence,player_reception_yds_vs_opp_confidence,player_rush_yds_vs_opp_divergence,player_rush_yds_vs_opp_confidence,player_pass_yds_vs_opp_divergence,player_pass_yds_vs_opp_confidence,vs_opp_avg_receptions,vs_opp_games_receptions,vs_opp_avg_receiving_yards,vs_opp_games_receiving_yards,vs_opp_avg_rushing_yards,vs_opp_games_rushing_yards,vs_opp_avg_passing_yards,vs_opp_games_passing_yards,vs_opp_avg_completions,vs_opp_games_completions,total_adjustment,passing_adjustment,severity,injury_qb_status,injury_wr1_status,injury_rb1_status,weather_total_adjustment,weather_passing_adjustment,is_divisional_game,rest_epa_adjustment,is_coming_off_bye,travel_epa_adjustment,home_field_advantage_points,is_primetime_game,primetime_type,redzone_target_share,redzone_carry_share,goalline_carry_share,snap_share,calibration_tier,tier_bias_adjustment,tier_shrinkage,tier_confidence_boost,model_guided,model_adjustment_pct,baseline_projection,adjustment_breakdown,elevation_feet,is_high_altitude,altitude_epa_adjustment,field_surface,team_pass_attempts,team_rush_attempts,team_targets,game_script_dynamic,market_blended_prob,role_override_applied,player_dk,player_pbp,snr_tier,snr_conf_threshold,model_market_deviation,profitable_strategy,strategy_validated,line_vs_trailing,line_vs_trailing_pct,v7_rule_signal,v7_p_under,v7_p_over,v7_best_direction,v7_best_ev,v7_kelly_size,v7_validated,v7_reason,v6_p_under,v6_p_over,v6_best_direction,v6_best_ev,v6_kelly_size,v6_value_validated,v5_p_under,v5_threshold,v5_edge_validated,model_p_under,model_best_direction,model_best_ev,model_validated,model_reason,feature_contributions,ensemble_p_under,ensemble_projection,ensemble_direction,mc_p_under,mc_direction,model_weight,had_conflict,prediction_source,opponent_conflict,opponent_conflict_reason,sharp_under,sharp_over,line_movement,sharp_confirmed,wf_filter_passed,wf_filter_reason,elite_filter_passed,model_reasoning,model_confidence,model_confidence_label
C.J. Stroud,C.J. Stroud,Over,player_pass_yds,Passing Yards,220.5,-113,0.5722512420984847,57.2%,0.6445024841969693,0.5722512420984847,0.5021058838394474,0.5305164319248826,7.014535825903723,13.970232279027982,287.49667330800395,96.9143033833783,Model Projection (Calibrated),True,STANDARD,60-75%,HIGH,0.022223786417443086,2.2,Houston Texans @ Los Angeles Chargers,2025-12-27T21:30:00Z,QB,HOU,IND,18,0.4146341463414634,214.89971228670922,12,214.89971228670922,,,,,,,,,,,,,,,152.93378590703963,98.26847562053244,20.899633333333338,4.991695757177337,21.171450225000005,6.383661585902979,0.8691912280701757,1.1645041214563774,0.95,0.6125,0.0676461881086637,0.0,1.0,0.0,1.0,0.0,1.0,0.2891203950174694,1.0,0.0,4.0,0.0,4.0,6.0,4.0,291.75,4.0,24.75,4.0,0.0,0.0,None (Dome),healthy,active,active,0.0,0.0,True,0.0,False,0.0,1.5,False,EARLY,,,,0.9624275248998824,tier_1_starter,0.0,0.5,0.1,True,0.0,214.89971228670922,No significant adjustments,0,False,0.0,turf,38.27272727272727,25.454545454545453,38.36363636363637,0.0,,False,C.J. Stroud,C.J. Stroud,MEDIUM,0.5,0.30383978824491586,False,False,5.600287713290783,0.02604788468657397,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.42774875790151534,,0.0,False,Monte Carlo fallback (42.8%),[],0.7541374226018751,152.93378590703963,UNDER,0.7541374226018751,UNDER,0.0,False,mc_only,False,,False,False,0,False,False,Market not allowed (player_pass_yds),False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +5.60 LVT (line vs trailing) |   = P(UNDER): 43% | INPUTS: |   Line: 220.5 | Trailing: 214.9 |   Snaps: 96% | PICK: OVER (LVT: +5.6) | Edge: +0.0%,83,VERY HIGH
Trevor Lawrence,Trevor Lawrence,Over,player_pass_yds,Passing Yards,248.5,-113,0.5851376093265424,58.5%,0.6702752186530848,0.5851376093265424,0.5021058838394474,0.5305164319248826,8.303172548709492,16.53669637411479,343.476214314486,92.00495454342696,Model Projection (Calibrated),True,STANDARD,60-75%,HIGH,0.029085776966383814,2.9,Jacksonville Jaguars @ Indianapolis Colts,2025-12-28T18:00:00Z,QB,JAX,TEN,18,0.5657894736842105,273.4986257445499,15,273.4986257445499,,,,,,,,,,,,,,,141.7388459107209,91.6062234109524,19.515366666666665,4.788962712900942,21.875694350000003,6.474483396294169,1.1030372807017546,1.3309204730394506,0.95,0.6125,0.040201107364837,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.292011719323224,0.3333333333333333,0.0,2.0,0.0,2.0,13.5,2.0,271.0,2.0,26.5,2.0,0.0,0.0,None (No data),healthy,active,active,0.0,0.0,True,0.0,False,0.0,1.5,False,EARLY,,,,0.948074145242782,tier_1_starter,0.0,0.5,0.1,True,0.0,273.4986257445499,No significant adjustments,0,False,0.0,turf,36.0,28.727272727272727,36.27272727272727,0.0,,False,Trevor Lawrence,Trevor Lawrence,MEDIUM,0.5,0.38219804553113085,False,False,-24.998625744549884,-0.09136970507991617,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.41486239067345765,,0.0,False,Monte Carlo fallback (41.5%),[],0.8780786432955767,141.7388459107209,UNDER,0.8780786432955767,UNDER,0.0,False,mc_only,False,,False,False,0,False,False,Market not allowed (player_pass_yds),False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   -25.00 LVT (line vs trailing) |   = P(UNDER): 41% | INPUTS: |   Line: 248.5 | Trailing: 273.5 |   Snaps: 95% | PICK: OVER (LVT: -25.0) | Edge: +0.0%,88,VERY HIGH
Baker Mayfield,Baker Mayfield,Over,player_pass_yds,Passing Yards,225.5,-111,0.5313657878938332,53.1%,0.5627315757876662,0.5313657878938332,0.4978941161605526,0.5260663507109005,3.347167173328053,6.722648580664718,250.42129666155296,80.5395460461418,Model Projection (Calibrated),True,LOW,<60%,HIGH,0.0027954531139970026,0.3,Tampa Bay Buccaneers @ Miami Dolphins,2025-12-28T18:00:00Z,QB,TB,CAR,18,0.4470588235294118,177.46369067382722,15,177.46369067382722,,,,,,,,,,,,,,,124.34497435535124,81.96293703422317,17.8623,4.613162910989957,19.384519450000003,6.124717310120435,0.8949162280701756,1.1798008866847924,0.95,0.6125,0.0634318707114092,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0397967482827811,0.6666666666666666,0.0,3.0,0.0,3.0,4.333333333333333,3.0,191.33333333333337,3.0,18.333333333333332,3.0,0.0,0.0,None (No data),healthy,active,active,0.0,0.0,True,0.0,False,0.0,1.5,False,EARLY,,,,0.9764651864440512,tier_1_starter,0.0,0.5,0.1,True,0.0,177.46369067382722,No significant adjustments,0,False,0.0,turf,36.54545454545455,26.272727272727273,36.63636363636363,0.0,,False,Baker Mayfield,Baker Mayfield,MEDIUM,0.5,0.11051572798914837,False,False,48.036309326172784,0.2705300230237516,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.46863421210616685,,0.0,False,Monte Carlo fallback (46.9%),[],0.8914275536884845,124.34497435535124,UNDER,0.8914275536884845,UNDER,0.0,False,mc_only,False,,False,False,0,False,False,Market not allowed (player_pass_yds),False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +48.04 LVT (line vs trailing) |   = P(UNDER): 47% | INPUTS: |   Line: 225.5 | Trailing: 177.5 |   Snaps: 98% | PICK: OVER (LVT: +48.0) | Edge: +0.0%,86,VERY HIGH
Stefon Diggs,Stefon Diggs,No,player_anytime_td,Anytime TD,0.5,-139,0.6674304933369026,66.7%,0.739186419052718,0.6674304933369026,0.4166666666666667,0.4166666666666667,25.076382667023594,60.18331840085662,0.3022051313170564,0.4051475801270888,Model Projection (Calibrated),True,HIGH,75-90%,STANDARD,0.05128971976879933,5.1,New England Patriots @ New York Jets,2025-12-28T18:00:00Z,WR,NE,MIA,18,0.5,0.060992517766025066,15,0.060992517766025066,,,,,,,47.161675436819024,42.401117168891325,4.246047683261165,3.0797041284093076,5.0839150250000005,3.687418337928162,0.391304347826087,0.5025242946034217,,,,,,,,,0.5281321742332679,0.391304347826087,-0.0051304845619577,0.0344620050584193,0.3333333333333333,0.4829864365971591,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,6.5,2.0,103.5,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,None (No data),healthy,active,active,0.0,0.0,True,0.0,False,0.0,1.5,False,EARLY,0.0714285714285714,,,0.546869760787043,default,0.0,0.3,0.0,True,0.46869760787042747,0.1,No significant adjustments,0,False,0.0,turf,32.833333333333336,27.333333333333332,32.833333333333336,0.0,,False,Stefon Diggs,Stefon Diggs,MEDIUM,0.65,0.3955897373658872,False,False,0.43900748223397495,2.7268812757621244,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.6674304933369026,,0.0,False,Monte Carlo fallback (66.7%),[],0.6872974985683364,0.3022051313170564,UNDER,0.6872974985683364,UNDER,0.0,False,mc_only,False,,False,False,0,False,False,Market not allowed (player_anytime_td),False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +0.44 LVT (line vs trailing) |   = P(UNDER): 67% | INPUTS: |   Line: 0.5 | Trailing: 0.1 |   Snaps: 55% | PICK: NO (LVT: +0.4) | Edge: +0.0%,54,MEDIUM
Brady Cook,Brady Cook,UNDER,player_pass_attempts,Pass Attempts,31.5,-101,0.6539974516048149,65.4%,0.7199963594354499,0.6539974516048149,0.47404053829539794,0.5024875621890548,17.9956913309417,37.96234683989769,35.05831318885714,6.655046341663443,Model Projection (Calibrated),True,HIGH,75-90%,MEDIUM,0.07613371943141949,7.6,New England Patriots @ New York Jets,2025-12-28T18:00:00Z,QB,NYJ,BUF,18,0.0,33.46938775510204,3,33.46938775510204,,,,,,,,,,,,,,,134.3608405577694,86.54916005987367,19.754066666666667,4.780751349131455,22.7354736,6.591400935562434,0.52,0.5818505306348014,0.3386,0.52,0.0311535278014128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),healthy,active,active,0.0,0.0,True,0.0,False,0.0,1.5,False,,,,,0.9816326530612244,default,0.0,0.3,0.0,True,4.816326530612236,33.46938775510204,snap_share: +4.8%,0,False,0.0,turf,31.181818181818183,27.818181818181817,31.454545454545453,0.0,,False,Brady Cook,Brady Cook,HIGH,0.6,0.11296232345578228,False,False,-1.9693877551020407,-0.058666180314912754,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.9016894863790546,UNDER,72.14072012691041,True,"V30: UNDER (proj=35.1 vs line=31.5, diff=+28%)",[],0.9016894863790546,35.05831318885714,UNDER,0.2964359399777319,OVER,1.0,True,classifier_direction_mc_projection,False,,False,False,0,False,False,Market not allowed (player_pass_attempts),False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   -1.97 LVT (line vs trailing) |   = P(UNDER): 90% | INPUTS: |   Line: 31.5 | Trailing: 33.5 |   Snaps: 98% | PICK: UNDER (LVT: -2.0) | Edge: +72.1%,85,VERY HIGH
Drake Maye,Drake Maye,UNDER,player_pass_attempts,Pass Attempts,30.5,-124,0.729970107785961,73.0%,0.8285287254085159,0.729970107785961,0.5217643644805572,0.5535714285714286,20.82057433054039,39.904170824828796,36.21815243566578,6.8950326272152775,Model Projection (Calibrated),True,ELITE,90%+,MEDIUM,0.09878326036013818,9.9,New England Patriots @ New York Jets,2025-12-28T18:00:00Z,QB,NE,MIA,18,0.3076923076923077,34.576202916103995,15,34.576202916103995,,,,,,,,,,,,,,,189.70744765651853,117.39306511764144,24.4365,5.441847212420919,23.236091725,6.684453625058338,1.2285460526315792,1.394789022277802,0.95,0.6125,-0.0051304845619577,0.0,0.0,0.0,0.0,0.0,0.0,-0.2092218737156927,0.0,0.0,1.0,0.0,1.0,26.0,1.0,222.0,1.0,22.0,1.0,0.0,0.0,None (No data),healthy,active,active,0.0,0.0,True,0.0,False,0.0,1.5,False,EARLY,,,,0.9988175318343436,default,0.0,0.3,0.0,True,4.988175318343435,34.576202916103995,snap_share: +5.0%,0,False,0.0,turf,32.833333333333336,27.333333333333332,32.833333333333336,0.0,,False,Drake Maye,Drake Maye,HIGH,0.6,0.18748040772674684,False,False,-4.076202916103995,-0.11755044016687775,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.8604879526638576,UNDER,64.2749727812819,True,"V30: UNDER (proj=36.2 vs line=30.5, diff=+24%)",[],0.8604879526638576,36.21815243566578,UNDER,0.20346315607835963,OVER,1.0,True,classifier_direction_mc_projection,False,,False,False,0,False,False,Market not allowed (player_pass_attempts),False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   -4.08 LVT (line vs trailing) |   = P(UNDER): 86% | INPUTS: |   Line: 30.5 | Trailing: 34.6 |   Snaps: 100% | PICK: UNDER (LVT: -4.1) | Edge: +64.3%,93,VERY HIGH
Chris Olave,Chris Olave,Yes,player_anytime_td,Anytime TD,0.5,140,0.6513853507795513,65.1%,0.7162647868279304,0.6513853507795513,0.4166666666666667,0.4166666666666667,23.47186841128846,56.332484187092305,1.2597138237133283,0.8439709725646927,Model Projection (Calibrated),True,HIGH,75-90%,STANDARD,0.1,10.0,New Orleans Saints @ Tennessee Titans,2025-12-28T18:00:00Z,WR,NO,ATL,18,0.5,1.1729436167003269,15,1.1729436167003269,,,,,,,45.83867250223641,35.81236888067949,4.113612773755004,2.6215453910067485,6.514162425000001,4.151380652666451,0.8283705332999959,0.748010676542937,,,,,,,,,0.95,0.6,0.0110958750706199,-0.0143700384567416,0.6666666666666666,0.2628910664281489,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,6.0,3.0,85.66666666666667,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,None (Dome),healthy,active,active,0.0,0.0,True,0.0,False,0.0,1.5,False,,0.1809523809523809,,,0.8227624947653174,default,0.0,0.3,0.0,True,3.227624947653185,1.1729436167003269,snap_share: +3.2%,0,False,0.0,turf,37.45454545454545,24.90909090909091,37.81818181818182,0.0,,False,Chris Olave,Chris Olave,MEDIUM,0.65,1.5194276474266566,False,False,-0.6729436167003269,-0.5286515505256267,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.6513853507795513,,0.0,False,Monte Carlo fallback (65.1%),[],0.18401600602414891,1.2597138237133283,OVER,0.18401600602414891,OVER,0.0,False,mc_only,False,,False,False,0,False,False,Market not allowed (player_anytime_td),False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   -0.67 LVT (line vs trailing) |   = P(UNDER): 65% | INPUTS: |   Line: 0.5 | Trailing: 1.2 |   Snaps: 82% | PICK: YES (LVT: -0.7) | Edge: +0.0%,58,MEDIUM
Juwan Johnson,Juwan Johnson,No,player_anytime_td,Anytime TD,0.5,-179,0.6528398369333335,65.3%,0.7183426241904765,0.6528398369333335,0.35714285714285715,0.35714285714285715,29.569697979047632,82.79515434133337,0.3308086312881851,0.4397249556715288,Model Projection (Calibrated),True,HIGH,75-90%,STANDARD,0.007855786261000128,0.8,New Orleans Saints @ Tennessee Titans,2025-12-28T18:00:00Z,TE,NO,ATL,18,0.5,0.050312483935123026,15,0.050312483935123026,,,,,,,37.30119008075679,34.36557963004831,3.99834968,2.99565424094452,4.703940800000001,3.524299106993553,0.48,0.4803158116165746,,,,,,,,,0.6155696768981803,0.48,0.0110958750706199,-0.5352301202430098,1.0,-0.4565186806075035,1.0,0.0,1.0,0.0,1.0,2.75,4.0,30.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,None (Dome),healthy,active,active,0.0,0.0,True,0.0,False,0.0,1.5,False,,0.1523809523809524,,,0.6355639799106859,default,0.0,0.3,0.0,True,1.355639799106867,0.1,snap_share: +1.4%,0,False,0.0,turf,37.45454545454545,24.90909090909091,37.81818181818182,0.0,,False,Juwan Johnson,Juwan Johnson,MEDIUM,0.65,0.3383827374236298,False,False,0.449687516064877,2.991684418301333,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.6528398369333335,,0.0,False,Monte Carlo fallback (65.3%),[],0.6497947360504178,0.3308086312881851,UNDER,0.6497947360504178,UNDER,0.0,False,mc_only,False,,False,False,0,False,False,Market not allowed (player_anytime_td),False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +0.45 LVT (line vs trailing) |   = P(UNDER): 65% | INPUTS: |   Line: 0.5 | Trailing: 0.1 |   Snaps: 64% | PICK: NO (LVT: +0.4) | Edge: +0.0%,54,MEDIUM
Taysom Hill,Taysom Hill,No,player_anytime_td,Anytime TD,0.5,-215,0.6937721654975166,69.4%,0.7768173792821667,0.6937721654975166,0.31746031746031744,0.31746031746031744,37.63118480371992,118.53823213171775,0.25254998933798145,0.3197373841633208,Model Projection (Calibrated),True,HIGH,75-90%,STANDARD,0.008845580329294327,0.9,New Orleans Saints @ Tennessee Titans,2025-12-28T18:00:00Z,TE,NO,ATL,18,0.5,0.004045756284693803,11,0.004045756284693803,,,,,,,10.650501806562506,13.243468346480045,1.3974600861436024,1.4940414581683328,2.32147155,2.4819132754120696,0.1581196581196581,0.4249195361738763,,,,,,,,,0.0816468495866928,0.1581196581196581,0.0110958750706199,-0.0328882997083892,1.0,0.8875695122283175,1.0,0.0,1.0,0.0,1.0,2.0,4.0,29.75,4.0,28.75,4.0,0.0,4.0,0.0,4.0,0.0,0.0,None (Dome),healthy,active,active,0.0,0.0,True,0.0,False,0.0,1.5,False,,0.019047619047619,,,0.339004819594788,default,0.0,0.3,0.0,True,-1.6099518040521232,0.1,snap_share: -1.6%,0,False,0.0,turf,37.45454545454545,24.90909090909091,37.81818181818182,0.0,,False,Taysom Hill,Taysom Hill,MEDIUM,0.65,0.4949000213240371,False,False,0.4959542437153062,4.766693630043479,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.6937721654975166,,0.0,False,Monte Carlo fallback (69.4%),[],0.7805098896617655,0.25254998933798145,UNDER,0.7805098896617655,UNDER,0.0,False,mc_only,False,,False,False,0,False,False,Market not allowed (player_anytime_td),False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +0.50 LVT (line vs trailing) |   = P(UNDER): 69% | INPUTS: |   Line: 0.5 | Trailing: 0.0 |   Snaps: 34% | PICK: NO (LVT: +0.5) | Edge: +0.0%,50,MEDIUM
Tyler Shough,Tyler Shough,UNDER,player_pass_attempts,Pass Attempts,32.5,-111,0.7598116659241753,76.0%,0.8711595227488218,0.7598116659241753,0.4958445875753168,0.5260663507109005,26.396707834885845,53.23584949059526,39.56469866400531,7.0558077500925815,Model Projection (Calibrated),True,ELITE,90%+,MEDIUM,0.1,10.0,New Orleans Saints @ Tennessee Titans,2025-12-28T18:00:00Z,QB,NO,ATL,18,0.25,37.68920608945084,9,37.68920608945084,,,,,,,,,,,,,,,202.60778010798288,126.02736230886656,25.025533333333332,5.462534336937592,25.34012945,6.949623452309404,0.64187850877193,1.001905024884539,0.95,0.6125,0.0110958750706199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (Dome),healthy,active,active,0.0,0.0,True,0.0,False,0.0,1.5,False,,,,,0.9627026205078818,default,0.0,0.3,0.0,True,4.627026205078821,37.68920608945084,snap_share: +4.6%,0,False,0.0,turf,37.45454545454545,24.90909090909091,37.81818181818182,0.0,,False,Tyler Shough,Tyler Shough,HIGH,0.6,0.21737534350785578,False,False,-5.189206089450842,-0.13731979648282291,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.8491407759744469,UNDER,62.10869359512168,True,"V30: UNDER (proj=39.6 vs line=32.5, diff=+22%)",[],0.8491407759744469,39.56469866400531,UNDER,0.15835054247644437,OVER,1.0,True,classifier_direction_mc_projection,False,,False,False,0,False,False,Market not allowed (player_pass_attempts),False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   -5.19 LVT (line vs trailing) |   = P(UNDER): 85% | INPUTS: |   Line: 32.5 | Trailing: 37.7 |   Snaps: 96% | PICK: UNDER (LVT: -5.2) | Edge: +62.1%,86,VERY HIGH
Cam Ward,Cam Ward,UNDER,player_pass_attempts,Pass Attempts,29.5,-126,0.6000878195431408,60.0%,0.642982599347344,0.6000878195431408,0.5259594617046021,0.5575221238938053,7.412835783853877,14.093929900660662,31.70635858826512,6.409512591668073,Model Projection (Calibrated),True,HIGH,75-90%,MEDIUM,0.024049618041874544,2.4,New Orleans Saints @ Tennessee Titans,2025-12-28T18:00:00Z,QB,TEN,JAX,18,0.0,30.207715211681958,15,30.207715211681958,,,,,,,,,,,,,,,117.84100264851732,76.30713947661503,18.143266666666666,4.6326458957657835,20.483491675,6.278880766417601,0.575475,0.8985486761068279,0.8019,0.575475,-0.0108128957899814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),healthy,active,active,0.0,0.0,True,0.0,False,0.0,1.5,False,,,,,1.0,default,0.0,0.3,0.0,True,5.000000000000004,30.207715211681958,snap_share: +5.0%,0,False,0.0,turf,37.81818181818182,19.818181818181817,38.09090909090909,0.0,,False,Cam Ward,Cam Ward,HIGH,0.6,0.07479181655136007,False,False,-0.7077152116819576,-0.0233509918757971,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.9159887749453621,UNDER,74.87058430775096,True,"V30: UNDER (proj=31.7 vs line=29.5, diff=+31%)",[],0.9159887749453621,31.70635858826512,UNDER,0.36533595333564595,OVER,1.0,True,classifier_direction_mc_projection,False,,False,False,0,False,False,Market not allowed (player_pass_attempts),False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   -0.71 LVT (line vs trailing) |   = P(UNDER): 92% | INPUTS: |   Line: 29.5 | Trailing: 30.2 |   Snaps: 100% | PICK: UNDER (LVT: -0.7) | Edge: +74.9%,93,VERY HIGH
Tyler Shough,Tyler Shough,Under,player_pass_tds,Passing TDs,1.5,-164,0.6552408861134447,65.5%,0.7217726944477781,0.6552408861134447,0.5861550037622273,0.6212121212121212,6.908588235121737,11.786282111009998,1.0380273932386213,0.8666303687854181,Model Projection (Calibrated),True,HIGH,75-90%,STANDARD,0.0224589848348735,2.2,New Orleans Saints @ Tennessee Titans,2025-12-28T18:00:00Z,QB,NO,ATL,18,0.5714285714285714,0.9027682237170808,9,0.9027682237170808,,,,,,,,,,,,,,,202.60778010798288,126.02736230886656,25.025533333333332,5.462534336937592,25.34012945,6.949623452309404,0.64187850877193,1.001905024884539,0.95,0.6125,0.0110958750706199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (Dome),healthy,active,active,0.0,0.0,True,0.0,False,0.0,1.5,False,,,,,0.9627026205078818,default,0.0,0.3,0.0,True,4.627026205078821,0.9027682237170808,snap_share: +4.6%,0,False,0.0,turf,37.45454545454545,24.90909090909091,37.81818181818182,0.0,,False,Tyler Shough,Tyler Shough,MEDIUM,0.65,0.30798173784091915,False,False,0.5972317762829192,0.5955830691055296,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.6552408861134447,,0.0,False,Monte Carlo fallback (65.5%),[],0.703006621197547,1.0380273932386213,UNDER,0.703006621197547,UNDER,0.0,False,mc_only,False,,False,False,0,False,False,Market not allowed (player_pass_tds),False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +0.60 LVT (line vs trailing) |   = P(UNDER): 66% | INPUTS: |   Line: 1.5 | Trailing: 0.9 |   Snaps: 96% | PICK: UNDER (LVT: +0.6) | Edge: +0.0%,54,MEDIUM
Jaxson Dart,Jaxson Dart,UNDER,player_pass_completions,Pass Completions,17.5,-120,0.6599162045105227,66.0%,0.8198324090210453,0.6599162045105227,0.5145711906744379,0.5454545454545454,14.534501383608479,28.245851394358876,14.10225292613599,4.163092987557041,Model Projection (Calibrated),True,HIGH,75-90%,MEDIUM,0.0629539124807875,6.3,New York Giants @ Las Vegas Raiders,2025-12-28T21:05:00Z,QB,NYG,DAL,18,0.45454545454545453,14.097279271704306,12,14.097279271704306,,,,,,,,,,,,,,,105.80641928127896,72.50548597158634,14.644133333333333,4.178128637985618,15.494384375000003,5.448677145774824,0.6985078947368422,1.0474625403007658,0.95,0.6125,0.0951334837778992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),healthy,active,active,0.0,0.0,True,0.0,False,0.0,1.5,False,EARLY,,,,0.9635168732390648,tier_1_starter,0.0,0.5,0.1,True,0.0,14.097279271704306,No significant adjustments,0,False,0.0,turf,35.25,29.75,35.333333333333336,0.0,,False,Jaxson Dart,Jaxson Dart,HIGH,0.65,0.19415697564937204,False,False,3.4027207282956944,0.239674142008141,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.7623598041765962,UNDER,45.541417160986555,True,"V30: UNDER (proj=14.1 vs line=17.5, diff=+16%)",[],0.7623598041765962,14.10225292613599,UNDER,0.7927954853384436,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0,False,False,Market not allowed (player_pass_completions),False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +3.40 LVT (line vs trailing) |   = P(UNDER): 76% | INPUTS: |   Line: 17.5 | Trailing: 14.1 |   Snaps: 96% | PICK: UNDER (LVT: +3.4) | Edge: +45.5%,98,VERY HIGH
