player,nflverse_name,pick,market,market_display,line,odds,model_prob,model_prob_pct,raw_prob,calibrated_prob,market_prob,market_prob_with_vig,edge_pct,roi_pct,model_projection,model_std,strategy,calibration_applied,confidence,confidence_pct,priority,kelly_fraction,kelly_units,game,commence_time,position,team,opponent,week,hist_over_rate,hist_avg,hist_count,trailing_stat,rushing_yards_mean,rushing_yards_std,rushing_attempts_mean,rushing_attempts_std,rushing_tds_mean,rushing_tds_std,receiving_yards_mean,receiving_yards_std,receptions_mean,receptions_std,targets_mean,targets_std,receiving_tds_mean,receiving_tds_std,passing_yards_mean,passing_yards_std,passing_completions_mean,passing_completions_std,passing_attempts_mean,passing_attempts_std,passing_tds_mean,passing_tds_std,raw_td_prob,calibrated_td_prob,opponent_def_epa,player_receptions_vs_opp_divergence,player_receptions_vs_opp_confidence,player_reception_yds_vs_opp_divergence,player_reception_yds_vs_opp_confidence,player_rush_yds_vs_opp_divergence,player_rush_yds_vs_opp_confidence,player_pass_yds_vs_opp_divergence,player_pass_yds_vs_opp_confidence,vs_opp_avg_receptions,vs_opp_games_receptions,vs_opp_avg_receiving_yards,vs_opp_games_receiving_yards,vs_opp_avg_rushing_yards,vs_opp_games_rushing_yards,vs_opp_avg_passing_yards,vs_opp_games_passing_yards,vs_opp_avg_completions,vs_opp_games_completions,total_adjustment,passing_adjustment,severity,injury_qb_status,injury_wr1_status,injury_rb1_status,weather_total_adjustment,weather_passing_adjustment,is_divisional_game,rest_epa_adjustment,is_coming_off_bye,travel_epa_adjustment,home_field_advantage_points,is_primetime_game,primetime_type,redzone_target_share,redzone_carry_share,goalline_carry_share,snap_share,calibration_tier,tier_bias_adjustment,tier_shrinkage,tier_confidence_boost,model_guided,model_adjustment_pct,baseline_projection,adjustment_breakdown,elevation_feet,is_high_altitude,altitude_epa_adjustment,field_surface,team_pass_attempts,team_rush_attempts,team_targets,game_script_dynamic,market_blended_prob,role_override_applied,player_dk,player_pbp,snr_tier,snr_conf_threshold,model_market_deviation,profitable_strategy,strategy_validated,line_vs_trailing,line_vs_trailing_pct,v7_rule_signal,v7_p_under,v7_p_over,v7_best_direction,v7_best_ev,v7_kelly_size,v7_validated,v7_reason,v6_p_under,v6_p_over,v6_best_direction,v6_best_ev,v6_kelly_size,v6_value_validated,v5_p_under,v5_threshold,v5_edge_validated,model_p_under,model_best_direction,model_best_ev,model_validated,model_reason,feature_contributions,ensemble_p_under,ensemble_projection,ensemble_direction,mc_p_under,mc_direction,model_weight,had_conflict,prediction_source,opponent_conflict,opponent_conflict_reason,sharp_under,sharp_over,line_movement,sharp_confirmed,wf_filter_passed,wf_filter_reason,elite_filter_passed,model_reasoning,model_confidence,model_confidence_label
Jordan Addison,Jordan Addison,UNDER,player_reception_yds,Receiving Yards,45.5,-115,0.5592684329704489,55.9%,0.6975614432348299,0.5592684329704489,0.5052301255230125,0.5348837209302325,5.403830744743643,10.695780935765887,24.40757623564343,21.919974899168725,Model Projection (Calibrated),True,STANDARD,60-75%,MEDIUM,0.013106782721616281,1.3,Minnesota Vikings @ Dallas Cowboys,2025-12-15T01:20:00Z,WR,MIN,DAL,15,0.5294117647058824,41.37909021677676,10,41.37909021677676,,,,,,,24.40757623564343,22.862891031934605,1.7289489380970928,1.4970157648696394,3.5384522500000006,3.063779782483649,0.4799999999999999,0.4831968439466466,,,,,,,,,0.6958752228225087,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.021,0.03,None,active,active,active,0.021,0.03,False,0.0,False,0.0,1.5,False,,0.1451612903225806,,,0.8311251423777036,tier_3_secondary,0.0,0.7,0.0,True,0.0,41.37909021677676,No significant adjustments,0,False,0.0,turf,34.45454545454545,21.545454545454547,34.54545454545455,0.3928571428571428,,False,Jordan Addison,Jordan Addison,MEDIUM,0.55,0.26500275481802216,False,False,4.12090978322324,0.09934908797870606,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.8511510858584068,UNDER,62.49248002751403,True,"V24: UNDER (proj=24.4 vs line=45.5, diff=+46%)",[],0.8511510858584068,24.40757623564343,UNDER,0.8218821247276054,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0,False,True,,False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +4.12 LVT (line vs trailing) |   = P(UNDER): 85% | INPUTS: |   Line: 45.5 | Trailing: 41.4 | Proj: 24.4 |   Snaps: 83% | PICK: UNDER (line +21.1 vs proj) | Edge: +62.5%,53,MEDIUM
Justin Jefferson,Justin Jefferson,UNDER,player_receptions,Receptions,5.5,-154,0.5880119666134345,58.8%,0.7933732220447814,0.5880119666134345,0.5726351919776559,0.6062992125984252,1.5376774635778578,2.685265392557043,1.5377621331366822,1.4007485961784263,Model Projection (Calibrated),True,STANDARD,60-75%,HIGH,0.0,0.0,Minnesota Vikings @ Dallas Cowboys,2025-12-15T01:20:00Z,WR,MIN,DAL,15,0.5,2.979769469337324,13,2.979769469337324,,,,,,,22.50493809365716,23.287121688936445,1.5377621331366822,1.4159992501598158,3.1390389500000007,2.890483972547773,0.48,0.2953489461636862,,,,,,,,,0.6443131811843249,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.021,0.03,None,active,active,active,0.021,0.03,False,0.0,False,0.0,1.5,False,,0.1935483870967742,,,0.9058692526444414,tier_3_secondary,0.0,0.7,0.0,True,0.0,2.979769469337324,No significant adjustments,0,False,0.0,turf,34.45454545454545,21.545454545454547,34.54545454545455,0.3928571428571428,,False,Justin Jefferson,Justin Jefferson,HIGH,0.52,0.39561631962144705,False,False,2.520230530662676,0.8183179149460676,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.985554810546007,UNDER,88.15137292241953,True,"V24: UNDER (proj=1.5 vs line=5.5, diff=+72%)",[],0.985554810546007,1.5377621331366822,UNDER,0.9974305227782295,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0,False,True,,False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +2.52 LVT (line vs trailing) |   = P(UNDER): 99% | INPUTS: |   Line: 5.5 | Trailing: 3.0 | Proj: 1.5 |   Snaps: 91% | PICK: UNDER (line +4.0 vs proj) | Edge: +88.2%,60,MEDIUM
Jordan Addison,Jordan Addison,UNDER,player_receptions,Receptions,3.5,101,0.5415422220513074,54.2%,0.6384740735043579,0.5415422220513074,0.468983595813963,0.4975124378109453,7.255862623734444,15.47146358315848,1.7289489380970928,1.49136028303785,Model Projection (Calibrated),True,LOW,<60%,HIGH,0.021905907505724704,2.2,Minnesota Vikings @ Dallas Cowboys,2025-12-15T01:20:00Z,WR,MIN,DAL,15,0.4838709677419355,3.4176741623410773,10,3.4176741623410773,,,,,,,24.40757623564343,22.862891031934605,1.7289489380970928,1.4970157648696394,3.5384522500000006,3.063779782483649,0.4799999999999999,0.4831968439466466,,,,,,,,,0.6958752228225087,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.021,0.03,None,active,active,active,0.021,0.03,False,0.0,False,0.0,1.5,False,,0.1451612903225806,,,0.8311251423777036,tier_3_secondary,0.0,0.7,0.0,True,0.0,3.4176741623410773,No significant adjustments,0,False,0.0,turf,34.45454545454545,21.545454545454547,34.54545454545455,0.3928571428571428,,False,Jordan Addison,Jordan Addison,HIGH,0.52,0.07494542408713098,True,True,0.08232583765892265,0.023403485899937154,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.8793314431195446,UNDER,67.87236641373123,True,"V24: UNDER (proj=1.7 vs line=3.5, diff=+51%)",[],0.8793314431195446,1.7289489380970928,UNDER,0.8816062024341303,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0,False,True,,False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +0.08 LVT (line vs trailing) |   = P(UNDER): 88% | INPUTS: |   Line: 3.5 | Trailing: 3.4 | Proj: 1.7 |   Snaps: 83% | PICK: UNDER (line +1.8 vs proj) | Edge: +67.9%,68,HIGH
Aaron Jones,Aaron Jones,UNDER,player_receptions,Receptions,2.5,113,0.5662718042261942,56.6%,0.7209060140873139,0.5662718042261942,0.44305636257989545,0.4694835680751174,12.321544164629872,27.810331157151484,0.9849534045406835,1.2222918949800656,Model Projection (Calibrated),True,STANDARD,60-75%,MEDIUM,0.04561038561986582,4.6,Minnesota Vikings @ Dallas Cowboys,2025-12-15T01:20:00Z,RB,MIN,DAL,15,0.5925925925925926,1.9460195857956955,9,1.9460195857956955,40.89640960028643,38.31280524574941,8.876719575000001,4.6056244734020595,0.40840492857678,0.4037392874395829,7.360195796225773,11.573141770375672,0.9849534045406835,1.306438882266202,1.506224225,1.9978507448978489,0.0915950714232198,,,,,,,,,,0.5227630735548452,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.021,0.03,None,active,active,active,0.021,0.03,False,0.0,False,0.0,1.5,False,,0.0161290322580645,0.0714285714285714,0.125,0.4946481973599415,tier_2_occasional,0.0,0.7,0.0,True,0.0,1.9460195857956955,No significant adjustments,0,False,0.0,turf,34.45454545454545,21.545454545454547,34.54545454545455,0.3928571428571428,,False,Aaron Jones,Aaron Jones,HIGH,0.52,0.07721568732827624,True,True,0.5539804142043045,0.2707600738772313,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.8837048974006156,UNDER,68.70729859466297,True,"V24: UNDER (proj=1.0 vs line=2.5, diff=+61%)",[],0.8837048974006156,0.9849534045406835,UNDER,0.87690974873411,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0,False,True,,True,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +0.55 LVT (line vs trailing) |   = P(UNDER): 88% | INPUTS: |   Line: 2.5 | Trailing: 1.9 | Proj: 1.0 |   Snaps: 49% | PICK: UNDER (line +1.5 vs proj) | Edge: +68.7%,66,HIGH
Jalen Nailor,Jalen Nailor,UNDER,player_receptions,Receptions,1.5,-125,0.5518981750769689,55.2%,0.6729939169232296,0.5518981750769689,0.5238589211618258,0.5555555555555556,2.803925391514317,5.352443717662973,0.930987698512171,1.2299102851866894,Model Projection (Calibrated),True,STANDARD,60-75%,HIGH,0.0,0.0,Minnesota Vikings @ Dallas Cowboys,2025-12-15T01:20:00Z,WR,MIN,DAL,15,0.47368421052631576,1.6379047864507177,13,1.6379047864507177,,,,,,,9.435509711908974,13.82419072665577,0.930987698512171,1.3475897966246149,1.2766269000000001,1.8478970101171763,0.1886792452830188,0.313460676250715,,,,,,,,,0.1550382801243868,0.1886792452830188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.021,0.03,None,active,active,active,0.021,0.03,False,0.0,False,0.0,1.5,False,,0.1774193548387097,,,0.5973715479416251,tier_4_limited,0.0,0.7,-0.05,True,0.0,1.6379047864507177,No significant adjustments,0,False,0.0,turf,34.45454545454545,21.545454545454547,34.54545454545455,0.3928571428571428,,False,Jalen Nailor,Jalen Nailor,HIGH,0.52,0.34958920003338595,False,False,-0.1379047864507177,-0.07935117477428519,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.7624986673625069,UNDER,45.567927405569506,True,"V24: UNDER (proj=0.9 vs line=1.5, diff=+38%)",[],0.7624986673625069,0.930987698512171,UNDER,0.6635766970019656,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0,False,False,Player too volatile (CV=0.75 > 0.65),False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   -0.14 LVT (line vs trailing) |   = P(UNDER): 76% | INPUTS: |   Line: 1.5 | Trailing: 1.6 | Proj: 0.9 |   Snaps: 60% | PICK: UNDER (line +0.6 vs proj) | Edge: +45.6%,61,MEDIUM
Aaron Rodgers,Aaron Rodgers,Under,player_pass_attempts,Pass Attempts,31.5,-110,0.6339836850742703,63.4%,0.6914052643918147,0.6339836850742703,0.4937655860349127,0.5238095238095238,14.021809903935756,28.39770591655676,28.939579953838646,5.459354533962392,Model Projection (Calibrated),True,HIGH,75-90%,MEDIUM,0.05784143466399189,5.8,Miami Dolphins @ Pittsburgh Steelers,2025-12-16T01:15:00Z,QB,PIT,MIA,15,,27.80739144875589,12,27.80739144875589,,,,,,,,,,,,,,,92.99273595249144,64.96787554534563,13.310233333333333,3.9517407909538913,15.053097100000004,5.369414963372535,0.8338811403508775,1.141389211541016,0.95,0.6125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,339.0,1.0,27.0,1.0,-0.014,-0.02,None,active,active,active,-0.014,-0.02,False,0.0,False,0.0,1.5,True,MNF,,,,0.8987788592568005,default,0.0,0.3,0.0,True,3.987788592568009,27.80739144875589,snap_share: +4.0%,0,False,0.0,turf,32.81818181818182,23.09090909090909,32.81818181818182,-0.2142857142857142,,False,Aaron Rodgers,Aaron Rodgers,HIGH,0.62,0.08128317606861443,False,False,3.69260855124411,0.1323165068302622,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.6339836850742703,,0.0,False,Monte Carlo fallback (63.4%),[],0.6804640540216518,28.939579953838646,UNDER,0.6804640540216518,UNDER,0.0,False,mc_only,False,,False,False,0,False,False,Market not allowed (player_pass_attempts),False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +3.69 LVT (line vs trailing) |   = P(UNDER): 63% | INPUTS: |   Line: 31.5 | Trailing: 27.8 | Proj: 28.9 |   Snaps: 90% | PICK: UNDER (line +2.6 vs proj) | Edge: +0.0%,98,VERY HIGH
Tua Tagovailoa,Tua Tagovailoa,Under,player_pass_attempts,Pass Attempts,27.5,-105,0.6894672246889747,68.9%,0.7706674638413924,0.6894672246889747,0.4833368048323266,0.5121951219512195,20.61304198566481,42.647366762842815,23.954098769229166,4.925421323755443,Model Projection (Calibrated),True,HIGH,75-90%,MEDIUM,0.09085195265309952,9.1,Miami Dolphins @ Pittsburgh Steelers,2025-12-16T01:15:00Z,QB,MIA,PIT,15,,22.80538277665557,13,22.80538277665557,,,,,,,,,,,,,,,82.02324200317285,59.5497039371276,11.215866666666669,3.649264982918554,12.323247300000002,4.881070412658819,0.6078583333333334,0.9793528197516742,0.9314333333333332,0.6078583333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,-0.014,-0.02,None,active,active,active,-0.014,-0.02,False,0.0,False,0.0,1.5,False,,,,,0.9484017464423166,default,0.0,0.3,0.0,True,4.484017464423173,22.80538277665557,snap_share: +4.5%,0,False,0.0,turf,32.09090909090909,23.454545454545453,32.18181818181818,0.2142857142857142,,False,Tua Tagovailoa,Tua Tagovailoa,HIGH,0.62,0.12894186293712123,False,False,4.69461722334443,0.20495694261564723,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.6894672246889747,,0.0,False,Monte Carlo fallback (68.9%),[],0.7642123678216082,23.954098769229166,UNDER,0.7642123678216082,UNDER,0.0,False,mc_only,False,,False,False,0,False,False,Market not allowed (player_pass_attempts),False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +4.69 LVT (line vs trailing) |   = P(UNDER): 69% | INPUTS: |   Line: 27.5 | Trailing: 22.8 | Proj: 24.0 |   Snaps: 95% | PICK: UNDER (line +3.5 vs proj) | Edge: +0.0%,88,VERY HIGH
Aaron Rodgers,Aaron Rodgers,Under,player_pass_completions,Pass Completions,20.5,-111,0.641693430323651,64.2%,0.7833868606473021,0.641693430323651,0.4958445875753168,0.5260663507109005,14.58488427483342,29.414225021903732,17.311121944739863,3.9057355568738408,Model Projection (Calibrated),True,HIGH,75-90%,MEDIUM,0.06099328449572592,6.1,Miami Dolphins @ Pittsburgh Steelers,2025-12-16T01:15:00Z,QB,PIT,MIA,15,,17.28379188692656,12,17.28379188692656,,,,,,,,,,,,,,,92.99273595249144,64.96787554534563,13.310233333333333,3.9517407909538913,15.053097100000004,5.369414963372535,0.8338811403508775,1.141389211541016,0.95,0.6125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,339.0,1.0,27.0,1.0,-0.014,-0.02,None,active,active,active,-0.014,-0.02,False,0.0,False,0.0,1.5,True,MNF,,,,0.8987788592568005,tier_1_starter,0.0,0.5,0.1,True,0.0,17.28379188692656,No significant adjustments,0,False,0.0,turf,32.81818181818182,23.09090909090909,32.81818181818182,-0.2142857142857142,,False,Aaron Rodgers,Aaron Rodgers,HIGH,0.62,0.15555502708586033,False,False,3.2162081130734386,0.18501188543865277,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.641693430323651,,0.0,False,Monte Carlo fallback (64.2%),[],0.7928815419061583,17.311121944739863,UNDER,0.7928815419061583,UNDER,0.0,False,mc_only,False,,False,False,0,False,False,Market not allowed (player_pass_completions),False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +3.22 LVT (line vs trailing) |   = P(UNDER): 64% | INPUTS: |   Line: 20.5 | Trailing: 17.3 | Proj: 17.3 |   Snaps: 90% | PICK: UNDER (line +3.2 vs proj) | Edge: +0.0%,98,VERY HIGH
Tua Tagovailoa,Tua Tagovailoa,Under,player_pass_completions,Pass Completions,18.5,-103,0.6885760516088116,68.9%,0.8771521032176233,0.6885760516088116,0.47823563551944287,0.5073891625615764,21.034041608936878,43.98258943227942,14.097674670100579,3.691486491943475,Model Projection (Calibrated),True,HIGH,75-90%,MEDIUM,0.09195234619147191,9.2,Miami Dolphins @ Pittsburgh Steelers,2025-12-16T01:15:00Z,QB,MIA,PIT,15,,14.140701748456413,13,14.140701748456413,,,,,,,,,,,,,,,82.02324200317285,59.5497039371276,11.215866666666669,3.649264982918554,12.323247300000002,4.881070412658819,0.6078583333333334,0.9793528197516742,0.9314333333333332,0.6078583333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,-0.014,-0.02,None,active,active,active,-0.014,-0.02,False,0.0,False,0.0,1.5,False,,,,,0.9484017464423166,tier_1_starter,0.0,0.5,0.1,True,0.0,14.140701748456413,No significant adjustments,0,False,0.0,turf,32.09090909090909,23.454545454545453,32.18181818181818,0.2142857142857142,,False,Tua Tagovailoa,Tua Tagovailoa,HIGH,0.62,0.23796353134591464,False,False,4.359298251543587,0.3061154097982638,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.6885760516088116,,0.0,False,Monte Carlo fallback (68.9%),[],0.8834794593820245,14.097674670100579,UNDER,0.8834794593820245,UNDER,0.0,False,mc_only,False,,False,False,0,False,False,Market not allowed (player_pass_completions),False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +4.36 LVT (line vs trailing) |   = P(UNDER): 69% | INPUTS: |   Line: 18.5 | Trailing: 14.1 | Proj: 14.1 |   Snaps: 95% | PICK: UNDER (line +4.4 vs proj) | Edge: +0.0%,95,VERY HIGH
Aaron Rodgers,Aaron Rodgers,Under,player_pass_tds,Passing TDs,1.5,-116,0.6530958164967815,65.3%,0.7187083092811164,0.6530958164967815,0.5062344139650873,0.5370370370370371,14.686140253169421,29.010552913896245,1.0463644944970425,0.9509997708478597,Model Projection (Calibrated),True,HIGH,75-90%,STANDARD,0.06267174090826201,6.3,Miami Dolphins @ Pittsburgh Steelers,2025-12-16T01:15:00Z,QB,PIT,MIA,15,,0.8663824266986585,12,0.8663824266986585,,,,,,,,,,,,,,,92.99273595249144,64.96787554534563,13.310233333333333,3.9517407909538913,15.053097100000004,5.369414963372535,0.8338811403508775,1.141389211541016,0.95,0.6125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,339.0,1.0,27.0,1.0,-0.014,-0.02,None,active,active,active,-0.014,-0.02,False,0.0,False,0.0,1.5,True,MNF,,,,0.8987788592568005,default,0.0,0.3,0.0,True,3.987788592568009,0.8663824266986585,snap_share: +4.0%,0,False,0.0,turf,32.81818181818182,23.09090909090909,32.81818181818182,-0.2142857142857142,,False,Aaron Rodgers,Aaron Rodgers,MEDIUM,0.65,0.302423670335305,False,False,0.6336175733013415,0.6556592460666908,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.6530958164967815,,0.0,False,Monte Carlo fallback (65.3%),[],0.6833221644580979,1.0463644944970425,UNDER,0.6833221644580979,UNDER,0.0,False,mc_only,False,,False,False,0,False,False,Market not allowed (player_pass_tds),False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +0.63 LVT (line vs trailing) |   = P(UNDER): 65% | INPUTS: |   Line: 1.5 | Trailing: 0.9 | Proj: 1.0 |   Snaps: 90% | PICK: UNDER (line +0.5 vs proj) | Edge: +0.0%,58,MEDIUM
Jaylen Waddle,Jaylen Waddle,UNDER,player_reception_yds,Receiving Yards,63.5,-114,0.5798754928582455,58.0%,0.7101986654164356,0.5798754928582455,0.5042122999157539,0.5327102803738317,7.5663192942491575,15.006217213489979,34.28399939611036,30.05195818266352,Model Projection (Calibrated),True,STANDARD,60-75%,MEDIUM,0.025233388679161337,2.5,Miami Dolphins @ Pittsburgh Steelers,2025-12-16T01:15:00Z,WR,MIA,PIT,15,0.425,54.24196479552611,13,54.24196479552611,,,,,,,34.28399939611036,30.991548960378545,2.503160301166812,2.0511510525553662,4.01291885,3.288284301712504,0.391304347826087,0.6568809455804503,,,,,,,,,0.516208853809078,0.391304347826087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,-0.014,-0.02,None,active,active,active,-0.014,-0.02,False,0.0,False,0.0,1.5,False,,0.2045454545454545,,,0.8286724150811277,tier_2_primary,0.0,0.62,0.05,True,0.0,54.24196479552611,No significant adjustments,0,False,0.0,turf,32.09090909090909,23.454545454545453,32.18181818181818,0.2142857142857142,,False,Jaylen Waddle,Jaylen Waddle,MEDIUM,0.55,0.27234094953018023,False,False,9.258035204473892,0.17036622137807006,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.8528801076233126,UNDER,62.82256600081422,True,"V24: UNDER (proj=34.3 vs line=63.5, diff=+46%)",[],0.8528801076233126,34.28399939611036,UNDER,0.8270850205520104,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0,False,True,,False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +9.26 LVT (line vs trailing) |   = P(UNDER): 85% | INPUTS: |   Line: 63.5 | Trailing: 54.2 | Proj: 34.3 |   Snaps: 83% | PICK: UNDER (line +29.2 vs proj) | Edge: +62.8%,63,MEDIUM
DK Metcalf,DK Metcalf,UNDER,player_reception_yds,Receiving Yards,55.5,-110,0.5505386287880054,55.1%,0.6329963915473827,0.5505386287880054,0.495787700084246,0.5238095238095238,5.475092870375942,11.043220453927347,35.19677587041224,30.943694775334745,Model Projection (Calibrated),True,STANDARD,60-75%,MEDIUM,0.014032780113702849,1.4,Miami Dolphins @ Pittsburgh Steelers,2025-12-16T01:15:00Z,WR,PIT,MIA,15,0.3902439024390244,79.29735545129795,13,79.29735545129795,,,,,,,35.19677587041224,31.172953450154072,2.6042238364579124,2.0420971710375277,4.376179525,3.431572855929997,0.3333333333333333,0.6227704758219962,,,,,,,,,0.410438788192472,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,-0.014,-0.02,None,active,active,active,-0.014,-0.02,False,0.0,False,0.0,1.5,True,MNF,0.2093023255813953,,,0.8509763810236194,tier_2_primary,0.0,0.62,0.05,True,0.0,79.29735545129795,No significant adjustments,0,False,0.0,turf,32.81818181818182,23.09090909090909,32.81818181818182,-0.2142857142857142,,False,DK Metcalf,DK Metcalf,MEDIUM,0.55,0.28684140549626314,False,False,-23.797355451297946,-0.2997247870037077,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.8006621852654511,UNDER,52.853689914313385,True,"V24: UNDER (proj=35.2 vs line=55.5, diff=+37%)",[],0.8006621852654511,35.19677587041224,UNDER,0.7425764696401869,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0,False,True,,False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   -23.80 LVT (line vs trailing) |   = P(UNDER): 80% | INPUTS: |   Line: 55.5 | Trailing: 79.3 | Proj: 35.2 |   Snaps: 85% | PICK: UNDER (line +20.3 vs proj) | Edge: +52.9%,63,MEDIUM
Jaylen Waddle,Jaylen Waddle,UNDER,player_receptions,Receptions,4.5,112,0.5539917649799676,55.4%,0.6420835920525464,0.5539917649799676,0.4456393635827931,0.4716981132075472,10.83524013971745,24.31392068376928,2.503160301166812,2.024320583843563,Model Projection (Calibrated),True,STANDARD,60-75%,HIGH,0.038942531642306114,3.9,Miami Dolphins @ Pittsburgh Steelers,2025-12-16T01:15:00Z,WR,MIA,PIT,15,0.5,4.217150979113349,13,4.217150979113349,,,,,,,34.28399939611036,30.991548960378545,2.503160301166812,2.0511510525553662,4.01291885,3.288284301712504,0.391304347826087,0.6568809455804503,,,,,,,,,0.516208853809078,0.391304347826087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,-0.014,-0.02,None,active,active,active,-0.014,-0.02,False,0.0,False,0.0,1.5,False,,0.2045454545454545,,,0.8286724150811277,tier_2_primary,0.0,0.62,0.05,True,0.0,4.217150979113349,No significant adjustments,0,False,0.0,turf,32.09090909090909,23.454545454545453,32.18181818181818,0.2142857142857142,,False,Jaylen Waddle,Jaylen Waddle,HIGH,0.52,0.00806011288109766,True,True,0.2828490208866512,0.06551751890427109,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.8464622832600418,UNDER,61.597344986007975,True,"V24: UNDER (proj=2.5 vs line=4.5, diff=+44%)",[],0.8464622832600418,2.503160301166812,UNDER,0.8348529160239345,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0,False,True,,False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +0.28 LVT (line vs trailing) |   = P(UNDER): 85% | INPUTS: |   Line: 4.5 | Trailing: 4.2 | Proj: 2.5 |   Snaps: 83% | PICK: UNDER (line +2.0 vs proj) | Edge: +61.6%,78,HIGH
