player,nflverse_name,pick,market,market_display,line,odds,model_prob,model_prob_pct,raw_prob,calibrated_prob,market_prob,market_prob_with_vig,edge_pct,roi_pct,model_projection,model_std,strategy,calibration_applied,confidence,confidence_pct,priority,kelly_fraction,kelly_units,game,commence_time,position,team,opponent,week,hist_over_rate,hist_avg,hist_count,trailing_stat,rushing_yards_mean,rushing_yards_std,rushing_attempts_mean,rushing_attempts_std,rushing_tds_mean,rushing_tds_std,receiving_yards_mean,receiving_yards_std,receptions_mean,receptions_std,targets_mean,targets_std,receiving_tds_mean,receiving_tds_std,passing_yards_mean,passing_yards_std,passing_completions_mean,passing_completions_std,passing_attempts_mean,passing_attempts_std,passing_tds_mean,passing_tds_std,raw_td_prob,calibrated_td_prob,opponent_def_epa,player_receptions_vs_opp_divergence,player_receptions_vs_opp_confidence,player_reception_yds_vs_opp_divergence,player_reception_yds_vs_opp_confidence,player_rush_yds_vs_opp_divergence,player_rush_yds_vs_opp_confidence,player_pass_yds_vs_opp_divergence,player_pass_yds_vs_opp_confidence,vs_opp_avg_receptions,vs_opp_games_receptions,vs_opp_avg_receiving_yards,vs_opp_games_receiving_yards,vs_opp_avg_rushing_yards,vs_opp_games_rushing_yards,vs_opp_avg_passing_yards,vs_opp_games_passing_yards,vs_opp_avg_completions,vs_opp_games_completions,total_adjustment,passing_adjustment,severity,injury_qb_status,injury_wr1_status,injury_rb1_status,weather_total_adjustment,weather_passing_adjustment,is_divisional_game,rest_epa_adjustment,is_coming_off_bye,travel_epa_adjustment,home_field_advantage_points,is_primetime_game,primetime_type,redzone_target_share,redzone_carry_share,goalline_carry_share,snap_share,calibration_tier,tier_bias_adjustment,tier_shrinkage,tier_confidence_boost,model_guided,model_adjustment_pct,baseline_projection,adjustment_breakdown,elevation_feet,is_high_altitude,altitude_epa_adjustment,field_surface,team_pass_attempts,team_rush_attempts,team_targets,game_script_dynamic,market_blended_prob,role_override_applied,player_dk,player_pbp,snr_tier,snr_conf_threshold,model_market_deviation,profitable_strategy,strategy_validated,line_vs_trailing,line_vs_trailing_pct,v7_rule_signal,v7_p_under,v7_p_over,v7_best_direction,v7_best_ev,v7_kelly_size,v7_validated,v7_reason,v6_p_under,v6_p_over,v6_best_direction,v6_best_ev,v6_kelly_size,v6_value_validated,v5_p_under,v5_threshold,v5_edge_validated,model_p_under,model_best_direction,model_best_ev,model_validated,model_reason,feature_contributions,ensemble_p_under,ensemble_projection,ensemble_direction,mc_p_under,mc_direction,model_weight,had_conflict,prediction_source,opponent_conflict,opponent_conflict_reason,sharp_under,sharp_over,line_movement,sharp_confirmed,wf_filter_passed,wf_filter_reason,elite_filter_passed,model_reasoning,model_confidence,model_confidence_label
Amon-Ra St. Brown,Amon-Ra St. Brown,UNDER,player_reception_yds,Receiving Yards,82.5,-110,0.5619638568425736,56.2%,0.6630627811646674,0.5619638568425736,0.495787700084246,0.5238095238095238,6.617615675832756,13.347680216165644,52.31078620071704,44.39540481712454,Model Projection (Calibrated),True,STANDARD,60-75%,MEDIUM,0.020031024842351124,2.0,Pittsburgh Steelers @ Detroit Lions,2025-12-21T21:25:00Z,WR,DET,PIT,16,0.5614035087719298,108.50329908607819,14,108.50329908607819,,,,,,,52.31078620071704,44.63648229960448,4.182197003867716,2.745043681487881,6.246430275000001,4.099932151064616,0.8347631191974079,0.9018211149298588,,,,,,,,,0.95,0.6,0.0108747148333169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (Dome),active,active,active,0.0,0.0,False,0.0,False,0.0,1.5,False,AFTERNOON,0.3081761006289308,,,0.8099226063599402,tier_2_primary,0.0,0.62,0.05,True,0.0,108.50329908607819,No significant adjustments,0,False,0.0,turf,33.833333333333336,26.916666666666668,34.0,0.0,,False,Amon-Ra St. Brown,Amon-Ra St. Brown,MEDIUM,0.55,0.3707688797953215,False,False,-26.003299086078187,-0.239433786127143,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.8036196931650821,UNDER,53.4183050587884,True,"V27: UNDER (proj=52.3 vs line=82.5, diff=+37%)",[],0.8036196931650821,52.31078620071704,UNDER,0.7505860017157133,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0,False,True,,False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   -26.00 LVT (line vs trailing) |   = P(UNDER): 80% | INPUTS: |   Line: 82.5 | Trailing: 108.5 | Proj: 52.3 |   Snaps: 81% | PICK: UNDER (line +30.2 vs proj) | Edge: +53.4%,63,MEDIUM
Jaylen Warren,Jaylen Warren,UNDER,player_rush_attempts,Rush Attempts,10.5,-123,0.5676227846458265,56.8%,0.7254092821527549,0.5676227846458265,0.519675254742772,0.5515695067264574,4.794752990305451,9.226440833090562,9.588239275000001,4.777040912520834,Model Projection (Calibrated),True,STANDARD,60-75%,HIGH,0.008949702440048262,0.9,Pittsburgh Steelers @ Detroit Lions,2025-12-21T21:25:00Z,RB,PIT,DET,16,0.18181818181818182,11.353316750148444,13,11.353316750148444,39.63327374176821,36.71489547642966,9.588239275000001,4.777994669896102,0.3503246786944379,0.5793714256751785,11.586244592253692,18.147474226394277,1.31494530375,1.7396585817265986,1.5469944750000002,2.046657154972469,0.0782467498769906,,,,,,,,,,0.4607459371700718,0.4285714285714285,0.0247766720090583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (Dome),active,active,active,0.0,0.0,False,0.0,False,0.0,1.5,False,,0.0666666666666666,0.296551724137931,0.3260869565217391,0.4803556754239562,tier_2_committee_lead,0.0,0.7,0.05,True,-0.19644324576043593,11.353316750148444,No significant adjustments,0,False,0.0,turf,32.81818181818182,23.09090909090909,32.81818181818182,0.0,,False,Jaylen Warren,Jaylen Warren,HIGH,0.52,0.21342253180545037,False,False,-0.8533167501484442,-0.07450389863158063,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.6245828277842976,UNDER,19.23853984972954,True,"V27: UNDER (proj=9.6 vs line=10.5, diff=+9%)",[],0.6245828277842976,9.588239275000001,UNDER,0.5756686404465067,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0,False,False,Market not allowed (player_rush_attempts),False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   -0.85 LVT (line vs trailing) |   = P(UNDER): 62% | INPUTS: |   Line: 10.5 | Trailing: 11.4 | Proj: 9.6 |   Snaps: 48% | PICK: UNDER (line +0.9 vs proj) | Edge: +19.2%,72,HIGH
Kenneth Gainwell,Kenneth Gainwell,UNDER,player_rush_attempts,Rush Attempts,8.5,101,0.5338525003414701,53.4%,0.6128416678049003,0.5338525003414701,0.46983184965380814,0.4975124378109453,6.402065068766199,13.626290072679215,7.116931425000001,4.011661921462464,Model Projection (Calibrated),True,LOW,<60%,HIGH,0.018080080615434375,1.8,Pittsburgh Steelers @ Detroit Lions,2025-12-21T21:25:00Z,RB,PIT,DET,16,0.0,8.433254517461178,14,8.433254517461178,33.61313382334213,32.98742849176054,7.116931425000001,4.077766838601737,0.1580506757378687,0.678504224174192,15.511340422540115,18.509994261698136,2.6344857075000006,2.45391046452392,3.09939495,2.8869534876752,0.1237172800632362,,,,,,,,,,0.2559849520519621,0.281767955801105,0.0247766720090583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (Dome),active,active,active,0.0,0.0,False,0.0,False,0.0,1.5,False,,0.1111111111111111,0.1310344827586207,0.1521739130434782,0.4950035457891368,tier_3_committee,0.0,0.7,0.0,True,-0.049964542108627,8.433254517461178,No significant adjustments,0,False,0.0,turf,32.81818181818182,23.09090909090909,32.81818181818182,0.0,,False,Kenneth Gainwell,Kenneth Gainwell,HIGH,0.52,0.12211684972839704,False,False,0.06674548253882229,0.007821808479079618,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.6817973705700846,UNDER,30.161316199743425,True,"V27: UNDER (proj=7.1 vs line=8.5, diff=+16%)",[],0.6817973705700846,7.116931425000001,UNDER,0.6327603111155937,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0,False,False,Market not allowed (player_rush_attempts),False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +0.07 LVT (line vs trailing) |   = P(UNDER): 68% | INPUTS: |   Line: 8.5 | Trailing: 8.4 | Proj: 7.1 |   Snaps: 50% | PICK: UNDER (line +1.4 vs proj) | Edge: +30.2%,65,HIGH
Geno Smith,Geno Smith,Under,player_pass_attempts,Pass Attempts,32.5,-117,0.7695439017824649,77.0%,0.8850627168320928,0.7695439017824649,0.5083149711054754,0.5391705069124424,26.12289306769895,51.39115421071957,26.282083228600005,5.491056942488632,Model Projection (Calibrated),True,ELITE,90%+,MEDIUM,0.1,10.0,Las Vegas Raiders @ Houston Texans,2025-12-21T21:25:00Z,QB,LV,HOU,16,0.36363636363636365,27.52645042259321,13,27.52645042259321,,,,,,,,,,,,,,,121.0491407590505,84.17009521466949,13.751933333333334,4.04582042716788,14.853931050000002,5.338912564683311,0.5982916666666667,0.9463015581139498,0.8931666666666667,0.5982916666666667,-0.041531148039131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (Dome),active,active,active,0.0,0.0,False,0.0,False,0.0,1.5,False,,,,,0.8916906044125175,default,0.0,0.3,0.0,True,3.916906044125179,27.52645042259321,snap_share: +3.9%,0,False,0.0,turf,36.09090909090909,22.09090909090909,36.27272727272727,0.0,,False,Geno Smith,Geno Smith,HIGH,0.62,0.1913205160430768,False,False,4.973549577406789,0.18002854153638811,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.7695439017824649,,0.0,False,Monte Carlo fallback (77.0%),[],0.8712608739353498,26.282083228600005,UNDER,0.8712608739353498,UNDER,0.0,False,mc_only,False,,False,False,0,False,False,Market not allowed (player_pass_attempts),False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +4.97 LVT (line vs trailing) |   = P(UNDER): 77% | INPUTS: |   Line: 32.5 | Trailing: 27.5 | Proj: 26.3 |   Snaps: 89% | PICK: UNDER (line +6.2 vs proj) | Edge: +0.0%,88,VERY HIGH
Lamar Jackson,Lamar Jackson,Under,player_pass_attempts,Pass Attempts,27.5,-101,0.6361004463450664,63.6%,0.6944292090643805,0.6361004463450664,0.47317042968588763,0.5024875621890548,16.29300166591787,34.43368529333905,25.081052749013853,5.001332048859456,Model Projection (Calibrated),True,HIGH,75-90%,MEDIUM,0.06714047428839584,6.7,New England Patriots @ Baltimore Ravens,2025-12-22T01:20:00Z,QB,BAL,NE,16,0.8333333333333334,23.074367220325975,11,23.074367220325975,,,,,,,,,,,,,,,76.01435994553559,54.82040584246521,11.537666666666668,3.713432539069778,12.475921750000001,4.898174614645292,0.7800456140350879,1.1117955367582455,0.95,0.6125,0.0171449253685284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),questionable,active,active,0.0,0.0,False,0.0,False,0.0,1.5,True,SNF,,,,0.9481390898246692,default,0.0,0.3,0.0,True,4.481390898246684,23.074367220325975,snap_share: +4.5%,0,False,0.0,turf,29.333333333333332,26.583333333333332,29.416666666666668,0.0,,False,Lamar Jackson,Lamar Jackson,HIGH,0.62,0.08796171821767806,False,False,4.425632779674025,0.19097103008673966,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.6361004463450664,,0.0,False,Monte Carlo fallback (63.6%),[],0.6856866196245358,25.081052749013853,UNDER,0.6856866196245358,UNDER,0.0,False,mc_only,False,,False,False,0,False,False,Market not allowed (player_pass_attempts),False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +4.43 LVT (line vs trailing) |   = P(UNDER): 64% | INPUTS: |   Line: 27.5 | Trailing: 23.1 | Proj: 25.1 |   Snaps: 95% | PICK: UNDER (line +2.4 vs proj) | Edge: +0.0%,98,VERY HIGH
Lamar Jackson,Lamar Jackson,Under,player_pass_completions,Pass Completions,17.5,105,0.6647930083554883,66.5%,0.8295860167109766,0.6647930083554883,0.4607930386631069,0.4878048780487805,20.39999696923814,44.27149556864921,13.966415080724785,3.7020427420087163,Model Projection (Calibrated),True,HIGH,75-90%,MEDIUM,0.08638706360208355,8.6,New England Patriots @ Baltimore Ravens,2025-12-22T01:20:00Z,QB,BAL,NE,16,0.3333333333333333,13.378491425187796,11,13.378491425187796,,,,,,,,,,,,,,,76.01435994553559,54.82040584246521,11.537666666666668,3.713432539069778,12.475921750000001,4.898174614645292,0.7800456140350879,1.1117955367582455,0.95,0.6125,0.0171449253685284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),questionable,active,active,0.0,0.0,False,0.0,False,0.0,1.5,True,SNF,,,,0.9481390898246692,tier_1_starter,0.0,0.5,0.1,True,0.0,13.378491425187796,No significant adjustments,0,False,0.0,turf,29.333333333333332,26.583333333333332,29.416666666666668,0.0,,False,Lamar Jackson,Lamar Jackson,HIGH,0.62,0.20191913824429802,False,False,4.121508574812204,0.3057841152096722,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.6647930083554883,,0.0,False,Monte Carlo fallback (66.5%),[],0.8300836786849838,13.966415080724785,UNDER,0.8300836786849838,UNDER,0.0,False,mc_only,False,,False,False,0,False,False,Market not allowed (player_pass_completions),False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +4.12 LVT (line vs trailing) |   = P(UNDER): 66% | INPUTS: |   Line: 17.5 | Trailing: 13.4 | Proj: 14.0 |   Snaps: 95% | PICK: UNDER (line +3.5 vs proj) | Edge: +0.0%,95,VERY HIGH
Stefon Diggs,Stefon Diggs,UNDER,player_reception_yds,Receiving Yards,40.5,-111,0.5609205237235764,56.1%,0.7030684124119212,0.5609205237235764,0.4978941161605526,0.5260663507109005,6.302640756302375,12.658596580542847,20.966877853396458,23.16000647528473,Model Projection (Calibrated),True,STANDARD,60-75%,MEDIUM,0.01838557626418655,1.8,New England Patriots @ Baltimore Ravens,2025-12-22T01:20:00Z,WR,NE,BAL,16,0.3918918918918919,34.33134874931957,14,34.33134874931957,,,,,,,20.966877853396458,24.678613015385068,1.8350798858006432,1.9112420804392465,2.4523418,2.5541225098956306,0.3119266055045871,0.3683638765616894,,,,,,,,,0.3507121715909033,0.3119266055045871,-0.0098538641041526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),active,active,active,0.0,0.0,False,0.0,False,0.0,1.5,False,,0.0774647887323943,,,0.5180937178729154,tier_3_secondary,0.0,0.7,0.0,True,0.0,34.33134874931957,No significant adjustments,0,False,0.0,turf,32.833333333333336,27.333333333333332,32.833333333333336,0.0,,False,Stefon Diggs,Stefon Diggs,MEDIUM,0.55,0.30493790320730685,False,False,6.168651250680433,0.179157990457819,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.8425269099721511,UNDER,60.846046449228844,True,"V27: UNDER (proj=21.0 vs line=40.5, diff=+48%)",[],0.8425269099721511,20.966877853396458,UNDER,0.7856738612747964,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0,False,False,Player too volatile (CV=0.67 > 0.65),False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +6.17 LVT (line vs trailing) |   = P(UNDER): 84% | INPUTS: |   Line: 40.5 | Trailing: 34.3 | Proj: 21.0 |   Snaps: 52% | PICK: UNDER (line +19.5 vs proj) | Edge: +60.8%,49,LOW
Kayshon Boutte,Kayshon Boutte,UNDER,player_reception_yds,Receiving Yards,33.5,-110,0.5550173025679795,55.5%,0.6833910085599318,0.5550173025679795,0.495787700084246,0.5238095238095238,5.9229602483733546,11.946565530703776,16.617791472908948,19.758011763165808,Model Projection (Calibrated),True,STANDARD,60-75%,MEDIUM,0.01638408384818926,1.6,New England Patriots @ Baltimore Ravens,2025-12-22T01:20:00Z,WR,NE,BAL,16,0.5283018867924528,30.864972734361285,12,30.864972734361285,,,,,,,16.617791472908948,21.127640407647228,1.212293028722146,1.6260116055485654,1.4841722500000003,1.9906748995141208,0.2586206896551724,0.6222339315366493,,,,,,,,,0.2047018363579654,0.2586206896551724,-0.0098538641041526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),active,active,active,0.0,0.0,False,0.0,False,0.0,1.5,False,,0.056338028169014,,,0.7097313514255686,tier_4_limited,0.0,0.7,-0.05,True,0.0,30.864972734361285,No significant adjustments,0,False,0.0,turf,32.833333333333336,27.333333333333332,32.833333333333336,0.0,,False,Kayshon Boutte,Kayshon Boutte,MEDIUM,0.55,0.28144988570305735,False,False,2.6350272656387155,0.0850970316765263,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.8484621192188819,UNDER,61.97913185087746,True,"V27: UNDER (proj=16.6 vs line=33.5, diff=+50%)",[],0.8484621192188819,16.617791472908948,UNDER,0.7878715877334691,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0,False,True,,False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +2.64 LVT (line vs trailing) |   = P(UNDER): 85% | INPUTS: |   Line: 33.5 | Trailing: 30.9 | Proj: 16.6 |   Snaps: 71% | PICK: UNDER (line +16.9 vs proj) | Edge: +62.0%,58,MEDIUM
Derrick Henry,Derrick Henry,UNDER,player_receptions,Receptions,1.5,-162,0.589774678240318,59.0%,0.7992489274677268,0.589774678240318,0.5839552831327215,0.6183206106870229,0.5819395107596548,0.9965480706634714,0.6627668308764239,0.912199485043803,Model Projection (Calibrated),True,STANDARD,60-75%,MEDIUM,0.0,0.0,New England Patriots @ Baltimore Ravens,2025-12-22T01:20:00Z,RB,BAL,NE,16,0.38181818181818183,0.7866001867257454,14,0.7866001867257454,60.38539617287194,52.74588410113173,12.7353647,5.476607775702847,0.7666515314510332,0.9206882443766364,6.714093953170517,13.276042554423718,0.6627668308764239,1.152035126565803,0.888813975,1.5449549863992802,0.0521826703535459,,,,,,,,,,0.95,0.6125,0.0040937554501441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),questionable,active,active,0.0,0.0,False,0.0,False,0.0,1.5,True,SNF,0.0472440944881889,0.5974025974025974,0.8260869565217391,0.4595872180202024,tier_2_occasional,0.0,0.7,0.0,True,0.0,0.7866001867257454,No significant adjustments,0,False,0.0,turf,29.333333333333332,26.583333333333332,29.416666666666668,0.0,,False,Derrick Henry,Derrick Henry,HIGH,0.58,0.13633370275987833,False,False,0.7133998132742546,0.8046465858628706,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.7493775176707562,UNDER,43.062980646235275,True,"V27: UNDER (proj=0.7 vs line=1.5, diff=+56%)",[],0.7493775176707562,0.6627668308764239,UNDER,0.7663082182680983,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0,False,False,Player too volatile (CV=1.16 > 0.65),False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   +0.71 LVT (line vs trailing) |   = P(UNDER): 75% | INPUTS: |   Line: 1.5 | Trailing: 0.8 | Proj: 0.7 |   Snaps: 46% | PICK: UNDER (line +0.8 vs proj) | Edge: +43.1%,65,HIGH
TreVeyon Henderson,TreVeyon Henderson,UNDER,player_rush_attempts,Rush Attempts,13.5,-103,0.5317517303923252,53.2%,0.6058391013077504,0.5317517303923252,0.4791397221410989,0.5073891625615764,5.261200825122625,10.980514831064845,11.327281900000001,5.229568776113387,Model Projection (Calibrated),True,LOW,<60%,HIGH,0.012364003174105017,1.2,New England Patriots @ Baltimore Ravens,2025-12-22T01:20:00Z,RB,NE,BAL,16,0.4166666666666667,13.977558800865726,14,13.977558800865726,59.664870333476586,53.80505878320426,11.327281900000001,5.186483354087066,0.5145961228350715,0.9194927291114862,9.11737253003992,13.370419695222196,1.3207735350359304,1.6348179973857997,1.74402065,2.1587019052095995,0.0731016648133378,,,,,,,,,,0.850791150593637,0.5876977876484093,-0.0332731955320186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),active,active,active,0.0,0.0,False,0.0,False,0.0,1.5,False,,0.028169014084507,0.1838235294117647,0.1025641025641025,0.5579394536096551,tier_2_committee_lead,0.0,0.7,0.05,True,0.5793945360965447,13.977558800865726,snap_share: +0.6%,0,False,0.0,turf,32.833333333333336,27.333333333333332,32.833333333333336,0.0,,False,TreVeyon Henderson,TreVeyon Henderson,HIGH,0.52,0.0876172246945408,False,False,-0.4775588008657259,-0.03392341013246967,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.6981283043879379,UNDER,33.27903992860634,True,"V27: UNDER (proj=11.3 vs line=13.5, diff=+16%)",[],0.6981283043879379,11.327281900000001,UNDER,0.6623624529856306,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0,False,False,Market not allowed (player_rush_attempts),False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   -0.48 LVT (line vs trailing) |   = P(UNDER): 70% | INPUTS: |   Line: 13.5 | Trailing: 14.0 | Proj: 11.3 |   Snaps: 56% | PICK: UNDER (line +2.2 vs proj) | Edge: +33.3%,84,VERY HIGH
Derrick Henry,Derrick Henry,UNDER,player_rush_yds,Rushing Yards,79.5,-111,0.5517795259164319,55.2%,0.6725984197214396,0.5517795259164319,0.4978941161605526,0.5260663507109005,5.388540975587924,10.822664499715271,60.38539617287194,50.01431207868303,Model Projection (Calibrated),True,STANDARD,60-75%,STANDARD,0.013563699920917827,1.4,New England Patriots @ Baltimore Ravens,2025-12-22T01:20:00Z,RB,BAL,NE,16,0.44,88.72242790010895,14,88.72242790010895,60.38539617287194,52.74588410113173,12.7353647,5.476607775702847,0.7666515314510332,0.9206882443766364,6.714093953170517,13.276042554423718,0.6627668308764239,1.152035126565803,0.888813975,1.5449549863992802,0.0521826703535459,,,,,,,,,,0.95,0.6125,0.0040937554501441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,None (No data),questionable,active,active,0.0,0.0,False,0.0,False,0.0,1.5,True,SNF,0.0472440944881889,0.5974025974025974,0.8260869565217391,0.4595872180202024,tier_2_committee_lead,0.0,0.7,0.05,True,-0.4041278197979725,88.72242790010895,No significant adjustments,0,False,0.0,turf,29.333333333333332,26.583333333333332,29.416666666666668,0.0,,False,Derrick Henry,Derrick Henry,HIGH,0.54,0.28127519550900026,False,False,-9.222427900108954,-0.10382994608614658,DISABLED,0.5,0.5,,0,0,False,V7 disabled - using V14,,,,,0,False,,,False,0.7317452922007495,UNDER,39.696828511052175,True,"V27: UNDER (proj=60.4 vs line=79.5, diff=+24%)",[],0.7317452922007495,60.38539617287194,UNDER,0.6414698564870631,UNDER,1.0,False,classifier_direction_mc_projection,False,,False,False,0,False,False,Market not allowed (player_rush_yds),False,CALCULATION (log-odds): |   Base: 0.00 (50%) |   -9.22 LVT (line vs trailing) |   = P(UNDER): 73% | INPUTS: |   Line: 79.5 | Trailing: 88.7 | Proj: 60.4 |   Snaps: 46% | PICK: UNDER (line +19.1 vs proj) | Edge: +39.7%,62,MEDIUM
